字號,字,頻次
16401,制,315
16402,𠛐,241
16405,製,151
16419,逝,154
16422,噬,1
16423,誓,256
16424,𣂯,166
16425,筮,1
16432,曳,4
16433,裔,12
16437,洩,1
16452,抴,1
16466,藝,280
16469,寱,1
16470,㦣,1
16471,囈,9
16474,滯,202
16475,彘,1
16481,例,292
16482,厲,235
16483,礪,1
16484,勵,184
16491,蠣,5
16492,蠇,1
16512,世,387
16513,勢,196
16535,䟷,1
16547,喙,22
16548,泰,195
16550,太,382
16551,汰,17
16552,蓋,389
16553,匃,1
16554,丐,150
16555,艾,248
16558,藹,163
16561,靄,18
16568,柰,5
16569,奈,243
16573,大,194
16574,汏,2
16581,害,415
16585,帶,352
16587,㿃,2
16592,貝,353
16593,沛,56
16594,𨙶,56
16598,狽,2
16608,沛,118
16611,會,383
16615,繪,179
16616,兌,187
16619,銳,1
16621,儈,1
16626,檜,129
16634,劊,138
16635,會,177
16639,最,370
16654,外,409
16658,薈,2
16674,磕,1
16676,轄,1
16683,蔡,368
16684,𣞖,318
16686,賴,270
16687,籟,3
16688,癩,150
16689,瀨,14
16707,蛻,159
16712,沫,1
16715,卦,209
16716,挂,270
16717,掛,324
16721,懈,146
16722,解,9
16724,廨,1
16726,㾏,1
16727,隘,157
16728,𨽴,137
16733,邂,1
16734,解,1
16735,賣,342
16736,畫,417
16746,瘥,1
16749,㳗,1
16756,稗,310
16761,派,340
16763,𥿯,1
16768,債,301
16771,曬,281
16780,怪,345
16781,恠,267
16784,𣀩,248
16785,壞,249
16789,呃,6
16790,瘵,1
16793,誡,2
16794,戒,206
16795,界,425
16796,介,222
16797,届,162
16798,疥,177
16804,尬,139
16811,芥,199
16826,械,247
16827,䪥,1
16828,薤,1
16831,瀣,1
16841,蒯,110
16842,喟,2
16849,墤,145
16850,𢷎,318
16851,拜,411
16852,扒,1
16853,湃,11
16854,浿,1
16855,壞,340
16856,𡎯,276
16863,憊,1
16865,韛,26
16866,𣡖,26
16871,𧱘,5
16884,劾,1
16890,快,365
16895,邁,221
16899,話,400
16900,敗,411
16901,𣀕,300
16903,唄,2
16907,嘬,3
16915,喝,1
16917,嗄,1
16925,敗,1
16927,寨,224
16930,隊,321
16942,佩,191
16943,珮,6
16950,背,250
16954,妹,381
16955,昧,146
16956,眛,1
16960,黴,1
16965,配,291
16969,誨,9
16970,悔,77
16971,晦,173
16980,對,291
16981,𡭊,244
16982,碓,156
16983,𣝉,2
16987,淬,1
16988,焠,3
16990,啐,5
16991,晬,17
17001,退,327
17002,𢓴,274
17003,𨓤,272
17016,潰,169
17018,繢,1
17025,膭,2
17029,塊,356
17030,凷,263
17032,碎,342
17037,內,241
17040,儽,202
17041,攂,8
17052,背,293
17053,輩,227
17057,代,302
17058,岱,3
17059,黛,3
17062,埭,6
17064,帒,218
17065,袋,297
17071,載,185
17072,再,235
17079,賽,239
17081,塞,1
17083,貸,204
17085,態,250
17087,溉,170
17088,㮣,229
17093,慨,225
17094,愾,2
17095,欬,79
17099,礙,293
17100,硋,251
17102,閡,1
17106,愛,429
17109,曖,1
17113,薆,1
17118,耐,258
17120,鼐,1
17122,佴,1
17125,戴,381
17128,睞,2
17135,菜,290
17137,棌,46
17140,載,146
17141,裁,2
17143,在,14
17145,栽,2
17148,廢,221
17157,肺,370
17158,杮,11
17161,穢,128
17167,吠,211
17171,喙,3
17174,𧾣,1
17178,刈,39
17179,乂,6
17186,震,201
17187,振,214
17188,賑,1
17197,信,272
17198,訊,191
17199,訙,146
17200,迅,17
17201,囟,2
17202,顖,2
17204,汛,2
17208,刃,176
17209,認,353
17210,肕,1
17211,韌,157
17212,仞,6
17213,軔,1
17219,胤,7
17222,引,8
17232,吝,158
17239,藺,5
17260,擯,2
17261,殯,159
17262,鬢,170
17266,敶,156
17267,陳,185
17268,陣,222
17270,𨳏,70
17271,慎,202
17272,昚,75
17273,蜃,1
17276,抻,1
17281,燼,3
17282,㶳,1
17289,晉,190
17290,㬜,137
17292,縉,2
17294,進,302
17299,衅,123
17300,釁,141
17301,舋,110
17302,鎮,296
17304,填,1
17305,僅,210
17306,覲,1
17309,饉,9
17316,櫬,1
17320,襯,229
17323,印,259
17324,鮣,1
17328,趁,196
17332,親,156
17333,寴,1
17343,𥇜,1
17344,盹,2
17347,峻,3
17348,濬,40
17349,浚,1
17352,迅,180
17360,殉,167
17361,徇,4
17364,儁,184
17365,俊,246
17369,駿,14
17376,舜,181
17377,䑞,155
17379,瞬,15
17380,瞚,3
17381,眴,3
17382,䀢,3
17384,閏,332
17385,潤,198
17387,順,336
17389,問,407
17390,璺,81
17392,汶,1
17393,紊,4
17394,聞,1
17399,娩,1
17400,運,378
17401,暈,228
17406,員,1
17411,韻,187
17416,訓,335
17419,薰,12
17421,湓,1
17422,忿,37
17425,糞,312
17426,𥻔,249
17427,𡊅,3
17428,拚,3
17430,奮,187
17433,醞,7
17434,慍,3
17442,郡,173
17443,分,184
17454,靳,5
17455,斤,2
17458,劤,153
17459,近,10
17462,隱,1
17469,願,230
17470,𩕾,158
17472,愿,3
17473,怨,210
17475,販,237
17476,畈,3
17477,券,180
17479,勸,312
17483,万,29
17484,萬,300
17486,蔓,177
17487,曼,29
17491,娩,1
17501,飯,397
17502,𩚳,286
17507,嬔,25
17517,建,335
17519,堰,136
17520,鄢,1
17521,郾,1
17522,䞁,5
17523,傿,2
17529,獻,298
17530,憲,189
17533,楥,5
17534,楦,150
17537,健,299
17538,腱,149
17548,溷,1
17551,頓,284
17552,扽,78
17554,巽,2
17558,遜,176
17560,困,294
17561,𣏔,236
17564,嫩,294
17565,媆,244
17568,搵,22
17570,悶,263
17571,懣,1
17584,噴,172
17585,歕,129
17586,湓,1
17587,鈍,222
17588,遁,157
17589,遯,123
17592,寸,268
17594,坌,1
17597,諢,1
17598,論,287
17601,奔,50
17606,恨,298
17607,艮,3
17608,茛,2
17613,翰,164
17614,捍,10
17615,扞,5
17616,鼾,1
17620,釬,137
17621,汗,322
17622,悍,9
17623,瀚,8
17639,炭,326
17640,歎,153
17641,嘆,161
17642,湠,2
17645,按,210
17646,案,294
17648,晏,28
17652,旦,246
17660,憚,13
17661,彈,212
17664,但,171
17665,撣,3
17669,幹,287
17670,杆,13
17676,矸,1
17679,岸,355
17691,看,280
17694,漢,298
17703,爛,326
17704,爤,246
17708,鑭,1
17712,難,225
17716,粲,1
17717,㛑,1
17718,燦,197
17719,璨,1
17723,𢿱,190
17724,散,268
17728,贊,266
17729,讚,5
17733,灒,103
17738,攢,1
17744,換,326
17754,鑽,227
17755,惋,16
17756,腕,205
17757,𢯲,145
17758,捥,44
17760,琬,1
17761,貫,196
17764,館,167
17766,鑵,216
17769,灌,282
17771,鸛,1
17779,冠,173
17780,觀,153
17784,盥,1
17789,竄,172
17790,鑹,1
17791,爨,1
17794,玩,227
17795,貦,163
17796,翫,1
17799,段,262
17800,毈,4
17801,椴,65
17802,亂,319
17806,鍛,177
17809,斷,184
17811,踹,1
17817,喚,211
17818,嚾,150
17819,𡅽,151
17820,煥,168
17821,奐,2
17822,渙,8
17825,筭,229
17826,蒜,198
17830,幔,164
17831,漫,217
17838,謾,2
17839,半,311
17840,絆,178
17841,靽,131
17846,判,276
17850,胖,191
17854,叛,287
17856,畔,4
17857,伴,3
17863,攢,2
17866,諫,159
17867,㵎,141
17868,鐗,107
17869,閒,141
17870,鴈,226
17871,鳫,226
17872,雁,309
17873,贗,1
17874,偐,1
17876,晏,241
17881,訕,3
17882,汕,10
17885,疝,135
17886,𣑭,5
17891,慢,355
17893,謾,2
17899,患,182
17900,𢠶,145
17901,擐,13
17902,宦,150
17904,豢,3
17908,慣,318
17910,摜,25
17912,串,204
17914,㝈,1
17915,涮,91
17916,篡,178
17919,棧,214
17923,襻,140
17924,奻,1
17930,襉,115
17932,閒,63
17936,莧,257
17939,瓣,184
17940,辨,7
17941,辦,344
17944,盼,218
17946,幻,253
17948,袒,98
17949,綻,109
17951,扮,302
17952,鰥,4
17953,霰,5
17958,先,11
17963,茜,6
17966,倩,23
17975,絢,3
17976,絃,1
17983,縣,310
17984,寰,203
17986,眩,133
17987,炫,7
18009,電,278
18010,殿,213
18011,奠,167
18013,澱,1
18014,淀,1
18015,甸,8
18016,佃,168
18021,填,16
18031,練,227
18032,浰,1
18033,鍊,184
18035,楝,144
18038,僆,1
18046,見,293
18053,牽,6
18060,見,220
18061,現,261
18064,硯,200
18065,研,3
18070,宴,186
18072,燕,272
18073,鷰,206
18077,嚥,137
18078,咽,119
18083,薦,220
18085,濺,7
18086,麪,238
18087,麵,281
18094,片,368
18097,荐,11
18112,線,340
18113,綫,283
18116,戰,297
18117,顫,174
18118,繕,14
18119,鄯,2
18120,擅,24
18121,膳,182
18122,饍,5
18124,禪,119
18125,䄠,105
18126,單,13
18131,彥,17
18132,唁,4
18133,喭,1
18135,諺,189
18136,這,4
18137,譴,19
18142,絹,189
18149,媛,1
18151,院,228
18152,面,321
18154,釧,28
18156,穿,28
18167,箭,306
18168,𥳭,240
18174,濺,183
18175,煎,6
18177,扇,303
18178,煽,16
18180,𧎥,1
18185,堰,4
18187,眷,173
18188,睠,130
18190,弮,4
18191,卷,240
18202,倦,208
18208,戀,214
18214,變,286
18220,卞,2
18221,拚,1
18223,弁,1
18225,汴,103
18236,鏇,95
18239,旋,147
18244,選,1
18251,渲,1
18257,譔,1
18262,傳,217
18264,賤,308
18266,餞,141
18267,羨,201
18269,騗,78
18270,偏,1
18273,輾,162
18274,碾,198
18275,囀,2
18277,轉,169
18282,延,6
18286,便,225
18288,纏,2
18295,徧,192
18296,遍,287
18297,嘯,3
18298,歗,1
18302,糶,154
18303,𥺋,6
18304,眺,1
18306,趒,214
18312,弔,173
18315,釣,296
18319,叫,346
18331,尿,329
18332,㞙,276
18333,藋,26
18334,銚,2
18335,掉,186
18336,調,261
18337,莜,1
18338,𥁮,1
18340,竅,211
18343,尥,29
18345,料,310
18347,鐐,1
18361,𥬇,285
18362,𠺑,212
18363,肖,33
18364,韒,3
18365,鞘,141
18366,照,314
18367,炤,247
18368,詔,156
18372,鷂,150
18376,耀,248
18377,曜,3
18388,要,260
18391,召,189
18392,邵,175
18393,召,147
18400,轎,290
18404,漂,182
18405,僄,2
18413,噍,88
18414,誚,1
18417,妙,262
18418,玅,200
18424,哨,3
18425,俏,171
18431,𤻲,160
18432,療,217
18442,醮,123
18443,𥛲,108
18453,廟,297
18454,庿,246
18455,驃,1
18456,少,219
18457,燒,5
18459,裱,4
18460,俵,3
18461,驃,2
18462,翹,45
18463,饒,1
18464,繞,152
18466,效,234
18467,効,189
18468,校,281
18471,傚,1
18474,教,295
18475,𢼂,234
18476,窖,154
18477,校,209
18479,酵,240
18480,覺,176
18482,較,185
18486,孝,280
18487,哮,2
18492,罩,317
18493,䈇,252
18498,豹,300
18501,爆,202
18503,敲,9
18506,皃,178
18507,䫉,178
18508,貌,234
18515,炮,289
18518,礮,22
18521,稍,205
18522,潲,141
18528,棹,88
18529,櫂,86
18532,橈,1
18534,𠆴,295
18535,鬧,359
18538,笊,126
18542,鉋,157
18544,抄,1
18545,鈔,5
18547,耖,7
18552,靿,25
18557,樂,5
18561,号,6
18562,號,274
18563,𤩭,179
18567,導,194
18570,悼,8
18571,蹈,8
18572,盜,227
18581,到,275
18582,禱,1
18583,倒,173
18587,誥,13
18589,告,290
18591,膏,120
18594,傲,280
18597,鏊,54
18603,帽,254
18604,耄,1
18605,𧂕,1
18607,眊,1
18608,瑁,1
18609,㺺,1
18610,冒,224
18622,澇,153
18623,潦,135
18624,勞,2
18627,癆,18
18629,操,31
18630,造,1
18631,艁,1
18633,㿷,3
18634,糙,196
18636,暴,262
18637,虣,208
18638,曝,6
18639,瀑,3
18641,菢,119
18645,報,278
18648,奧,213
18649,懊,149
18658,澳,26
18660,譟,1
18661,噪,2
18665,埽,170
18666,掃,229
18668,𩝝,109
18669,犒,118
18671,靠,304
18673,竈,248
18674,躁,204
18676,秏,180
18677,好,215
18685,個,320
18686,賀,302
18690,佐,151
18691,左,1
18695,作,1
18700,邏,2
18707,餓,386
18708,馱,102
18709,大,428
18710,奈,5
18711,那,178
18712,些,5
18715,拖,57
18716,過,315
18723,和,151
18724,盉,131
18726,挫,17
18729,課,344
18735,科,1
18736,唾,151
18737,涶,123
18739,蛻,8
18743,播,77
18744,𢿥,3
18745,簸,187
18748,剉,3
18749,莝,33
18750,銼,235
18751,磨,293
18752,䃺,208
18755,愞,6
18757,稬,248
18759,破,391
18761,座,358
18762,坐,1
18763,臥,233
18766,貨,360
18767,惰,18
18771,縛,1
18777,摞,59
18781,刴,173
18785,侉,1
18786,涴,34
18791,罵,322
18796,駕,179
18797,稼,171
18798,嫁,350
18800,架,223
18802,價,207
18803,假,185
18807,賈,4
18808,亞,273
18811,㰳,1
18814,啞,2
18815,婭,2
18818,嚇,131
18819,罅,4
18820,唬,2
18826,迓,4
18827,訝,15
18831,砑,42
18832,詫,47
18833,侘,1
18835,吒,4
18836,咤,2
18848,詐,217
18850,咋,1
18853,榨,261
18854,乍,118
18859,謝,382
18860,榭,9
18864,疴,1
18868,暇,123
18869,夏,207
18870,下,377
18872,褯,81
18873,藉,162
18877,夜,357
18884,卸,184
18885,瀉,288
18887,柘,6
18888,樜,1
18889,鷓,9
18892,炙,1
18893,蔗,334
18895,借,314
18896,舍,283
18897,赦,180
18898,騇,33
18901,射,329
18902,䠶,229
18903,麝,153
18905,霸,343
18906,𧟳,277
18908,欛,136
18909,靶,7
18911,垻,147
18912,帊,149
18913,怕,322
18916,崋,1
18917,華,143
18918,樺,119
18921,化,324
18927,跨,198
18931,傻,1
18933,杷,94
18940,笡,56
18947,䖳,54
18949,瓦,97
18950,攨,2
18953,漾,14
18954,恙,24
18958,㨾,278
18959,養,11
18960,眻,1
18966,亮,216
18967,諒,175
18972,兩,151
18973,踉,1
18974,量,204
18980,涼,14
18981,狀,241
18982,讓,338
18984,攘,3
18986,餉,144
18988,向,2
18996,帳,312
18997,脹,211
18998,痮,162
18999,漲,53
19001,悵,7
19002,暢,223
19012,向,311
19020,仗,44
19021,長,12
19023,釀,201
19026,匠,251
19029,障,199
19030,㢓,156
19032,嶂,5
19033,瘴,148
19035,尚,223
19036,上,331
19037,丄,247
19038,償,1
19039,壯,306
19040,裝,10
19042,怏,4
19047,唱,316
19048,𪛋,247
19050,倡,183
19051,刱,149
19052,創,210
19053,愴,1
19055,醬,300
19056,𨡰,230
19057,𨟻,230
19058,將,197
19060,仰,1
19061,訪,211
19062,妨,12
19064,妄,153
19065,望,341
19066,朢,2
19067,忘,311
19070,況,207
19071,况,147
19074,誑,1
19076,俇,133
19079,旺,243
19080,暀,158
19083,放,353
19084,舫,4
19087,相,235
19096,宕,135
19099,逿,4
19103,浪,302
19110,笐,9
19111,盎,1
19116,葬,268
19117,傍,179
19119,藏,195
19120,奘,2
19125,當,210
19126,擋,174
19128,抗,241
19130,炕,140
19132,伉,2
19133,亢,1
19143,謗,176
19146,湯,228
19147,蕩,1
19148,盪,1
19150,曠,218
19151,爌,157
19153,壙,8
19158,喪,201
19159,𠷔,3
19160,攩,141
19161,擴,175
19164,桄,44
19166,鋼,142
19174,映,259
19175,暎,155
19178,敬,214
19179,竟,186
19180,鏡,343
19182,競,193
19183,𥪰,144
19187,儆,2
19189,慶,216
19191,更,213
19192,命,422
19193,病,371
19197,孟,292
19203,橫,190
19204,柄,327
19205,棅,247
19210,詠,164
19211,咏,134
19212,泳,181
19215,行,169
19216,絎,6
19219,㵾,1
19221,趟,8
19224,𩏠,1
19225,牚,113
19229,鋥,48
19231,䂻,55
19240,諍,13
19241,迸,140
19246,鞕,260
19247,硬,321
19248,轟,78
19249,輷,73
19250,勁,207
19251,倩,19
19252,凊,29
19253,政,194
19254,正,364
19255,証,4
19257,聖,229
19258,鄭,221
19264,性,230
19265,姓,328
19266,令,215
19268,聘,221
19275,摒,24
19276,併,175
19277,并,24
19280,淨,259
19281,瀞,190
19284,靚,1
19288,盛,192
19289,墭,7
19292,輕,2
19296,徑,154
19297,經,116
19298,逕,3
19303,甯,116
19304,佞,102
19305,濘,2
19307,腥,12
19310,脛,2
19312,定,398
19315,錠,152
19316,矴,7
19317,釘,185
19318,訂,220
19320,飣,1
19321,奠,1
19322,𦘭,1
19325,罄,6
19327,磬,146
19328,殸,110
19332,聽,162
19337,䒌,1
19338,暝,23
19347,證,304
19349,孕,193
19352,媵,3
19356,乘,8
19360,嵊,1
19362,剩,290
19363,認,7
19367,應,305
19370,甑,21
19371,䰝,5
19372,𩱭,5
19374,興,355
19377,勝,213
19381,瞪,139
19388,稱,205
19389,秤,294
19390,凝,102
19395,鐙,102
19397,橙,2
19398,凳,208
19402,贈,218
19411,蹭,29
19413,鄧,250
19414,蹬,3
19433,宥,3
19434,又,202
19435,佑,26
19436,右,278
19437,祐,156
19443,囿,3
19449,救,266
19450,灸,6
19452,究,180
19454,疚,3
19461,冑,1
19463,酎,1
19464,宙,187
19473,晝,326
19476,狩,1
19477,獸,220
19481,臭,317
19483,岫,12
19484,𥥉,1
19485,袖,324
19487,齅,145
19490,呪,268
19491,䯾,101
19493,祝,2
19494,舊,317
19495,柩,148
19496,匶,130
19497,𤸃,210
19498,瘦,273
19499,漱,136
19501,皺,264
19504,縐,172
19506,副,225
19516,富,319
19520,不,1
19521,畜,11
19523,溜,207
19524,廖,174
19527,鷚,1
19528,餾,14
19542,秀,219
19543,繡,243
19545,琇,1
19546,宿,174
19551,驟,164
19554,就,274
19555,鷲,11
19558,糅,1
19563,復,129
19564,𢕒,127
19565,𤸑,1
19566,伏,33
19570,複,1
19573,鼬,88
19575,柚,156
19585,授,196
19588,壽,89
19589,售,188
19590,綬,1
19595,揉,2
19600,候,266
19603,逅,1
19606,后,9
19607,後,10
19609,鱟,14
19611,厚,10
19615,寇,189
19618,扣,270
19622,簆,1
19625,茂,247
19626,貿,246
19628,戊,156
19630,袤,1
19632,懋,3
19633,瞀,1
19635,姆,16
19645,豆,398
19646,竇,4
19648,逗,159
19650,荳,2
19651,脰,14
19661,鬥,278
19676,瘶,144
19677,嗽,169
19678,欶,1
19679,漱,6
19683,奏,231
19685,透,311
19690,漚,241
19693,遘,14
19694,構,195
19695,媾,25
19698,購,188
19701,彀,74
19703,句,124
19711,㝅,27
19713,輳,1
19714,腠,1
19715,湊,230
19722,𨹟,159
19723,漏,325
19724,鏤,1
19726,瘻,1
19733,𠞭,1
19735,蔻,2
19740,吼,6
19743,佝,1
19744,怐,1
19747,偶,125
19751,幼,331
19752,謬,199
19753,繆,4
19756,沁,6
19757,𠖶,5
19758,吣,32
19760,浸,295
19761,濅,233
19762,𣹦,233
19764,妊,4
19765,絍,117
19767,任,311
19770,沈,2
19772,枕,119
19777,噤,2
19784,禁,267
19787,賃,139
19788,蔭,183
19790,窨,43
19794,飲,90
19795,滲,178
19797,闖,169
19799,譖,1
19800,讖,9
19804,臨,8
19806,甚,5
19812,勘,177
19818,磡,13
19820,淦,8
19823,贛,3
19824,憾,176
19827,唅,1
19831,暗,352
19835,撢,246
19853,儑,2
19862,䫲,2
19866,闞,1
19867,瞰,8
19871,濫,186
19874,纜,155
19875,爁,1
19892,憨,4
19902,淡,1
19906,暫,228
19907,蹔,167
19908,鏨,103
19909,擔,256
19912,豔,197
19913,艶,154
19914,爓,131
19915,焰,172
19918,鹽,119
19919,𤅸,99
19920,灩,1
19921,贍,11
19922,染,7
19924,厭,262
19926,猒,1
19927,饜,1
19931,驗,330
19934,閃,8
19939,壍,1
19940,塹,3
19943,殮,154
19944,斂,109
19961,俺,5
19963,占,290
19964,㮇,95
19970,念,357
19972,店,303
19974,沾,2
19976,墊,81
19989,僭,7
19991,兼,1
19995,釅,71
20002,陷,234
20011,蘸,166
20013,站,277
20015,歉,195
20017,𧸖,266
20027,鑑,151
20028,鑒,214
20029,監,153
20032,懺,63
20041,釤,30
20048,湴,1
20058,梵,8
20059,帆,1
20061,汎,230
20062,泛,296
20069,劔,332
20070,欠,292
20071,㐸,248
20072,俺,1
20074,淹,4
20080,屋,327
20081,𡲃,265
20082,𦤼,265
20087,獨,286
20088,黷,2
20093,讀,297
20095,牘,161
20107,瀆,5
20112,犢,140
20117,穀,172
20118,糓,140
20119,轂,4
20121,瀔,1
20122,谷,269
20136,斛,60
20139,礐,2
20148,哭,268
20156,禿,212
20157,𣬜,139
20162,啄,2
20169,速,198
20170,遬,152
20171,𧫣,150
20172,蔌,1
20186,涑,1
20188,祿,214
20189,鹿,301
20190,漉,16
20191,淥,2
20196,𨏔,1
20197,轆,2
20201,簏,11
20202,箓,2
20205,麓,46
20206,㯟,43
20207,碌,37
20217,摝,1
20223,角,2
20225,彔,7
20242,族,226
20244,鑿,1
20247,蔟,1
20250,簇,14
20251,鏃,2
20253,暴,114
20254,曝,131
20255,瀑,141
20258,樸,1
20259,僕,159
20260,䑑,123
20265,扑,27
20266,醭,30
20272,撲,205
20276,卜,177
20281,樸,1
20283,蹼,1
20290,木,361
20291,沐,45
20293,毣,1
20303,福,342
20304,腹,207
20305,複,177
20306,幅,176
20307,輻,7
20310,蝠,142
20320,伏,213
20321,復,176
20323,服,307
20324,𦨈,223
20325,茯,4
20326,馥,1
20334,洑,1
20348,菔,1
20349,匐,1
20350,鰒,1
20352,栿,58
20353,縮,225
20358,謖,1
20366,六,349
20367,陸,233
20368,戮,8
20369,剹,1
20388,逐,198
20389,軸,205
20390,碡,1
20391,妯,5
20400,菊,326
20401,鞠,21
20405,𡙳,59
20406,掬,71
20419,䱡,1
20433,麴,155
20434,𥶶,116
20435,𩍔,116
20438,熟,361
20439,孰,9
20440,淑,148
20441,塾,15
20442,𨷙,1
20451,育,309
20452,毓,6
20453,鬻,4
20454,粥,1
20455,𩱱,1
20461,煜,1
20463,昱,2
20489,蹴,1
20491,肉,335
20494,粥,277
20495,喌,5
20496,祝,197
20499,叔,312
20501,倏,4
20509,尗,1
20510,菽,3
20512,蓄,191
20513,稸,133
20514,畜,276
20515,𤲸,222
20522,竹,338
20523,竺,12
20524,筑,7
20525,築,185
20526,𥲔,143
20529,蹙,4
20530,踧,1
20536,槭,1
20547,矗,1
20555,忸,2
20562,蝮,1
20563,覆,231
20570,郁,172
20571,戫,1
20572,彧,1
20590,肅,251
20591,宿,194
20592,蓿,2
20593,夙,9
20594,𠉦,1
20595,𠈇,1
20613,目,300
20614,睦,9
20615,穆,156
20616,苜,3
20618,牧,196
20626,蓄,199
20633,傗,2
20638,沃,252
20645,毒,352
20646,𡹆,266
20653,篤,157
20655,督,195
20664,酷,199
20670,鵠,2
20678,僕,7
20679,䑑,3
20680,鏷,1
20686,梏,4
20690,告,6
20705,褥,4
20717,燭,342
20720,矚,7
20722,囑,177
20724,䟉,1
20729,蠋,1
20730,玉,302
20731,獄,244
20734,旭,35
20735,頊,1
20741,鋦,32
20751,局,334
20752,跼,1
20756,蜀,181
20764,屬,196
20765,属,135
20767,鐲,139
20768,觸,250
20769,觕,184
20772,辱,241
20773,蓐,2
20774,褥,214
20776,縟,1
20783,束,214
20785,欲,212
20786,浴,268
20791,慾,137
20797,錄,184
20800,綠,302
20805,逯,1
20808,碌,2
20814,曲,305
20825,足,291
20827,贖,233
20832,促,205
20839,續,192
20840,俗,334
20843,粟,218
20844,𥻆,157
20858,覺,194
20859,斠,2
20860,角,315
20861,桷,3
20868,榷,2
20874,䮤,5
20876,嶽,156
20877,岳,202
20878,樂,202
20884,浞,41
20886,鋜,14
20896,捉,326
20903,朔,197
20905,嗽,17
20906,矟,1
20907,槊,1
20908,蒴,1
20915,斲,7
20916,涿,83
20917,諑,2
20919,琢,158
20921,卓,178
20922,桌,339
20924,啄,192
20930,倬,1
20934,剝,349
20936,駁,211
20947,趵,1
20948,邈,1
20957,雹,222
20958,𩅟,162
20977,璞,1
20978,㩧,12
20979,樸,194
20980,朴,153
20993,㱿,258
20996,搉,61
20997,確,254
20998,碻,194
21012,濁,240
21013,擢,4
21014,濯,7
21018,鐲,47
21025,𢢗,1
21028,渥,2
21029,握,217
21032,幄,1
21034,喔,2
21039,齷,8
21045,搦,2
21051,逴,1
21052,趠,1
21054,踔,1
21055,㪬,257
21060,學,368
21086,齪,12
21087,質,287
21090,桎,1
21092,蛭,1
21097,鑕,1
21101,侄,4
21102,日,403
21107,實,308
21108,秩,172
21114,姪,213
21115,妷,158
21120,悉,187
21121,厀,146
21122,膝,186
21123,蟋,3
21129,一,342
21130,弌,273
21131,壹,1
21132,七,332
21133,漆,220
21134,柒,157
21142,匹,295
21145,䏘,6
21146,吉,214
21154,暱,2
21155,昵,2
21161,逸,193
21162,佚,11
21164,溢,15
21165,軼,1
21173,詰,8
21186,栗,274
21187,㮚,227
21188,𣡷,227
21190,溧,1
21205,窒,10
21206,挃,4
21217,疾,202
21218,𤕺,153
21219,嫉,1
21232,失,330
21233,室,190
21237,唧,1
21243,蜜,264
21244,𧖅,205
21245,謐,1
21252,必,197
21253,畢,191
21255,蓽,1
21311,率,175
21313,蟀,144
21314,𧍓,6
21321,叱,1
21323,密,310
21328,沕,4
21333,弼,145
21334,𢐀,126
21335,㢸,126
21336,𠡂,126
21343,乙,203
21353,筆,345
21354,潷,5
21357,泌,2
21365,蛭,1
21367,術,215
21368,述,192
21369,秫,86
21370,朮,69
21371,沭,1
21378,橘,312
21388,誶,1
21390,聿,10
21397,𩙅,1
21411,卒,6
21416,卹,3
21417,恤,178
21418,戌,173
21431,律,324
21432,寽,1
21439,黜,7
21440,怵,2
21445,𤝞,1
21449,絀,2
21453,𡢑,1
21455,朮,144
21456,𦬸,133
21458,出,357
21459,焌,27
21462,茁,1
21467,櫛,6
21468,楖,1
21473,瑟,163
21476,蝨,189
21480,物,308
21481,勿,167
21482,𣃦,127
21489,弗,20
21492,綍,1
21493,紼,1
21497,不,80
21509,鬱,43
21517,尉,5
21518,熨,41
21524,厥,1
21525,屈,2
21531,屈,302
21534,倔,151
21536,崛,6
21538,䘿,1
21542,掘,171
21543,佛,304
21544,怫,1
21548,䞞,1
21565,拂,30
21568,茀,1
21570,艴,1
21575,彿,141
21576,𧿳,2
21578,迄,13
21587,訖,127
21588,吃,194
21592,疙,2
21593,屹,13
21600,乞,224
21603,月,380
21604,刖,1
21605,跀,1
21606,𧿁,1
21611,鈅,5
21614,伐,212
21615,筏,156
21616,栰,138
21617,罰,299
21618,閥,17
21619,垡,1
21623,拔,7
21624,茷,1
21628,越,273
21630,粵,164
21631,戉,1
21632,鉞,2
21636,曰,163
21644,厥,126
21645,氒,107
21646,蹶,1
21647,𨇮,1
21652,蕨,18
21659,撅,1
21660,鱖,2
21665,噦,33
21669,橜,51
21672,掘,171
21674,憠,54
21675,𨬐,1
21680,闕,13
21684,髮,218
21685,𩠖,162
21686,𩑛,162
21687,發,336
21690,韤,277
21691,韈,277
21692,襪,335
21701,謁,25
21706,歇,326
21707,蠍,113
21713,羯,3
21714,揭,195
21715,𢶆,170
21717,𢷒,3
21718,揭,8
21719,竭,18
21724,茁,1
21725,沒,206
21726,歿,1
21732,骨,355
21739,汩,1
21744,榾,3
21748,勃,175
21749,渤,3
21752,餑,74
21753,𡋯,35
21768,脖,4
21770,鵓,6
21781,突,278
21783,腯,1
21792,凸,25
21795,𩑦,3
21802,淴,1
21804,忽,276
21808,寣,3
21818,惚,1
21821,兀,10
21823,杌,41
21847,窟,203
21852,堀,3
21862,訥,1
21867,窣,1
21873,㞕,151
21874,猝,142
21877,𢪃,2
21881,𪘧,1
21892,𣝗,176
21900,滑,19
21901,卒,297
21904,曷,16
21905,褐,7
21916,𠿒,134
21917,喝,184
21925,妲,1
21926,呾,1
21930,笪,2
21932,靼,4
21935,撻,9
21938,獺,189
21946,遏,13
21951,胺,2
21957,剌,2
21959,辢,339
21961,瘌,131
21962,攋,1
21964,癩,15
