# 官話
id,北京_聲母,北京_韻母,北京_調值,北京_調類,濟南_聲母,濟南_韻母,濟南_調值,濟南_調類,西安_聲母,西安_韻母,西安_調值,西安_調類,武昌_聲母,武昌_韻母,武昌_調值,武昌_調類,桂林(臨桂)_聲母,桂林(臨桂)_韻母,桂林(臨桂)_調值,桂林(臨桂)_調類,柳州(雒容)_聲母,柳州(雒容)_韻母,柳州(雒容)_調值,柳州(雒容)_調類,合肥_聲母,合肥_韻母,合肥_調值,合肥_調類,廣靈_聲母,廣靈_韻母,廣靈_調值,廣靈_調類,霍州(霍縣)_聲母,霍州(霍縣)_韻母,霍州(霍縣)_調值,霍州(霍縣)_調類,臨汾_聲母,臨汾_韻母,臨汾_調值,臨汾_調類,聞喜_聲母,聞喜_韻母,聞喜_調值,聞喜_調類,新絳_聲母,新絳_韻母,新絳_調值,新絳_調類,吉縣_聲母,吉縣_韻母,吉縣_調值,吉縣_調類,運城_聲母,運城_韻母,運城_調值,運城_調類,永濟_聲母,永濟_韻母,永濟_調值,永濟_調類,萬榮_聲母,萬榮_韻母,萬榮_調值,萬榮_調類,宿州市_聲母,宿州市_韻母,宿州市_調值,宿州市_調類,渦陽_聲母,渦陽_韻母,渦陽_調值,渦陽_調類,臨泉_聲母,臨泉_韻母,臨泉_調值,臨泉_調類,穎上_聲母,穎上_韻母,穎上_調值,穎上_調類,蕭縣_聲母,蕭縣_韻母,蕭縣_調值,蕭縣_調類,蚌埠市_聲母,蚌埠市_韻母,蚌埠市_調值,蚌埠市_調類,鳳陽_聲母,鳳陽_韻母,鳳陽_調值,鳳陽_調類,壽縣_聲母,壽縣_韻母,壽縣_調值,壽縣_調類,懷遠_聲母,懷遠_韻母,懷遠_調值,懷遠_調類,淮南_聲母,淮南_韻母,淮南_調值,淮南_調類,滁縣(滁州)_聲母,滁縣(滁州)_韻母,滁縣(滁州)_調值,滁縣(滁州)_調類,巢縣(巢湖)_聲母,巢縣(巢湖)_韻母,巢縣(巢湖)_調值,巢縣(巢湖)_調類,蕪湖_聲母,蕪湖_韻母,蕪湖_調值,蕪湖_調類,桐城(安徽省志)_聲母,桐城(安徽省志)_韻母,桐城(安徽省志)_調值,桐城(安徽省志)_調類,宣城_聲母,宣城_韻母,宣城_調值,宣城_調類,貴池_聲母,貴池_韻母,貴池_調值,貴池_調類,安慶_聲母,安慶_韻母,安慶_調值,安慶_調類,天長_聲母,天長_韻母,天長_調值,天長_調類,定遠_聲母,定遠_韻母,定遠_調值,定遠_調類,滁州_聲母,滁州_韻母,滁州_調值,滁州_調類,全椒_聲母,全椒_韻母,全椒_調值,全椒_調類,六安_聲母,六安_韻母,六安_調值,六安_調類,含山_聲母,含山_韻母,含山_調值,含山_調類,當塗_聲母,當塗_韻母,當塗_調值,當塗_調類,舒城_聲母,舒城_韻母,舒城_調值,舒城_調類,無為_聲母,無為_韻母,無為_調值,無為_調類,桐城_聲母,桐城_韻母,桐城_調值,桐城_調類,樅陽_聲母,樅陽_韻母,樅陽_調值,樅陽_調類,青陽_聲母,青陽_韻母,青陽_調值,青陽_調類
17502,,,,,,,,,,,,,,,,,f,an,35,去聲,f,an,24,去聲,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f,ã,53,去聲,f,ã,53,去聲,f,ã,53,去聲,f,ã,53,去聲,f,ã,53,去聲,f,ã,53,去聲,f,ã,53,去聲,x,uã,53,去聲,f,ã,53,去聲,x,uæ̃,53,去聲,f,ɛ,54,去聲,f,æ̃,53,去聲,f,ã,53,去聲,f,an,42,去聲,f,æ̃,53,去聲,f,an,53,去聲,f,an,53,去聲,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17517,tɕ,iɛn,51,去,tɕ,iæ̃,21,去,tɕ,iæ̃,55,去,tɕ,iɛn,35,去,ts,ien,35,去聲,k,ien,24,去聲,tɕ,iĩ,53,去,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tɕ,iã,53,去聲,tɕ,iã,53,去聲,tɕ,iã,53,去聲,tɕ,iã,53,去聲,tɕ,iã,53,去聲,tɕ,iã,53,去聲,tɕ,iã,53,去聲,tɕ,iã,53,去聲,tɕ,iɛ̃,53,去聲,tɕ,iæ̃,53,去聲,tɕ,iɪ,54,去聲,tɕ,iẽ,53,去聲,tɕ,iẽ,53,去聲,tɕ,ien,42,去聲,tɕ,iẽ,53,去聲,tɕ,iẽ,53,去聲,tɕ,ien,53,去聲,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17519,,,,,,,,,,,,,,,,,0,ien,35,去聲,0,ien,24,去聲,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17529,ɕ,iɛn,51,去,ɕ,iæ̃,21,去,ɕ,iæ̃,55,去,ɕ,iɛn,35,去,s,ien,35,去聲,s,ien,24,去聲,ɕ,iĩ,53,去,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17530,ɕ,iɛn,51,去,ɕ,iæ̃,21,去,ɕ,iæ̃,55,去,ɕ,iɛn,35,去,s,ien,35,去聲,x,yen,33,陰平,ɕ,iĩ,53,去,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17534,ɕ,yan,51,去,ɕ,yæ̃,21,去,ɕ,yæ̃,55,去,s,uan,35,去,s,yen,35,去聲,s,yen,24,去聲,ɕ,yĩ,53,去,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17537,tɕ,iɛn,51,去,tɕ,iæ̃,21,去,tɕ,iæ̃,55,去,tɕ,iɛn,35,去,ts,ien,35,去聲,k,ien,24,去聲,tɕ,iĩ,53,去,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17538,,,,,,,,,,,,,,,,,ts,ien,35,去聲,k,ien,24,去聲,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17551,t,uən,51,去,t,uẽ,21,去,t,uẽ,55,去,t,ən,35,去,t,uən,35,去聲,t,ɐn,24,去聲,t,ən,53,去,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17558,,,,,,,,,,,,,,,,,s,yen,35,去聲,s,uɐn,24,去聲,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17560,kʰ,uən,51,去,kʰ,uẽ,21,去,kʰ,uẽ,55,去,kʰ,uən,35,去,k,uən,35,去聲,kʰ,uɐn,24,去聲,kʰ,uən,53,去,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17561,,,,,,,,,,,,,,,,,k,uən,35,去聲,kʰ,uɐn,24,去聲,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17564,n,uən/ən,51,去,l,uẽ,21,去,n,uẽ,55,去,n,ən,35,去,n,ən,35,去聲,n,ɐn,24,去聲,l,ən,53,去,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17565,,,,,,,,,,,,,,,,,n,ən,35,去聲,n,ɐn,24,去聲,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17570,m,ən,55/51,陰平/去,m,ẽ,213/21,陰平/去,m,ẽ,21/55,陰平/去,m,ən,35,去,m,ən,35,去聲,m,ɐn,24,去聲,m,ən,212/53,陰平/去,m,əŋ,213,去聲,m,əŋ,51,陽去,m,ən,55,去聲,m,eɪ̃,51,去聲,m,ən,53,陰平,m,ei,33,去聲,m,eɪ̃,33,去聲,m,ei,33,去聲,m,ei,33,去聲,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17584,,,,,,,,,,,,,,,,,pʰ,ən,35,去聲,pʰ,ɐn,24,去聲,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17585,,,,,,,,,,,,,,,,,pʰ,ən,35,去聲,pʰ,ɐn,24,去聲,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17587,t,uən,51,去,t,uẽ,21,去,t,uẽ,55,去,t,ən,35,去,tʰ,uən,35,去聲,t,uɐn,24,去聲,t,ən,53,去,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17588,t,uən,51,去,t,uẽ,21,去,t,uẽ,55,去,t,ən,35,去,tʰ,uən,35,去聲,t,uɐn,24,去聲,t,ən,53,去,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17589,,,,,,,,,,,,,,,,,tʰ,uən,35,去聲,t,uɐn,24,去聲,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17592,tsʰ,uən,51,去,tsʰ,uẽ,21,去,tsʰ,uẽ,55,去,tsʰ,ən,35,去,tsʰ,uən,35,去聲,tsʰ,ɐn,24,去聲,tsʰ,ən,53,去,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17598,l,in/uən,51,去,l,uẽ,21,去,l,yẽ/uẽ,55,去,n,ən,35,去,l,uən,35,去聲,l,uɐn,24,去聲,l,ən,53,去,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,l,uẽ,53,去聲,l,uə̃,53,去聲,l,uə̃,53,去聲,l,ə̃,53,去聲,l,uə̃,53,去聲,l,ə̃,53,去聲,l,ə̃,53,去聲,l,ə̃,53,去聲,l,ə̃,53,去聲,l,ə̃,53,去聲,l,əŋ,54,去聲,n,ən,53,去聲,n,ən,53,去聲,n,ən,42,去聲,n,ən,53,去聲,n,ən,53,去聲,n,ən,53,去聲,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17606,x,ən,51,去,x,ẽ,21,去,x,ẽ,55,去,x,ən,35,去,x,ən,35,去聲,x,ɐn,24,去聲,x,ən,53,去,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17613,,,,,,,,,,,,,,,,,x,an,35,去聲,x,an,24,去聲,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17620,,,,,,,,,,,,,,,,,x,an,35,去聲,x,an,24,去聲,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17621,x,an,51,去,x,æ̃,21,去,x,æ̃,55,去,x,an,35,去,x,an,35,去聲,x,an,24,去聲,x,æ̃,53,去,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17639,tʰ,an,51,去,tʰ,æ̃,21,去,tʰ,æ̃,55,去,tʰ,an,35,去,tʰ,an,35,去聲,tʰ,an,24,去聲,tʰ,æ̃,53,去,tʰ,æ,213,去聲,tʰ,ɑŋ,55,陰去,tʰ,an,55,去聲,tʰ,ã,51,去聲,tʰ,ã,31,去聲,tʰ,æ̃,33,去聲,tʰ,æ̃,33,去聲,tʰ,ai,33,去聲,tʰ,æ̃,33,去聲,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17640,,,,,,,,,,,,,,,,,tʰ,an,35,去聲,tʰ,an,24,去聲,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17641,tʰ,an,51,去,tʰ,æ̃,21,去,tʰ,æ̃,55,去,tʰ,an,35,去,tʰ,an,35,去聲,tʰ,an,24,去聲,tʰ,æ̃,53,去,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17645,0,ən/an,51,去,ŋ,ẽ/æ̃,21,去,ŋ,æ̃,55,去,ŋ,an,35,去,ŋ,an,35,去聲,ŋ,an,24,去聲,ʐ,æ̃,53,去,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17646,0,an,51,去,ŋ,æ̃,21,去,ŋ,æ̃,55,去,ŋ,an,35,去,ŋ,an,35,去聲,ŋ,an,24,去聲,ʐ,æ̃,53,去,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17648,0,iɛn,51,去,0,iæ̃,21,去,0,iæ̃,55,去,0/ŋ,iɛn/an,35,去,,,,,,,,,0,iĩ,53,去,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17652,t,an,51,去,t,æ̃,21,去,t,æ̃,55,去,t,an,35,去,t,an,35,去聲,t,an,24,去聲,t,æ̃,53,去,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17661,t,an,51,去,t,æ̃,21,去,t,æ̃,55,去,t,an,35,去,t,an,35,去聲,t,an,24,去聲,t,æ̃,53,去,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17664,,,,,,,,,,,,,,,,,t,an,35,去聲,t,an,24,去聲,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17669,k,an,51,去,k,æ̃,21,去,k,æ̃,53/55,上/去,k,an,35,去,k,an,35,去聲,k,an,24,去聲,k,æ̃,53,去,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17679,0,an,51,去,ŋ,æ̃,21,去,ŋ,æ̃,55,去,ŋ,an,35,去,0,an,35,去聲,ŋ,an,24,去聲,ʐ,æ̃,53,去,n,æ,213,去聲,ŋ,ɑŋ,51,陽去,ŋ,an,55,去聲,ŋ,iã,51,去聲,ŋ,ã,31,去聲,ŋ,æ̃,33,去聲,ŋ,æ̃,33,去聲,ŋ,ai,33,去聲,ŋ,æ̃,33,去聲,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17691,kʰ,an,51,去,kʰ,æ̃,21,去,kʰ,æ̃,21,去,kʰ,an,35,去,kʰ,an,35,去聲,kʰ,an,24,去聲,kʰ,æ̃,53,去,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17694,x,an,51,去,x,æ̃,21,去,x,æ̃,55,去,x,an,35,去,x,an,35,去聲,x,an,24,去聲,x,æ̃,53,去,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17703,l,an,51,去,l,æ̃,21,去,l,æ̃,55,去,n,an,35,去,l,an,35,去聲,l,an,24,去聲,l,æ̃,53,去,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17704,,,,,,,,,,,,,,,,,l,an,35,去聲,l,an,24,去聲,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17712,n,an,51,去,n,æ̃,21,去,n,æ̃,55,去,n,an,35,去,n,an,35,去聲,n,an,24,去聲,l,æ̃,53,去,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17718,tsʰ,an,214/51,上/去,tsʰ,æ̃,55/21,上/去,tsʰ,æ̃,53,上,tsʰ,an,35,去,tsʰ,an,35,去聲,tsʰ,an,24,去聲,tsʰ,æ̃,53,去,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17723,,,,,,,,,,,,,,,,,s,an,35,去聲,s,an,24,去聲,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17724,s,an,51,去,s,æ̃,21,去,s,æ̃,55,去,s,an,35,去,s,an,35,去聲,s,an,24,去聲,s,æ̃,53,去,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17728,ts,an,51,去,ts,æ̃,21,去,ts,æ̃,55,去,ts,an,35,去,ts,an,35,去聲,ts,an,24,去聲,ts,æ̃,53,去,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17733,,,,,,,,,,,,,,,,,ts,an,35,去聲,ts,an,24,去聲,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17744,x,uan,51,去,x,uæ̃,21,去,x,uæ̃,55,去,x,uan,35,去,x,uan,35,去聲,x,uan,24,去聲,x,ʊ̃,53,去,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17754,ts,uan,51,去,ts,uæ̃,21,去,ts,uæ̃,55,去,ts,an,35,去,ts,uan,35,去聲,ts,uan,24,去聲,ts,ʊ̃,53,去,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17755,0,uan,51,去,0,uæ̃,21,去,0,uæ̃,55,去,0,uan,35,去,,,,,,,,,0,ʊ̃,53,去,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17756,0,uan,51,去,0,uæ̃,21,去,0/v,uæ̃/æ̃,53,上,0,uan,42,上,0,uan,42,上聲,0,uan,52,上聲,0,ʊ̃,24,上,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17757,,,,,,,,,,,,,,,,,0,uan,42,上聲,0,uan,52,上聲,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
