# 官話
id,北京_聲母,北京_韻母,北京_調值,北京_調類,濟南_聲母,濟南_韻母,濟南_調值,濟南_調類,西安_聲母,西安_韻母,西安_調值,西安_調類,武昌_聲母,武昌_韻母,武昌_調值,武昌_調類,桂林(臨桂)_聲母,桂林(臨桂)_韻母,桂林(臨桂)_調值,桂林(臨桂)_調類,柳州(雒容)_聲母,柳州(雒容)_韻母,柳州(雒容)_調值,柳州(雒容)_調類,合肥_聲母,合肥_韻母,合肥_調值,合肥_調類,廣靈_聲母,廣靈_韻母,廣靈_調值,廣靈_調類,霍州(霍縣)_聲母,霍州(霍縣)_韻母,霍州(霍縣)_調值,霍州(霍縣)_調類,臨汾_聲母,臨汾_韻母,臨汾_調值,臨汾_調類,聞喜_聲母,聞喜_韻母,聞喜_調值,聞喜_調類,新絳_聲母,新絳_韻母,新絳_調值,新絳_調類,吉縣_聲母,吉縣_韻母,吉縣_調值,吉縣_調類,運城_聲母,運城_韻母,運城_調值,運城_調類,永濟_聲母,永濟_韻母,永濟_調值,永濟_調類,萬榮_聲母,萬榮_韻母,萬榮_調值,萬榮_調類,宿州市_聲母,宿州市_韻母,宿州市_調值,宿州市_調類,渦陽_聲母,渦陽_韻母,渦陽_調值,渦陽_調類,臨泉_聲母,臨泉_韻母,臨泉_調值,臨泉_調類,穎上_聲母,穎上_韻母,穎上_調值,穎上_調類,蕭縣_聲母,蕭縣_韻母,蕭縣_調值,蕭縣_調類,蚌埠市_聲母,蚌埠市_韻母,蚌埠市_調值,蚌埠市_調類,鳳陽_聲母,鳳陽_韻母,鳳陽_調值,鳳陽_調類,壽縣_聲母,壽縣_韻母,壽縣_調值,壽縣_調類,懷遠_聲母,懷遠_韻母,懷遠_調值,懷遠_調類,淮南_聲母,淮南_韻母,淮南_調值,淮南_調類,滁縣(滁州)_聲母,滁縣(滁州)_韻母,滁縣(滁州)_調值,滁縣(滁州)_調類,巢縣(巢湖)_聲母,巢縣(巢湖)_韻母,巢縣(巢湖)_調值,巢縣(巢湖)_調類,蕪湖_聲母,蕪湖_韻母,蕪湖_調值,蕪湖_調類,桐城(安徽省志)_聲母,桐城(安徽省志)_韻母,桐城(安徽省志)_調值,桐城(安徽省志)_調類,宣城_聲母,宣城_韻母,宣城_調值,宣城_調類,貴池_聲母,貴池_韻母,貴池_調值,貴池_調類,安慶_聲母,安慶_韻母,安慶_調值,安慶_調類,天長_聲母,天長_韻母,天長_調值,天長_調類,定遠_聲母,定遠_韻母,定遠_調值,定遠_調類,滁州_聲母,滁州_韻母,滁州_調值,滁州_調類,全椒_聲母,全椒_韻母,全椒_調值,全椒_調類,六安_聲母,六安_韻母,六安_調值,六安_調類,含山_聲母,含山_韻母,含山_調值,含山_調類,當塗_聲母,當塗_韻母,當塗_調值,當塗_調類,舒城_聲母,舒城_韻母,舒城_調值,舒城_調類,無為_聲母,無為_韻母,無為_調值,無為_調類,桐城_聲母,桐城_韻母,桐城_調值,桐城_調類,樅陽_聲母,樅陽_韻母,樅陽_調值,樅陽_調類,青陽_聲母,青陽_韻母,青陽_調值,青陽_調類
9426,tʰ,an,35,陽平,tʰ,æ̃,42,陽平,tʰ,æ̃,24,陽平,tʰ,an,213,陽平,tʰ,an,31,陽平,tʰ,an,21,陽平,tʰ,æ̃,55,陽平,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9432,k,an,55,陰平,k,æ̃,213,陰平,k,æ̃,21,陰平,k,an,55,陰平,k,an,33,陰平,k,an,33,陰平,k,æ̃,212,陰平,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9433,k,an,55,陰平,k,æ̃,213,陰平,k,æ̃,21,陰平,k,an,55,陰平,k,an,33,陰平,k,an,33,陰平,k,æ̃,212,陰平,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9436,,,,,,,,,,,,,,,,,k,an,33,陰平,k,an,33,陰平,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9439,t,an,55,陰平,t,æ̃,213,陰平,t,æ̃,21,陰平,t,an,55,陰平,t,an,33,陰平,t,an,33,陰平,t,æ̃,212,陰平,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9444,s,an,213,陰平,s,æ̃,213,陰平,s,æ̃,21,陰平,s,an,55,陰平,s,an,33,陰平,s,an,33,陰平,s,æ̃,212,陰平,s,æ,53,陰平,s,ɑŋ,213,陰平,s,an,21,陰平,s,ã,31,陰平,s,ã,53,陰平,s,æ̃,423,陰平,s,æ̃,31,陰平,s/s,æ̃/aŋ,21/21,陰平/陰平,s,æ̃,51,陰平,,,,,s,ã,212,陰平,s,ã,212,陰平,s,ã,212,陰平,,,,,,,,,,,,,s,ã,212,陰平,s,ã,212,陰平,s,æ̃,213,陰平,s,ɛ,21,陰平,s,æ̃,21,陰平,s,ã,31,陰平,s,an,31,陰平,s,æ̃,31,陰平,s,an,44,陰平,s,an,31,陰平,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9445,,,,,,,,,,,,,,,,,s,an,33,陰平,s,an,33,陰平,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,ã,212,陰平,s,ã,212,陰平,s,ã,212,陰平,,,,,,,,,,,,,s,ã,212,陰平,s,ã,212,陰平,s,æ̃,213,陰平,s,ɛ,21,陰平,s,æ̃,21,陰平,s,ã,31,陰平,s,an,31,陰平,s,æ̃,31,陰平,s,an,44,陰平,s,an,31,陰平,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9446,,,,,,,,,,,,,,,,,s,an,33,陰平,s,an,33,陰平,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,ã,212,陰平,s,ã,212,陰平,s,ã,212,陰平,,,,,,,,,,,,,s,ã,212,陰平,s,ã,212,陰平,s,æ̃,213,陰平,s,ɛ,21,陰平,s,æ̃,21,陰平,s,ã,31,陰平,s,an,31,陰平,s,æ̃,31,陰平,s,an,44,陰平,s,an,31,陰平,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9449,l,an,35,陽平,l,æ̃,42,陽平,l,æ̃,24,陽平,n,an,213,陽平,l,an,31,陽平,l,an,21,陽平,l,æ̃,55,陽平,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,l,ã,55,陽平,l,ã,55,陽平,l,ã,55,陽平,,,,,,,,,,,,,l,ã,55,陽平,l,ã,55,陽平,l,æ̃,45,陽平,l,ɛ,35,陽平,n,æ̃,35,陽平,n,ã,35,陽平,n,an,24,陽平,n,æ̃,35,陽平,n,an,24,陽平,n,an,35,陽平,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9453,l,an,35,陽平,l,æ̃,42,陽平,l,æ̃,24,陽平,n,an,213,陽平,l,an,33,陰平,l,an,33,陰平,l,æ̃,55,陽平,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9465,,,,,,,,,,,,,,,,,tʰ,a,31,陽平,tʰ,a,21,陽平,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9470,,,,,,,,,,,,,,,,,tsʰ,an,31,陽平,tsʰ,an,21,陽平,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9471,tsʰ,an,214/35,上/陽平,tsʰ,æ̃,55,上,tsʰ,æ̃,24/53,陽平/上,tsʰ,an,213,陽平,tsʰ,an,31,陽平,tsʰ,an,21,陽平,tsʰ,æ̃,55,陽平,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9475,,,,,,,,,,,,,,,,,x,an,33,陰平,x,an,33,陰平,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9489,,,,,,,,,,,,,,,,,ŋ,an,35,去聲,ŋ,an,24,去聲,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9490,0,iɛn,35,陽平,0,iæ̃,42,陽平,0,iæ̃,24,陽平,0,iɛn,213,陽平,0,ien,31,陽平,0,ien,21,陽平,0,iĩ,55,陽平,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9491,,,,,,,,,,,,,,,,,0,ien,31,陽平,0,ien,21,陽平,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9493,0,iɛn,35,陽平,0,iæ̃,42,陽平,0,iæ̃,24,陽平,0,iɛn,213,陽平,0,ien,31,陽平,0,ien,21,陽平,0,iĩ,55,陽平,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9496,0,iɛn,35,陽平,0,iæ̃,42,陽平,0,iæ̃,24,陽平,0,iɛn,213,陽平,0,ien,31,陽平,0,ien,21,陽平,0,iĩ,55,陽平,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9497,0,iɛn,35,陽平,0,iæ̃,42,陽平,0,iæ̃,24,陽平,0,iɛn,213,陽平,0,ien,31,陽平,0,ien,21,陽平,0,iĩ,55,陽平,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9498,,,,,,,,,,,,,,,,,0,ien,31,陽平,0,ien,21,陽平,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9505,l,iɛn,35,陽平,l,iæ̃,42,陽平,l,iæ̃,24,陽平,n,iɛn,213,陽平,l,ien,31,陽平,l,en,21,陽平,l,iĩ,55,陽平,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9506,l,iɛn,35,陽平,l,iæ̃,42,陽平,l,iæ̃,24,陽平,n,iɛn,213,陽平,l,ien,31,陽平,l,en,21,陽平,l,iĩ,55,陽平,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9507,,,,,,,,,,,,,,,,,l,ien,31,陽平,l,en,21,陽平,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9510,l,iɛn,35,陽平,l,iæ̃,42,陽平,l,iæ̃,24,陽平,n,iɛn,213,陽平,l,ien,31,陽平,l,en,21,陽平,l,iĩ,55,陽平,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,l,iã,55,陽平,l,iã,55,陽平,l,iã,55,陽平,l,iã,55,陽平,l,iã,55,陽平,l,iã,55,陽平,l,iã,55,陽平,l,iã,55,陽平,l,iɛ̃,55,陽平,l,iæ̃,45,陽平,l,ɪ,35,陽平,n,iẽ,35,陽平,n,iẽ,35,陽平,n,ien,24,陽平,n,iẽ,35,陽平,n,iẽ,24,陽平,n,ien,35,陽平,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9534,ɕ/tɕʰ,iɛn,55,陰平,ɕ,iæ̃,42,陽平,ɕ,iæ̃,24,陽平,tɕʰ,iɛn,55,陰平,,,,,,,,,tɕʰ,iĩ,212,陰平,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9540,tɕʰ,iɛn,55,陰平,tɕʰ,iæ̃,213,陰平,tɕʰ,iæ̃,21,陰平,tɕʰ,iɛn,55,陰平,tsʰ,ien,33,陰平,tsʰ,en,33,陰平,tɕʰ,iĩ,212,陰平,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9548,,,,,,,,,,,,,,,,,tsʰ,ien,33,陰平,tsʰ,en,33,陰平,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9551,,,,,,,,,,,,,,,,,ts,an,33,陰平,ts,an,33,陰平,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9552,tʂ,an,55,陰平,tʂ,æ̃,213,陰平,tʂ,æ̃,21,陰平,ts,an,55,陰平,ts,an,35,去聲,ts,an,33,陰平,tʂ,ən/æ̃,212,陰平,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9553,,,,,,,,,,,,,,,,,tsʰ,an,31,陽平,s,an,21,陽平,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9585,n,iɛn,35,陽平,ȵ,iæ̃,42,陽平,tʂ/ʐ,æ̃,21,陰平,n/ts,iɛn/an,213/55,陽平/陰平,ts,an,33,陰平,n,ia,33,陰平,l,iĩ,55,陽平,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9586,tʂ,an,55,陰平,tʂ,æ̃,213,陰平,tʂ/ʐ,æ̃,21/24,陰平/陽平,ts,an,55,陰平,ts,an,33,陰平,n,ia,33,陰平,tʂ,ən/æ̃,212,陰平,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9588,0,iɛn,35,陽平,0,iæ̃,42,陽平,0,iæ̃,55,去,0,iɛn,213,陽平,0,ien,31,陽平,0,ien,21,陽平,0,iĩ,55,陽平,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9590,tʂ,an,55,陰平,tʂ,æ̃,213,陰平,tʂ,æ̃,21,陰平,ts,an,55,陰平,ts,an,33,陰平,ts,an,33,陰平,tʂ,ən/æ̃,212,陰平,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9594,0,iɛn,55,陰平,0,iæ̃,213,陰平,0,iæ̃,21,陰平,0/ŋ,iɛn/an,55,陰平,0,ien,33,陰平,0,ien,33,陰平,0,iĩ,212,陰平,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9597,0,iɛn,55,陰平,0,iæ̃,213,陰平,0,iæ̃,21,陰平,0,iɛn,55,陰平,,,,,,,,,0,iĩ,212,陰平,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9599,0,iɛn,214/55,上/陰平,0,iæ̃,213,陰平,0,iæ̃,21,陰平,0/ŋ,iɛn/an,55,陰平,0,ien,33,陰平,0,ien,33,陰平,0,iĩ,212,陰平,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9603,tɕ,iɛn,55,陰平,tɕ,iæ̃,213,陰平,tɕ,iæ̃,21,陰平,tɕ,iɛn,55,陰平,ts,ien,33,陰平,ts,en,33,陰平,tɕ,iĩ,212,陰平,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tɕ,iã,213,陰平,ts,iã,212,陰平,tɕ,iã,212,陰平,tɕ,iã,212,陰平,tɕ,iã,212,陰平,tɕ,iã,212,陰平,tɕ,iã,212,陰平,tɕ,iã,212,陰平,tɕ,iɛ̃,212,陰平,tɕ,iæ̃,213,陰平,ts,ɪ,21,陰平,tɕ,iɪ̃,21,陰平,tɕ,iẽ,31,陰平,tɕ,ien,31,陰平,tɕ,iẽ,31,陰平,tɕ,iẽ,44,陰平,tɕ,ien,31,陰平,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9604,tɕ/tɕʰ,iɛn,55,陰平,tɕ/tɕʰ,iæ̃,213,陰平,tɕʰ,iæ̃,21,陰平,tɕʰ,iɛn,55,陰平,tsʰ,ien,33,陰平,tsʰ,en,33,陰平,tɕʰ,iĩ,212,陰平,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9616,tɕʰ,iɛn,214/35,上/陽平,tɕʰ,iæ̃,213,陰平,tɕʰ,iæ̃,21,陰平,tɕʰ,iɛn,213,陽平,tsʰ,ien,31,陽平,tsʰ,en,21,陽平,tɕʰ,iĩ,55/24,陽平/上,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9625,,,,,,,,,,,,,,,,,tsʰ,ien,31,陽平,kʰ,en,21,陽平,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9626,tɕʰ,iɛn,35,陽平,tɕʰ,iæ̃,42,陽平,tɕʰ,iæ̃,24,陽平,tɕʰ,iɛn,213,陽平,tsʰ,ien,31,陽平,kʰ,en,21,陽平,tɕʰ,iĩ,55,陽平,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9658,tʰ,iɛn,55,陰平,tʰ,iæ̃,213,陰平,tʰ,iæ̃,21,陰平,tʰ,iɛn,55,陰平,tʰ,ien,33,陰平,tʰ,en,33,陰平,tʰ,iĩ,212,陰平,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9663,,,,,,,,,,,,,,,,,t,ien,33,陰平,t,en,33,陰平,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9670,tʰ,iɛn,35,陽平,tʰ,iæ̃,42,陽平,tʰ,iæ̃,24,陽平,tʰ,iɛn,213,陽平,tʰ,ien,31,陽平,tʰ,en,21,陽平,tʰ,iĩ,55,陽平,tʰ,iæ,31,陽平,tɕʰ,iɑŋ,35,陽平,tʰ,iɛn,13,陽平,tʰ,iã,213,陽平,tʰ,iã,325,陽平,tʰ,iæ̃,13,陽平,tʰ,iæ̃,13,陽平,tʰ,iæ̃,24,陽平,tʰ,iæ̃,24,陽平,tʰ,iã,55,陽平,tʰ,iã,55,陽平,tʰ,iã,55,陽平,tʰ,iã,55,陽平,tʰ,iã,55,陽平,tʰ,iã,55,陽平,tʰ,iã,55,陽平,tʰ,iã,55,陽平,tʰ,iɛ̃,55,陽平,tʰ,iæ̃,45,陽平,tʰ,ɪ,35,陽平,tʰ,iẽ,35,陽平,tʰ,iẽ,35,陽平,tʰ,ien,24,陽平,tʰ,iẽ,35,陽平,tʰ,iẽ,24,陽平,tʰ,ien,35,陽平,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9682,tɕʰ,iɛn,55,陰平,tɕʰ,iæ̃,213,陰平,tɕʰ,iæ̃,21,陰平,tɕʰ,iɛn,55,陰平,tsʰ,ien,33,陰平,kʰ,en,33,陰平,tɕʰ,iĩ,212,陰平,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9684,tɕ,iɛn,55,陰平,tɕ,iæ̃,213,陰平,tɕ,iæ̃,21,陰平,tɕ,iɛn,55,陰平,ts,ien,33,陰平,k,en,33,陰平,tɕ,iĩ,212,陰平,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
