id,字形,方言點,聲母,韻母,調值,調類,備註
140,窮,連州,kʰ,e,55,陽平,
143,馮,富川(七都話),x,uŋ,33,陽平,
143,馮,富川(八都話),x,uŋ,21,陽平,
143,馮,鍾山(公安),f,oŋ,23,陽平,
143,馮,賀州(九都話),f,ɛŋ,213,陽平,
143,馮,湖南(道縣),x,ue,31,陽平,
143,馮,江永城關(白水村),f,aŋ,41,陽平,
143,馮,豐陽,f,ɔŋ,,陽平,
143,馮,星子,f,ʌŋ,24,陽平,
143,馮,西岸,f,ieu,24,陽平,
143,馮,保安,f,ɔŋ,25,陽平,
143,馮,連州,f,ɛ,55,陽平,
150,風,富川(七都話),p,uŋ,52,陰平,
150,風,富川(八都話),p,øu,52,陰平,
150,風,鍾山(公安),f,oŋ,35,陰平,
150,風,賀州(九都話),f,ɛŋ,24,陰平,
150,風,湖南(道縣),x,ue,54,陰平,
150,風,江永城關(白水村),f/p,ai,44,陰平,未註明異讀原因
150,風,豐陽,f,ɔŋ,34,陰平,
150,風,星子,f,ʌŋ,33,陰平,
150,風,西岸,f,ieu,31,陰平,
150,風,保安,f,ɔŋ,33,陰平,
150,風,連州,f,ɛ,22,陰平,
151,飌,富川(七都話),p,uŋ,52,陰平,
151,飌,富川(八都話),p,øu,52,陰平,
151,飌,鍾山(公安),f,oŋ,35,陰平,
151,飌,賀州(九都話),f,ɛŋ,24,陰平,
151,飌,湖南(道縣),x,ue,54,陰平,
151,飌,豐陽,f,ɔŋ,34,陰平,
151,飌,星子,f,ʌŋ,33,陰平,
151,飌,西岸,f,ieu,31,陰平,
151,飌,保安,f,ɔŋ,33,陰平,
151,飌,連州,f,ɛ,22,陰平,
152,楓,富川(七都話),p,uŋ,52,陰平,
152,楓,富川(八都話),p,øu,52,陰平,
152,楓,鍾山(公安),f,oŋ,35,陰平,
152,楓,賀州(九都話),f,ɛŋ,24,陰平,
152,楓,湖南(道縣),x,ue,54,陰平,
152,楓,江永城關(白水村),p,ai,44,陰平,
152,楓,豐陽,f,ɔŋ,34,陰平,
152,楓,星子,f,ʌŋ,33,陰平,
152,楓,西岸,f/p,ieu/ieu,31/31,陰平/陰平,
152,楓,保安,f,ɔŋ,33,陰平,
152,楓,連州,f,ɛ,22,陰平,
157,豐,富川(七都話),x,uŋ,52,陰平,
157,豐,富川(八都話),x,uŋ,52,陰平,
157,豐,鍾山(公安),f,oŋ,35,陰平,
157,豐,賀州(九都話),f,ɛŋ,24,陰平,
157,豐,湖南(道縣),x,ue,54,陰平,
157,豐,江永城關(白水村),f,aŋ,44,陰平,
157,豐,豐陽,f,ɔŋ,34,陰平,
157,豐,星子,f,ʌŋ,33,陰平,
157,豐,西岸,f,ieu,31,陰平,
157,豐,保安,f,ɔŋ,33,陰平,
157,豐,連州,f,ɛ,22,陰平,
158,酆,江永城關(白水村),f,aŋ,44,陰平,
165,充,富川(七都話),tsʰ,aŋ,52,陰平,
165,充,富川(八都話),tsʰ,aŋ,52,陰平,
165,充,鍾山(公安),tʃʰ,oŋ,35,陰平,
165,充,賀州(九都話),tsʰ,ɛŋ,24,陰平,
165,充,湖南(道縣),tsʰ,iaŋ,54,陰平,
165,充,豐陽,tʃʰ,ɔŋ,34,陰平,
165,充,星子,tʃʰ,ʌŋ,33,陰平,
165,充,西岸,tʃʰ,ieu,31,陰平,
165,充,保安,tʃʰ,ɔŋ,33,陰平,
165,充,連州,tsʰ,e,22,陰平,
172,隆,富川(七都話),l,aŋ,33,陽平,
172,隆,富川(八都話),l,aŋ,21,陽平,
172,隆,鍾山(公安),l,oŋ,23,陽平,
172,隆,賀州(九都話),l,iŋ,213,陽平,
172,隆,湖南(道縣),l,ie,31,陽平,
172,隆,江永城關(白水村),l,iaŋ,41,陽平,
172,隆,豐陽,l,ɔŋ,31,陽平,
172,隆,星子,l,ʌŋ,24,陽平,
172,隆,西岸,l,ieu,24,陽平,
172,隆,保安,l,ɔŋ,25,陽平,
172,隆,連州,l,ɛ,55,陽平,
178,空,富川(七都話),x,uŋ,52,陰平,
178,空,富川(八都話),x,øu,52,陰平,
178,空,鍾山(公安),h,oŋ,35,陰平,
178,空,賀州(九都話),x,ɛŋ,24,陰平,
178,空,湖南(道縣),x,i,54,陰平,
178,空,江永城關(白水村),kʰ/x,aŋ/ai,44,陰平,"文,白"
178,空,豐陽,kʰ,ɔŋ,34,陰平,空氣。
178,空,星子,kʰ,ʌŋ,33,陰平,空氣。
178,空,西岸,kʰ,ieu,31,陰平,空氣。
178,空,保安,kʰ,ɔŋ,33,陰平,空氣。
178,空,連州,h,ɛ,22,陰平,空氣。
192,公,富川(七都話),k,uŋ,52,陰平,
192,公,富川(八都話),k,øu,52,陰平,
192,公,鍾山(公安),k,oŋ,35,陰平,
192,公,賀州(九都話),k,ɛŋ,24,陰平,
192,公,湖南(道縣),k,ie,54,陰平,
192,公,江永城關(白水村),k,aŋ/ai,44,陰平,未註明異讀原因
192,公,豐陽,k,ɔŋ,34,陰平,
192,公,星子,k,ʌŋ,33,陰平,
192,公,西岸,k,ieu,31,陰平,
192,公,保安,k,ɔŋ,33,陰平,
192,公,連州,k,e,22,陰平,
193,功,富川(七都話),k,uŋ,52,陰平,
193,功,富川(八都話),k,øu,52,陰平,
193,功,鍾山(公安),k,oŋ,35,陰平,
193,功,賀州(九都話),k,ɛŋ,24,陰平,
193,功,湖南(道縣),k,ie,54,陰平,
193,功,江永城關(白水村),k,aŋ,44,陰平,
193,功,豐陽,k,ɔŋ,34,陰平,
193,功,星子,k,ʌŋ,33,陰平,
193,功,西岸,k,ieu,31,陰平,
193,功,保安,k,ɔŋ,33,陰平,
193,功,連州,k,e,22,陰平,
194,工,富川(七都話),k,uŋ,52,陰平,
194,工,富川(八都話),k,øu,52,陰平,
194,工,鍾山(公安),k,oŋ,35,陰平,
194,工,賀州(九都話),k,ɛŋ,24,陰平,
194,工,湖南(道縣),k,ie,54,陰平,
194,工,江永城關(白水村),k,ai,44,陰平,
194,工,豐陽,k,ɔŋ,34,陰平,
194,工,星子,k,ʌŋ,33,陰平,
194,工,西岸,k,ieu,31,陰平,
194,工,保安,k,ɔŋ,33,陰平,
194,工,連州,k,e,22,陰平,
196,蚣,富川(七都話),k,uŋ,52,陰平,
196,蚣,富川(八都話),k,əu,52,陰平,
196,蚣,鍾山(公安),k,oŋ,35,陰平,
196,蚣,賀州(九都話),k,ɛŋ,24,陰平,
196,蚣,湖南(道縣),k,ie,54,陰平,
200,攻,富川(七都話),k,uŋ,52,陰平,
200,攻,富川(八都話),k,øu,52,陰平,
200,攻,鍾山(公安),k,oŋ,35,陰平,
200,攻,賀州(九都話),k,ɛŋ,24,陰平,
200,攻,湖南(道縣),k,ie,54,陰平,
200,攻,豐陽,k,ɔŋ,34,陰平,
200,攻,星子,k,ʌŋ,33,陰平,
200,攻,西岸,k,ieu,31,陰平,
200,攻,保安,k,ɔŋ,33,陰平,
200,攻,連州,k,e,22,陰平,
205,蒙,富川(七都話),m,uŋ,33,陽平,
205,蒙,富川(八都話),m,ø,21,陽平,
205,蒙,鍾山(公安),m,oŋ,23,陽平,
205,蒙,賀州(九都話),m,əŋ,213,陽平,
205,蒙,湖南(道縣),m,ie,31,陽平,
205,蒙,江永城關(白水村),m,aŋ,41,陽平,
205,蒙,豐陽,m,ɔŋ,31,陽平,
