# 其他土話
id,富川(七都話)_聲母,富川(七都話)_韻母,富川(七都話)_調值,富川(七都話)_調類,富川(八都話)_聲母,富川(八都話)_韻母,富川(八都話)_調值,富川(八都話)_調類,鍾山(公安)_聲母,鍾山(公安)_韻母,鍾山(公安)_調值,鍾山(公安)_調類,賀州(九都話)_聲母,賀州(九都話)_韻母,賀州(九都話)_調值,賀州(九都話)_調類,湖南(道縣)_聲母,湖南(道縣)_韻母,湖南(道縣)_調值,湖南(道縣)_調類,江永城關(白水村)_聲母,江永城關(白水村)_韻母,江永城關(白水村)_調值,江永城關(白水村)_調類,豐陽_聲母,豐陽_韻母,豐陽_調值,豐陽_調類,星子_聲母,星子_韻母,星子_調值,星子_調類,西岸_聲母,西岸_韻母,西岸_調值,西岸_調類,保安_聲母,保安_韻母,保安_調值,保安_調類,連州_聲母,連州_韻母,連州_調值,連州_調類
5525,s,iɛ,33,陽平,s,yɐi,21,陽平,ʃ,yɛ̃,23,陽平,s,yɛ,213,陽平,tsʰ,yeŋ,31,陽平,,,,,ʃ,ɛu,31,陽平,ʃ,ɵn,24,陽平,ʃ,y,24,陽平,ʃ,u,25,陽平,s,øn,55,陽平
5526,p,aŋ,52,陰平,k,ɛø,22,陽上,p,ĩ,35,陰平,p,ɛ,24,陰平,p,i,54,陰平,p,əŋ,44,陰平,p,ɔi,34,陰平,p,ai,33,陰平,p,əi,31,陰平,p,en,33,陰平,p,eŋ,22,陰平
5529,pʰ,aŋ,52,陰平,pʰ,ɛ̃,52,陰平,pʰ,ĩ,35,陰平,pʰ,ɛ,24,陰平,pʰ,i,54,陰平,,,,,pʰ,ɔi,34,陰平,pʰ,ai,33,陰平,pʰ,əi,31,陰平,pʰ,en,33,陰平,pʰ,eŋ,22,陰平
5532,0,iaŋ,33,陽平,s,aŋ,21,陽平,s,uaŋ,23,陽平,s,ɛ,213,陽平,0,ieŋ,31,陽平,,,,,,,,,,,,,,,,,,,,,,,,
5533,0,iaŋ,33,陽平,s,aŋ,21,陽平,s,uaŋ,23,陽平,s,ɛ,213,陽平,0,ieŋ,31,陽平,,,,,,,,,,,,,,,,,,,,,,,,
5553,ts,aŋ,52,陰平,t,yɐi,52,陰平,tʃ,yɛ̃,35,陰平,ts,yɛ,24,陰平,ts,yeŋ,54,陰平,tɕ,yŋ,44,陰平,tʃ,ɛn,34,陰平,tʃ,ɵn,33,陰平,tʃ,yn,31,陰平,tʃ,oŋ,33,陰平,ts,øn,22,陰平
5554,t,aŋ,52,陰平,t,yɐi,52,陰平,tʃ,ĩ,35,陰平,ts,yɛ,24,陰平,ts,yeŋ,54,陰平,,,,,tʃ,ɛu,34,陰平,tʃ,ɵn,33,陰平,tʃ,y,31,陰平,tʃ,y,33,陰平,ts,øn,22,陰平
5560,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5573,0,uaŋ,33,陽平,0,uɛ̃,21,陽平,0,yɛ̃,23,陽平,0,yɛ,213,陽平,0,yeŋ,31,陽平,0,yŋ,41,陽平,0,iɛn,31,陽平,0,iɵn,24,陽平,0,yn,24,陽平,j,oŋ,25,陽平,0,iøn,55,陽平
5574,k,uaŋ,33,陽平,k,yɛ,21,陽平,0,yɛ̃,23,陽平,0,yɛ,213,陽平,0,yeŋ,31,陽平,,,,,v,ɛu,31,陽平,v,ɵn,24,陽平,v,oi,24,陽平,v,u,25,陽平,0,ueŋ,55,陽平
5575,k,uaŋ,33,陽平,k,yɛ,21,陽平,0,yɛ̃,23,陽平,0,yɛ,213,陽平,0,yeŋ,31,陽平,0,yŋ,41,陽平,v,ɛu,31,陽平,v,ɵn,24,陽平,v,oi,24,陽平,v,u,25,陽平,0,ueŋ,55,陽平
5581,,,,,,,,,,,,,,,,,,,,,ɕ,yə,35,陰上,,,,,,,,,,,,,,,,,,,,
5585,t,aŋ,33,陽平,t,iəŋ,21,陽平,k,ĩ,23,陽平,kʰ,ɛ,213,陽平,k,eŋ,31,陽平,tɕ,iŋ,41,陽平,kʰ,iɛŋ,31,陽平,kʰ,ai,24,陽平,kʰ,yn,24,陽平,kʰ,ien,25,陽平,kʰ,eŋ,55,陽平
5586,k,aŋ,33,陽平,k,iəŋ,21,陽平,k,ĩ,23,陽平,kʰ,ɛ,213,陽平,k,eŋ,31,陽平,,,,,,,,,,,,,,,,,,,,,,,,
5587,k,iaŋ,44,陰去,t,iəŋ,22,陽上,,,,,k,ɛ,52,陰去,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5594,,,,,,,,,,,,,,,,,,,,,tɕʰ,iŋ,44,陰平,,,,,,,,,,,,,,,,,,,,
5604,k,uã,33,陽平,k,yɐi,21,陽平,k,yɛ̃,23,陽平,k,yɛ,213,陽平,tsʰ,yeŋ,31,陽平,tɕ,yŋ,41,陽平,kʰ,i;ŋ,31,陽平,kʰ,ɵn,24,陽平,kʰ,yn,24,陽平,kʰ,ɵn,25,陽平,kʰ,øn,55,陽平
5605,k,uã,33,陽平,k,yɐi,21,陽平,k,yɛ̃,23,陽平,k,yɛ,213,陽平,tsʰ,ya,31,陽平,tɕ,ioi,41,陽平,kʰ,ɛu,31,陽平,kʰ,ɵn,24,陽平,kʰ,oi,24,陽平,kʰ,u,25,陽平,kʰ,øn,55,陽平
5608,k,uã,33,陽平,k,yɐi,21,陽平,k,yɛ̃,23,陽平,k,yɛ,213,陽平,tsʰ,yeŋ,31,陽平,,,,,,,,,,,,,,,,,,,,,,,,
5627,,,,,,,,,,,,,,,,,,,,,tɕ,yŋ,41,陽平,,,,,,,,,,,,,,,,,,,,
5628,t,aŋ,33,陽平,t,yɐi,21,陽平,ʃ,yɛ̃,23,陽平,ts,yɛ,213,陽平,ts,ye,31,陽平,tɕ,yŋ,41,陽平,tʃʰ,ɛn,31,陽平,tʃʰ,ɵn,24,陽平,tʃʰ,yn,24,陽平,tʃʰ,oŋ,25,陽平,tsʰ,øn,55,陽平
5634,kʰ,uaŋ,52,陰平,,,,,kʰ,yɛ̃,35,陰平,kʰ,yɛ,24,陰平,kʰ,yeŋ,54,陰平,,,,,kʰ,iɛŋ,34,陰平,kʰ,ɵn,33,陰平,kʰ,oi,31,陰平,kʰ,oŋ,33,陰平,kʰ,øn,22,陰平
5639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5644,0,iaŋ,52,陰平,0,iəŋ,52,陰平,0,ĩ,35,陰平,0,iɛ,24,陰平,0,ieŋ,54,陰平,,,,,,,,,,,,,,,,,,,,,,,,
5650,s,iə,52,陰平,s,iə,52,陰平,θ,iu,35,陰平,s,iɛ,24,陰平,s,iə,54,陰平,s,iəu,44,陰平,s,iu,34,陰平,s,ieu,33,陰平,s,iəu,31,陰平,s,ɛu,33,陰平,s,iAu,22,陰平
5651,s,iə,52,陰平,s,iə,52,陰平,θ,iu,35,陰平,s,iɛ,24,陰平,s,iə,54,陰平,s,iəu,44,陰平,,,,,,,,,,,,,,,,,,,,
5668,t,əu,24,陰上,tʰ,əɯ,22,陽上,tʰ,iu,35,陰平,tʰ,iɛ,24,陰平,tʰ,iu,54,陰平,l,ɯ,35,陰上,tʰ,iu,34,陰平,tʰ,ieu,33,陰平,tʰ,iəu,31,陰平,tʰ,ɛu,33,陰平,tʰ,iAu,22,陰平
5677,t,ɐi,52,陰平,t,iə,52,陰平,t,iu,35,陰平,t,iɛ,24,陰平,t,iu,54,陰平,,,,,,,,,,,,,,,,,,,,,,,,
5680,t,ɐi,52,陰平,t,iə,52,陰平,t,iu,35,陰平,t,iɛ,24,陰平,t,iu,54,陰平,l,iəu,44,陰平,t,iau,34,陰平,t,ieu,33,陰平,t,iəu,31,陰平,t,ɛu,33,陰平,t,iAu,22,陰平
5685,t,ɐi,52,陰平,l,iə,52,陰平,l,iu,35,陰平,t,iɛ,24,陰平,t,iu,54,陰平,,,,,,,,,,,,,,,,,,,,,,,,
5686,t,ɐi,52,陰平,l,iə,52,陰平,l,iu,35,陰平,t,iɛ,24,陰平,t,iu,54,陰平,,,,,,,,,,,,,,,,,,,,,,,,
5688,,,,,,,,,,,,,,,,,,,,,l,iəu,44,陰平,,,,,,,,,,,,,,,,,,,,
5700,t,ei,33,陽平,ts,əɯ,21,陽平,t,iu,23,陽平,t,iɛ,213,陽平,t,iu,31,陽平,ts,iəu,41,陽平,t,iu,31,陽平,t,ieu,24,陽平,t,iəu,24,陽平,t,ɛu,25,陽平,t,iAu,55,陽平
5703,tʰ,ɐi,44,陰去,tsʰ,əɯ,22,陽上,tʰ,iu,52,陰去,tʰ,iɛ,52,陰去,tʰ,iu,33,陰去,tsʰ,iəu,21,陰去,,,,,,,,,,,,,,,,,,,,
5711,t,ɐi,33,陽平,t,əɯ,21,陽平,t,iu,23,陽平,t,iɛ,213,陽平,t,iu,31,陽平,,,,,t,iu,31,陽平,t,ieu,24,陽平,t,iəu,24,陽平,t,ɛu,25,陽平,t,iAu,55,陽平
5724,k,iə,44,陰去,t,iə,52,陰平,k,iu,35,陰平,k,iɛ,24,陰平,k,iu,54,陰平,,,,,,,,,,,,,,,,,,,,,,,,
5730,l,ə,33,陽平,l,iə,21,陽平,l,iu,23,陽平,l,iɛ,213,陽平,l,ia,31,陽平,l,əŋ,41,陽平,l,iu,31,陽平,l,ieu,24,陽平,l,iəu,24,陽平,l,ɛu,25,陽平,l,iAu,55,陽平
5735,l,ə,33,陽平,l,iə,21,陽平,l,iu,23,陽平,l,iɛ,213,陽平,l,ia,31,陽平,,,,,,,,,,,,,,,,,,,,,,,,
5738,l,ɐi,24,陰上,l,iə,55,陽去,l,iu,23,陽平,l,iɛ,213,陽平,l,iu,31,陽平,,,,,,,,,,,,,,,,,,,,,,,,
5742,l,ɐi,52,陰平,l,iə,21,陽平,l,iu,23,陽平,l,iɛ,213,陽平,l,ia,31,陽平,,,,,,,,,,,,,,,,,,,,,,,,
5745,,,,,,,,,,,,,,,,,,,,,l,iəu,41,陽平,,,,,,,,,,,,,,,,,,,,
5770,,,,,,,,,,,,,,,,,,,,,l,iəu,41,陽平,,,,,,,,,,,,,,,,,,,,
5772,0,i,33,陽平,0,i,21,陽平,0,iu,23,陽平,n,iɛ,213,陽平,0,iu,31,陽平,,,,,0,iu,31,陽平,0,ieu,24,陽平,0,iəu,24,陽平,j,ɛu,25,陽平,0,iAu,55,陽平
5784,0,i,52,陰平,0,i,24,陰上,0,iu,35,陰平,0,iɛ,24,陰平,0,iu,54,陰平,,,,,,,,,,,,,,,,,,,,,,,,
5794,s,iu,52,陰平,s,iəɯ,22,陽上,θ,iu,35,陰平,s,iɛ,24,陰平,s,iu,54,陰平,s,iəu,44,陰平,,,,,,,,,,,,,,,,,,,,
5795,s,ɐi,52,陰平,s,iəɯ,52,陰平,θ,iu,35,陰平,s,iɛ,24,陰平,s,iu,54,陰平,s,iəu,44,陰平,s,iu,34,陰平,s,ieu,33,陰平,s,iəu,31,陰平,s,ɛu,33,陰平,s,iAu,22,陰平
5796,s,iu,52,陰平,s,iəɯ,22,陽上,θ,iu,35,陰平,s,iɛ,24,陰平,s,iu,54,陰平,,,,,,,,,,,,,,,,,,,,,,,,
5798,,,,,,,,,,,,,,,,,,,,,s,iəu,44,陰平,,,,,,,,,,,,,,,,,,,,
5801,s,ɐi,52,陰平,s,iəɯ,52,陰平,θ,iu,35,陰平,s,iɛ,24,陰平,s,io,54,陰平,,,,,,,,,,,,,,,,,,,,,,,,
5803,s,ɐi,52,陰平,s,iəɯ,52,陰平,θ,iu,35,陰平,s,iɛ,24,陰平,s,io,54,陰平,,,,,,,,,,,,,,,,,,,,,,,,
5814,tʰ,ɐi,52,陰平,t,əu,52,陰平,tʃʰ,iu,52,陰去,tʰ,au,24,陰平,tsʰ,ia,54,陰平,,,,,tʃʰ,iu,34,陰平,tʃʰ,ieu,33,陰平,tʃʰ,iəu,31,陰平,tʃʰ,ɛu,33,陰平,tsʰ,iAu,22,陰平
5820,t,ɐi,52,陰平,,,,,,,,,t,iɛ,24,陰平,,,,,l/tɕ,əi/iəu,44,陰平,t,iu,34,陰平,tʃ,ieu,33,陰平,t,iəu,31,陰平,t,ɛu,33,陰平,t,iAu,22,陰平
5821,t,ɐi,52,陰平,,,,,,,,,t,iɛ,24,陰平,,,,,,,,,t,iu,34,陰平,tʃ,ieu,33,陰平,t,iəu,31,陰平,t,ɛu,33,陰平,t,iAu,22,陰平
5826,ts,i,33,陽平,t,əɯ,21,陽平,ʃ,iu,23,陽平,ts,iɛ,213,陽平,ts,iu,31,陽平,tɕ,iəu,41,陽平,tʃʰ,iu,31,陽平,tʃʰ,ieu,24,陽平,tʃʰ,iəu,24,陽平,tʃʰ,ɛu,25,陽平,tsʰ,iAu,55,陽平
5827,ts,i,33,陽平,t,əɯ,21,陽平,ʃ,iu,23,陽平,ts,iɛ,213,陽平,ts,iu,31,陽平,,,,,tʃʰ,iu,31,陽平,tʃʰ,ieu,24,陽平,tʃʰ,iəu,24,陽平,tʃʰ,ɛu,25,陽平,tsʰ,iAu,55,陽平
5828,s,iau,52,陰平,s,iau,52,陰平,ʃ,iu,35,陰平,x,iau,24,陰平,s,iu,54,陰平,,,,,h,iu,34,陰平,h,ieu,33,陰平,h,iəu,31,陰平,h,ɛu,33,陰平,h,iAu,22,陰平
5838,ts,iu,52,陰平,ts,iau,52,陰平,t,iu,23,陽平,ts,iau,213,陽平,t,iu,54,陰平,ts,iəu,41,陽平,,,,,,,,,,,,,,,,,,,,
5839,ts,iu,52,陰平,ts,iau,52,陰平,t,iu,23,陽平,ts,iau,213,陽平,t,iu,54,陰平,,,,,,,,,,,,,,,,,,,,,,,,
5853,k,iau,33,陽平,k,əɯ,52,陰平,k,iu,35,陰平,k,iɛ,24,陰平,k,iu,54,陰平,,,,,k,iu,34,陰平,k,ieu,33,陰平,k,iəu,31,陰平,k,iɛu,33,陰平,k,iAu,22,陰平
5854,tsʰ,y,52,陰平,t,əɯ,52,陰平,k,iu,35,陰平,k,iɛ,24,陰平,k,iu,54,陰平,tɕ,iəu,44,陰平,,,,,,,,,,,,,,,,,,,,
5862,l,au,24,陰上,ts,i,24,陰上,t,iu,35,陰平,ts,iɛ,24,陰平,ts,iu,54,陰平,ts,iəu,44,陰平,ts,iu,34,陰平,ts,ieu,33,陰平,ts,iəu,31,陰平,ts,ɛu,33,陰平,ts,iAu,22,陰平
5863,l,au,24,陰上,ts,i,24,陰上,t,iu,35,陰平,ts,iɛ,24,陰平,ts,iu,54,陰平,,,,,ts,iu,34,陰平,ts,ieu,33,陰平,ts,iəu,31,陰平,ts,ɛu,33,陰平,ts,iAu,22,陰平
5865,ts,iu,52,陰平,ts,iəu,52,陰平,t,iu,35,陰平,ts,iɛ,24,陰平,ts,iu,54,陰平,ts,iəu,44,陰平,,,,,,,,,,,,,,,,,,,,
5869,ts,iu,52,陰平,ts,iəu,52,陰平,t,iu,35,陰平,ts,iɛ,24,陰平,ts,iu,54,陰平,ts,iəu,44,陰平,ts,iu,34,陰平,ts,ieu,33,陰平,ts,iəu,31,陰平,ts,ɛu,33,陰平,ts,iAu,22,陰平
5870,ts,iu,52,陰平,ts,iəu,52,陰平,t,iu,35,陰平,ts,iɛ,24,陰平,ts,iu,54,陰平,,,,,ts,iu,34,陰平,ts,ieu,33,陰平,ts,iəu,31,陰平,ts,ɛu,33,陰平,ts,iAu,22,陰平
5879,0,iau,24,陰上,0,iaɯ,24,陰上,ŋ,iu,23,陽平,0,iɛ,213,陽平,0,iu,55,陰上,ȵ,iəu,41,陽平,0,iu,31,陽平,0,ieu,24,陽平,0,iəu,24,陽平,j,ɛu,25,陽平,0,iAu,55,陽平
5880,0,iau,24,陰上,0,iaɯ,24,陰上,ŋ,iu,23,陽平,0,iɛ,213,陽平,0,iu,55,陰上,,,,,,,,,,,,,,,,,,,,,,,,
5885,s,i,52,陰平,s,əɯ,52,陰平,ʃ,iu,35,陰平,s,iɛ,24,陰平,s,iu,54,陰平,ɕ,iau,44,陰平,ʃ,iu,34,陰平,ʃ,ieu,33,陰平,ʃ,iəu,31,陰平,ʃ,ɛu,33,陰平,s,iAu,22,陰平
5887,,,,,,,,,,,,,,,,,,,,,0,iəu,41,陽平,,,,,,,,,,,,,,,,,,,,
5893,0,i,33,陽平,0,iəɯ,21,陽平,ŋ,iu,23,陽平,0,iɛ,213,陽平,0,iau,31,陽平,0,iəu,41,陽平,0,iu,31,陽平,0,ieu,24,陽平,0,iəu,24,陽平,j,ɛu,25,陽平,0,iAu,55,陽平
5894,0,i,33,陽平,0,iəɯ,21,陽平,ŋ,iu,23,陽平,0,iɛ,213,陽平,0,iau,31,陽平,,,,,0,iu,31,陽平,0,ieu,24,陽平,0,iəu,24,陽平,j,ɛu,25,陽平,0,iAu,55,陽平
5900,0,i,33,陽平,0,iəɯ,21,陽平,ŋ,iu,23,陽平,0,iɛ,213,陽平,0,iau,31,陽平,,,,,,,,,,,,,,,,,,,,,,,,
5901,0,i,33,陽平,0,iəɯ,21,陽平,ŋ,iu,23,陽平,0,iɛ,213,陽平,0,iau,31,陽平,0,iəu,41,陽平,0,iu,31,陽平,0,ieu,24,陽平,0,iəu,24,陽平,j,ɛu,25,陽平,0,iAu,55,陽平
5902,n,ə,33,陽平,0,iəɯ,21,陽平,ŋ,iu,23,陽平,0,iɛ,213,陽平,0,iau,31,陽平,,,,,,,,,,,,,,,,,,,,,,,,
5923,s,au,31,陽上,s,əu,22,陽上,ʃ,iu,21,陽去,s,iɛ,24,陰平,s,iu,52,陽去,,,,,ʃ,iu,31,陽平,ʃ,ieu,24,陽平,ʃ,iəu,24,陽平,ʃ,ɛu,25,陽平,s,iAu,55,陽平
5924,s,au,31,陽上,s,əu,22,陽上,ʃ,iu,21,陽去,s,iɛ,24,陰平,s,iu,52,陽去,,,,,ʃ,iu,31,陽平,ʃ,ieu,24,陽平,ʃ,iəu,24,陽平,ʃ,ɛu,25,陽平,s,iAu,55,陽平
5933,ts,i,52,陰平,t,əɯ,52,陰平,tʃ,iu,52,陰去,ts,iɛ,24,陰平,ts,iu,54,陰平,,,,,tʃ,iu,34,陰平,tʃ,ieu,33,陰平,tʃ,iəu,31,陰平,tʃ,ɛu,33,陰平,ts,iAu,22,陰平
5936,ts,i,52,陰平,t,əɯ,52,陰平,tʃ,iu,35,陰平,ts,iɛ,24,陰平,ts,iu,54,陰平,tɕ,iəu,44,陰平,tʃ,iu,34,陰平,tʃ,ieu,33,陰平,tʃ,iəu,31,陰平,tʃ,ɛu,33,陰平,ts,iAu,22,陰平
5941,p,iau,52,陰平,p,iaɯ,52,陰平,p,iu,35,陰平,p,iɛ,24,陰平,p,ia,54,陰平,p,iau/iəu,21/44,陰平/陰去,p,iu,34,陰平,p,ieu,33,陰平,p,iəu,31,陰平,p,ɛu,33,陰平,p,iAu,22,陰平
5957,p,iau,52,陰平,p,iaɯ,52,陰平,p,iu,35,陰平,p,iɛ,24,陰平,p,ia,54,陰平,,,,,,,,,,,,,,,,,,,,,,,,
5962,p,iau,33,陽平,p,iəɯ,21,陽平,p,iu,23,陽平,p,ai,213,陽平,p,u,31,陽平,,,,,p,iu,31,陽平,p,ieu,24,陽平,p,iəu,24,陽平,p,ɛu,25,陽平,p,iAu,55,陽平
5973,m,iu,33,陽平,m,iəɯ,22,陽上,m,iu,23,陽平,m,iɛ,213,陽平,m,iu,31,陽平,m,iou,41,陽平,m,iu,31,陽平,m,ieu,24,陽平,m,iəu,24,陽平,m,ɛu,25,陽平,m,iAu,55,陽平
5974,m,iu,33,陽平,m,iəɯ,22,陽上,m,iu,23,陽平,m,iɛ,213,陽平,m,iu,31,陽平,,,,,,,,,,,,,,,,,,,,,,,,
5976,m,iu,33,陽平,m,iəɯ,21,陽平,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5977,m,iu,33,陽平,m,iəɯ,21,陽平,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5978,0,i,52,陰平,0,iəɯ,52,陰平,0,iu,35,陰平,0,iɛ,24,陰平,0,i,54,陰平,0,iəu,44,陰平,0,iu,53,陰去,0,ieu,53,陰去,0,iəu,31,陰平,0,ɛu,33,陰平,0,iAu,22,陰平
5979,0,i,52,陰平,0,iəɯ,52,陰平,0,iu,35,陰平,0,iɛ,24,陰平,ŋ,iu,54,陰平,0,iəu,44,陰平,,,,,,,,,,,,,,,,,,,,
5984,0,iau,52,陰平,0,iəɯ,52,陰平,0,iu,35,陰平,0,iɛ,24,陰平,0,iu,54,陰平,0,u/iəu,55/44,陰平/陰入,,,,,,,,,,,,,,,,,,,,
5989,k,iau,33,陽平,k,iau,21,陽平,k,iu,23,陽平,k,iɛ,213,陽平,ts,iu,31,陽平,,,,,kʰ,iu,31,陽平,kʰ,ieu,24,陽平,kʰ,iəu,24,陽平,kʰ,iɛu,25,陽平,kʰ,iAu,55,陽平
5990,kʰ,iau,31,陽上,t,əɯ,21,陽平,k,iu,23,陽平,k,iə,213,陽平,ts,iu,31,陽平,tɕ,iəu,41,陽平,kʰ,iu,31,陽平,kʰ,ieu,24,陽平,kʰ,iəu,24,陽平,kʰ,iɛu,25,陽平,kʰ,iAu,55,陽平
5992,kʰ,iau,31,陽上,kʰ,iɜu,21,陽平,k,iu,23,陽平,k,iɛ,213,陽平,ts,iu,31,陽平,,,,,,,,,,,,,,,,,,,,,,,,
5993,kʰ,iau,31,陽上,kʰ,iɜu,21,陽平,k,iu,23,陽平,k,iɛ,213,陽平,ts,iu,31,陽平,,,,,,,,,,,,,,,,,,,,,,,,
6000,kʰ,iau,31,陽上,t,əɯ,21,陽平,k,iu,23,陽平,k,iə,213,陽平,ts,iu,31,陽平,,,,,,,,,,,,,,,,,,,,,,,,
6005,tsʰ,au,52,陰平,tsʰ,iəɯ,52,陰平,tʰ,iu,35,陰平,tsʰ,iau,24,陰平,tsʰ,iu,54,陰平,,,,,,,,,,,,,,,,,,,,,,,,
6012,0,iə,52,陰平,0,iəɯ,52,陰平,0,iu,35,陰平,0,iɛ,24,陰平,0,iu,54,陰平,0,iəu,44,陰平,0,iu,34,陰平,0,ieu,33,陰平,0,iəu,31,陰平,0,ɛu,33,陰平,0,iAu,22,陰平
6029,p,iu,33,陽平,p,iəɯ,21,陽平,p,iu,23,陽平,p,iau,213,陽平,p,u,31,陽平,p/pʰ,iəu/iou,41,陽平,,,,,,,,,,,,,,,,,,,,
6035,pʰ,iu,52,陰平,pʰ,iaɯ,52,陰平,pʰ,iu,35,陰平,pʰ,iɛ,24,陰平,pʰ,ia,54,陰平,pʰ,iəu,44,陰平,pʰ,iu,34,陰平,pʰ,ieu,33,陰平,pʰ,iəu,31,陰平,pʰ,ɛu,33,陰平,pʰ,iAu,22,陰平
6052,l,iu,33,陽平,l,iəu,21,陽平,l,iu,23,陽平,l,iɛ,213,陽平,l,iu,31,陽平,,,,,l,iau,31,陽平,l,ieu,24,陽平,l,iəu,24,陽平,l,ɛu,25,陽平,l,iAu,55,陽平
6058,s,iau,31,陽上,s,iau,21,陽平,ŋ,ia,23,陽平,0,iau,213,陽平,s,au,31,陽平,,,,,,,,,,,,,0,iəu,24,陽平,ȵ,iau,11,陽去,ŋ,ɔ,55,陽平
6059,s,iau,31,陽上,s,iau,21,陽平,ŋ,ia,23,陽平,0,iau,213,陽平,s,au,31,陽平,ɕ,iou,41,陽平,,,,,,,,,0,iəu,24,陽平,ȵ,iau,11,陽去,ŋ,ɔ,55,陽平
6060,,,,,,,,,,,,,,,,,,,,,ɕ,iou,41,陽平,,,,,,,,,,,,,,,,,,,,
6069,s,iau,31,陽上,s,iau,21,陽平,ŋ,ia,23,陽平,0,iau,213,陽平,s,au,31,陽平,,,,,,,,,,,,,,,,,,,,,,,,
6077,k,iu,52,陰平,t,ə,24,陰上,k,ia,35,陰平,k,au,24,陰平,k,iu,54,陰平,tɕ,iou,44,陰平,k/kʰ,au/au,34/34,陰平/陰平,k,ɑu,33,陰平,k,ɔ,31,陰平,k,iau,33,陰平,k,ɔ,22,陰平
6081,k,iu,52,陰平,t,əu,52,陰平,k,ia,35,陰平,k,au,24,陰平,k,iu,54,陰平,,,,,k,au,34,陰平,k,ɑu,33,陰平,k,ɔ,31,陰平,k,iau,33,陰平,k,ɔ,22,陰平
6083,,,,,,,,,,,,,,,,,,,,,k/ȵ,o/iou,55/21,陰入/陰去,,,,,,,,,,,,,,,,,,,,
6084,k,iu,52,陰平,t,ə,24,陰上,k,ia,35,陰平,k,au,24,陰平,k,iu,54,陰平,,,,,,,,,,,,,,,,,,,,,,,,
6089,,,,,t,əu,52,陰平,,,,,,,,,,,,,tɕ,iou,44,陰平,,,,,,,,,,,,,,,,,,,,
6100,ts,əu,31,陽上,ts,əu,21,陽平,l,au,52,陰去,ts,au,213,陽平,ts,au,31,陽平,t/ts,ou/au,55/41,陰入/陽平,tʃʰ,au,31,陽平,tʃʰ,ɑu,24,陽平,tʃʰ,ɔ,24,陽平,tsʰ,au,25,陽平,tsʰ,ɔ,55,陽平
6108,n,au,33,陽平,n,au,21,陽平,ŋ,iu,23,陽平,n,au,213,陽平,n,iu,31,陽平,,,,,,,,,,,,,,,,,,,,,,,,
6117,s,əu,52,陰平,s,əu,52,陰平,θ,iu,52,陰去,s,au,24,陰平,s,au,54,陰平,,,,,,,,,,,,,,,,,,,,,,,,
6118,s,əu,52,陰平,s,əu,52,陰平,θ,iu,52,陰去,s,au,24,陰平,s,au,54,陰平,,,,,,,,,,,,,,,,,,,,,,,,
6134,m,iu,33,陽平,m,au,21,陽平,m,ia,23,陽平,m,a,213,陽平,m,iu,31,陽平,m,iou,41,陽平,,,,,,,,,,,,,,,,,,,,
6136,,,,,,,,,,,,,,,,,,,,,m,iou,41,陽平,m,au,31,陽平,m,ɑu,24,陽平,m,ɔ,24,陽平,m,au,25,陽平,m,iAu,22,陰平
6159,p,iu,52,陰平,p,iəu,52,陰平,p,ia,35,陰平,p,au,24,陰平,p,iu,54,陰平,p,iou,44,陰平,p,au,34,陰平,p,ɑu,33,陰平,p,ɔ,31,陰平,p,au,33,陰平,p,ɔ,22,陰平
6160,p,iu,52,陰平,p,iəu,52,陰平,p,ia,35,陰平,p,au,24,陰平,p,iu,54,陰平,p,iou,44,陰平,,,,,,,,,,,,,,,,,,,,
6168,pʰ,iu,52,陰平,pʰ,ɔ,52,陰平,pʰ,ia,35,陰平,pʰ,a,24,陰平,pʰ,iu,54,陰平,n/pʰ,o/iou,55/44,陰入/陰平,,,,,,,,,,,,,,,,,,,,
6169,pʰ,iu,52,陰平,pʰ,ɔ,52,陰平,pʰ,ia,35,陰平,pʰ,a,24,陰平,pʰ,iu,33,陰去,,,,,pʰ,au,53,陰去,pʰ,ɑu,53,陰去,pʰ,ɔ,52,陰去,pʰ,au,33,陰平,pʰ,ɔ,11,陰去
6173,kʰ,ə,44,陰去,kʰ,əu,52,陰平,k,ia,35,陰平,kʰ,au,24,陰平,kʰ,ia,52,陽去,kʰ,ou,44,陰平,,,,,,,,,,,,,,,,,,,,
6174,,,,,,,,,,,,,,,,,,,,,tɕ,iou,44,陰平,,,,,,,,,,,,,,,,,,,,
6191,ts,əu,33,陽平,k,u,22,陽上,tʃ,a,35,陰平,ts,ua,24,陰平,ts,ia,54,陰平,,,,,,,,,,,,,,,,,,,,,,,,
6200,tsʰ,əu,52,陰平,tsʰ,əu,52,陰平,tʃʰ,ia,35,陰平,tsʰ,au,24,陰平,tsʰ,au,54,陰平,,,,,tʃʰ,au,34,陰平,tʃʰ,ɑu,53,陰平,tʃʰ,ɔ,31,陰平,tsʰ,au,33,陰平,tsʰ,ɔ,22,陰平
6201,tsʰ,əu,52,陰平,tsʰ,əu,52,陰平,tʃʰ,iu,35,陰平,tsʰ,au,24,陰平,tsʰ,au,54,陰平,,,,,,,,,,,,,,,,,,,,,,,,
