# 其他土話
id,富川(七都話)_聲母,富川(七都話)_韻母,富川(七都話)_調值,富川(七都話)_調類,富川(八都話)_聲母,富川(八都話)_韻母,富川(八都話)_調值,富川(八都話)_調類,鍾山(公安)_聲母,鍾山(公安)_韻母,鍾山(公安)_調值,鍾山(公安)_調類,賀州(九都話)_聲母,賀州(九都話)_韻母,賀州(九都話)_調值,賀州(九都話)_調類,湖南(道縣)_聲母,湖南(道縣)_韻母,湖南(道縣)_調值,湖南(道縣)_調類,江永城關(白水村)_聲母,江永城關(白水村)_韻母,江永城關(白水村)_調值,江永城關(白水村)_調類,豐陽_聲母,豐陽_韻母,豐陽_調值,豐陽_調類,星子_聲母,星子_韻母,星子_調值,星子_調類,西岸_聲母,西岸_韻母,西岸_調值,西岸_調類,保安_聲母,保安_韻母,保安_調值,保安_調類,連州_聲母,連州_韻母,連州_調值,連州_調類
17118,n,ai,35,陽去,n,ãi,55,陽去,n,ø,21,陽去,n,ai,33,陽去,n,ai,52,陽去,n,o,33,陽去,n,oi,21,陽去,n,u,21,陽去,n,əɯ,22,陽去,n,ʌu,11,陽去,n,u,33,陽去
17125,t,a,33,陽平,l,a,22,陽上,l,ai,52,陰去,t,a,52,陰去,t,i,33,陰去,l/t,o/ai,21/33,陰去/陽去,t,ai,53,陰去,t,ɔ,53,陰去,t,o,52,陰去,t,ɵ,53,陰去,t,ou,11,陰去
17135,tsʰ,ã,44,陰去,tsʰ,ãi,22,陽上,tʰ,ø,52,陰去,tsʰ,ui,52,陰去,tsʰ,i,33,陰去,,,,,tsʰ,oi,53,陰去,tsʰ,u,53,陰去,tsʰ,əɯ,52,陰去,tsʰ,ʌu,53,陰去,tsʰ,u,11,陰去
17137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17140,ts,ai,35,陽去,ts,ãi,55,陽去,,,,,ts,ai,52,陰去,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17148,f,ɐi,35,陽去,f,ɐi,35,陰入,f,ui,52,陰去,f,ɛi,52,陰去,x,ui,33,陰去,,,,,f,ɛi,53,陰去,f,i,53,陰去,f,əi,22,陽去,f,ei,53,陰去,f,Ai,11,陰去
17157,f,ɐi,35,陽去,f,ɐi,22,陽上,f,i,52,陰去,f,ɛi,52,陰去,x,ui,33,陰去,,,,,f,ɛi,53,陰去,f,i,53,陰去,f,əi,52,陰去,f,ei,53,陰去,f,Ai,11,陰去
17161,0,uɐi,35,陽去,0,uɐi,24,陰上,0,uɐi,21,陽去,0,ui,52,陰去,0,ui,52,陽去,,,,,,,,,,,,,,,,,,,,,,,,
17167,f,ɐi,35,陽去,f,ɐi,24,陰上,p,ui,21,陽去,p,ui,33,陽去,f,ui,52,陽去,p,o,33,陽去,,,,,,,,,,,,,,,,,,,,
17186,ts,i,44,陰去,ts,i,22,陽上,tʃ,uã,52,陰去,ts,iŋ,52,陰去,ts,i,33,陰去,,,,,tʃ,in,53,陰去,tʃ,iŋ,53,陰去,tʃ,ɐn,52,陰去,tʃ,ʌn,53,陰去,ts,An,11,陰去
17187,ts,i,44,陰去,ts,i,22,陽上,tʃ,uã,52,陰去,ts,iŋ,52,陰去,ts,i,33,陰去,tɕ,iə,21,陰去,tʃ,in,53,陰去,tʃ,iŋ,53,陰去,tʃ,ɐn,52,陰去,tʃ,ʌn,53,陰去,ts,An,11,陰去
17197,s,ɐi,44,陰去,s,i,22,陽上,θ,uã,52,陰去,s,iŋ,52,陰去,s,i,33,陰去,s,ai,21,陰去,s,in,53,陰去,s,iŋ,53,陰去,s,ɐn,52,陰去,s,ʌn,53,陰去,s,An,11,陰去
17198,s,ɐi,44,陰去,s,i,22,陽上,θ,uã,52,陰去,s,iŋ,52,陰去,s,i,33,陰去,s,ai,21,陰去,s,in,53,陰去,s,iŋ,53,陰去,s,ɐn,52,陰去,s,ʌn,53,陰去,s,An,11,陰去
17199,s,ɐi,44,陰去,s,i,22,陽上,θ,uã,52,陰去,s,iŋ,52,陰去,s,i,33,陰去,,,,,s,in,53,陰去,s,iŋ,53,陰去,s,ɐn,52,陰去,s,ʌn,53,陰去,s,An,11,陰去
17208,ȵ,i,35,陽去,0,ɛ/ŋ̩,55,陽去,ȵ,uã,21,陽去,0,iŋ,33,陽去,ŋ,i,52,陽去,,,,,,,,,,,,,,,,,,,,,,,,
17209,ȵ,i,35,陽去,0,yɛ,35,陰入,ȵ,uã,21,陽去,0,iŋ,52,陰去,ŋ,i,52,陽去,,,,,ŋ,in,31,陽去,0,iŋ,21,陽去,ŋ,iɐn,22,陽去,ŋ,ʌn,11,陽去,ȵ,iAn,33,陽去
17211,ȵ,i,35,陽去,0,yɛ,35,陰入,ȵ,ia,52,陰去,ŋ,iŋ,52,陰去,ŋ,i,52,陽去,,,,,,,,,,,,,,,,,,,,,,,,
17232,l,iuŋ,33,陽平,l,i,21,陽平,l,uã,23,陽平,l,iŋ,213,陽平,l,i,31,陽平,,,,,,,,,,,,,,,,,,,,,,,,
17261,p,aŋ,52,陰平,p,aŋ,52,陰平,p,uã,35,陰平,p,iŋ,24,陰平,p,i,54,陰平,,,,,,,,,,,,,,,,,,,,,,,,
17262,p,aŋ,52,陰平,p,aŋ,52,陰平,p,uã,35,陰平,p,iŋ,24,陰平,p,i,54,陰平,,,,,,,,,,,,,,,,,,,,,,,,
17266,t,aŋ,33,陽平,ts,i,21,陽平,tʃ,uã,21,陽去,ts,iŋ,52,陰去,ts,i,31,陽平,,,,,tʃʰ,in,21,陽去,tʃʰ,iŋ,21,陽去,tʃʰ,ɐn,22,陽去,tʃʰ,ʌn,11,陽去,tsʰ,An,33,陽去
17267,t,aŋ,33,陽平,ts,i,21,陽平,tʃ,uã,21,陽去,ts,iŋ,52,陰去,ts,i,31,陽平,,,,,tʃʰ,in,21,陽去,tʃʰ,iŋ,21,陽去,tʃʰ,ɐn,22,陽去,tʃʰ,ʌn,11,陽去,tsʰ,An,33,陽去
17268,t,aŋ,33,陽平,ts,i,21,陽平,tʃ,uã,21,陽去,ts,iŋ,52,陰去,ts,i,31,陽平,tɕ,iə,33,陽去,tʃʰ,in,21,陽去,tʃʰ,iŋ,21,陽去,tʃʰ,ɐn,22,陽去,tʃʰ,ʌn,11,陽去,tsʰ,An,33,陽去
17270,,,,,,,,,,,,,,,,,,,,,,,,,ʃ,in,21,陽去,ʃ,iŋ,21,陽去,ʃ,ɐn,22,陽去,ʃ,ʌn,11,陽去,s,An,33,陽去
17271,s,i,35,陽去,s,i,55,陽去,ʃ,uã,21,陽去,s,uɛ,33,陽去,s,i,52,陽去,ɕ,iə,33,陽去,ʃ,in,21,陽去,ʃ,iŋ,21,陽去,ʃ,ɐn,22,陽去,ʃ,ʌn,11,陽去,s,An,33,陽去
17272,s,i,35,陽去,s,i,55,陽去,ʃ,uã,21,陽去,s,uɛ,33,陽去,s,i,52,陽去,,,,,,,,,,,,,,,,,,,,,,,,
17289,ts,iuŋ,44,陰去,ts,i,55,陽去,t,uã,52,陰去,ts,iŋ,52,陰去,ts,i,52,陽去,,,,,,,,,,,,,,,,,,,,,,,,
17290,ts,iuŋ,44,陰去,ts,i,55,陽去,t,uã,52,陰去,ts,iŋ,52,陰去,ts,i,52,陽去,,,,,,,,,,,,,,,,,,,,,,,,
17294,ts,iuŋ,44,陰去,ts,i,55,陽去,t,uã,52,陰去,ts,iŋ,52,陰去,ts,i,52,陽去,ts,ai,21,陰去,ts,in,53,陰去,ts,iŋ,53,陰去,ts,ɐn,52,陰去,ts,ʌn,53,陰去,ts,An,11,陰去
17299,x,i,35,陽去,x,i,55,陽去,h,uã,21,陽去,x,iŋ,33,陽去,x,i,52,陽去,,,,,,,,,,,,,,,,,,,,,,,,
17300,x,i,35,陽去,x,i,55,陽去,h,uã,21,陽去,x,iŋ,33,陽去,x,i,52,陽去,,,,,,,,,,,,,,,,,,,,,,,,
17301,x,i,35,陽去,x,i,55,陽去,h,uã,21,陽去,x,iŋ,33,陽去,x,i,52,陽去,,,,,,,,,,,,,,,,,,,,,,,,
17302,ts,i,44,陰去,ts,i,22,陽上,tʃ,uã,52,陰去,ts,iŋ,52,陰去,ts,i,33,陰去,tɕ,iə,21,陰去,tʃ,in,53,陰去,tʃ,iŋ,53,陰去,tʃ,ɐn,52,陰去,tʃ,ʌn,53,陰去,ts,An,11,陰去
17305,k,i,24,陰上,ts,i,24,陰上,k,ĩ,54,陰上,k,iŋ,55,陰上,ts,i,55,陰上,,,,,k,in,55,上聲,k,iŋ,55,上聲,k,ɐn,55,上聲,k,ʌn,45,上聲,k,An,53,陰上
17320,tsʰ,i,44,陰去,tsʰ,i,22,陽上,t,uə̃,52,陰去,tsʰ,iŋ,52,陰去,tsʰ,i,33,陰去,tsʰ,oi,21,陰去,tʃʰ,in,53,陰去,tʃʰ,ai,53,陰去,tʃʰ,ɐn,52,陰去,tʃʰ,ʌn,53,陰去,tsʰ,An,11,陰去
17323,0,iu,35,陽去,0,i,22,陽上,0,iuã,52,陰去,0,iŋ,52,陰去,0,i,33,陰去,,,,,0,in,53,陰去,0,iŋ,53,陰去,0,ɐn,52,陰去,0,ʌn,53,陰去,0,An,22,陰平
17328,tsʰ,i,44,陰去,tsʰ,ɛŋ,35,陰入,tʃʰ,uã,52,陰去,tsʰ,iŋ,52,陰去,tsʰ,i,33,陰去,,,,,,,,,,,,,,,,,,,,,,,,
17332,,,,,,,,,,,,,,,,,tsʰ,i,33,陰去,,,,,,,,,,,,,,,,,,,,,,,,
17348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17352,s,y,44,陰去,s,i,22,陽上,θ,uã,52,陰去,s,yɛŋ,52,陰去,s,y,33,陰去,,,,,s,in,53,陰去,s,iŋ,53,陰去,s,ɐn,52,陰去,s,ʌn,53,陰去,s,An,11,陰去
17360,s,y,33,陽平,s,i,21,陽平,θ,uã,23,陽平,ts,yɛ̃,213,陽平,s,y,31,陽平,,,,,,,,,s,ai,24,陽平,s,ɐn,24,陽平,,,,,s,An,33,陽去
17364,ts,uŋ,44,陰去,ts,uŋ,22,陽上,t,uəŋ,52,陰去,ts,yɛŋ,52,陰去,ts,ye,33,陰去,,,,,ts,ɛn,53,陰去,ts,ai,53,陰去,ts,ɐn,52,陰去,ts,ʌn,53,陰去,ts,An,11,陰去
17365,ts,uŋ,44,陰去,ts,uŋ,22,陽上,t,uəŋ,52,陰去,ts,yɛŋ,52,陰去,ts,ye,33,陰去,tɕ,yə,21,陰去,ts,ɛn,53,陰去,ts,ai,53,陰去,ts,ɐn,52,陰去,ts,ʌn,53,陰去,ts,An,11,陰去
17376,s,y,35,陽去,s,i,55,陽去,ʃ,yɛ̃,21,陽去,s,yɛ̃,33,陽去,s,y,52,陽去,ɕ,yə,33,陽去,ʃ,ɛn,21,陽去,ʃ,yŋ,21,陽去,ʃ,ɐn,22,陽去,ʃ,ʌn,11,陽去,s,An,33,陽去
17377,s,y,35,陽去,s,i,55,陽去,ʃ,yɛ̃,21,陽去,s,yɛ̃,33,陽去,s,y,52,陽去,,,,,ʃ,ɛn,21,陽去,ʃ,yŋ,21,陽去,ʃ,ɐn,22,陽去,ʃ,ʌn,11,陽去,s,An,33,陽去
17384,0,y,35,陽去,0,i,55,陽去,0,uaŋ,21,陽去,0,yŋ,33,陽去,0,ui,52,陽去,0,yə,33,陽去,0,iɛn,21,陽去,0,yŋ,21,陽去,0,iɐn,22,陽去,j,ʌn,11,陽去,0,iAn,33,陽去
17385,0,y,35,陽去,0,i,55,陽去,0,uaŋ,21,陽去,0,yŋ,33,陽去,0,ui,52,陽去,,,,,,,,,,,,,,,,,,,,,,,,
17387,s,y,35,陽去,s,i,55,陽去,ʃ,uaŋ,21,陽去,s,yɛ̃,33,陽去,s,y,52,陽去,ɕ,yə,33,陽去,ʃ,ɛn,21,陽去,ʃ,yŋ,21,陽去,ʃ,ɐn,22,陽去,ʃ,ʌn,11,陽去,s,An,33,陽去
17389,m,uŋ,35,陽去,m,ø,55,陽去,m,uaŋ,21,陽去,m,ɛŋ,33,陽去,m,ie,52,陽去,m,ai,33,陽去,m,ɛn,21,陽去,m,ai,21,陽去,m,ɐn,22,陽去,m,ʌn,11,陽去,m,An,33,陽去
17390,m,uŋ,33,陽平,m,ø,21,陽平,m,uaŋ,23,陽平,0,uɛŋ,213,陽平,0,ue,31,陽平,,,,,,,,,,,,,,,,,,,,,,,,
17400,0,y,35,陽去,0,i,55,陽去,0,uã,21,陽去,0,yŋ,33,陽去,0,y,52,陽去,0,yə,33,陽去,v,ɛn,21,陽去,0,yŋ,21,陽去,v,ɐn,22,陽去,v,ʌn,11,陽去,0,uAn,33,陽去
17401,m,uŋ,35,陽去,0,i,55,陽去,f,uã,35,陰平,0,uɛŋ,24,陰上,m,ie,52,陽去,,,,,v,ɛn,31,陽平,,,,,v,ɐn,24,陽平,v,ʌn,25,陽平,0,uAn,55,陽平
17411,0,y,35,陽去,0,i,55,陽去,0,uã,21,陽去,0,yŋ,33,陽去,0,y,52,陽去,,,,,,,,,,,,,,,,,,,,,,,,
17416,s,y,44,陰去,x,ø,22,陽上,ʃ,uaŋ,21,陽去,x,yɛ̃,52,陰去,0,y,33,陰去,ɕ,yə,21,陰去,f,ɛn,53,陰去,h,yŋ,53,陰去,f,ɐn,52,陰去,f,ʌn,53,陰去,f,An,11,陰去
17425,p,a,44,陰去,p,a,22,陽上,p,uaŋ,52,陰去,p,ɛŋ,52,陰去,x,ueŋ,52,陽去,,,,,p,ɛn,53,陰去,p,ai,53,陰去,p,ɐn,52,陰去,p,ʌn,53,陰去,f,An,11,陰去
17426,p,a,44,陰去,p,a,22,陽上,p,uaŋ,52,陰去,p,ɛŋ,52,陰去,x,ueŋ,52,陽去,,,,,p,ɛn,53,陰去,p,ai,53,陰去,p,ɐn,52,陰去,p,ʌn,53,陰去,f,An,11,陰去
17430,x,uŋ,44,陰去,x,ø,22,陽上,f,uaŋ,21,陽去,f,ɛŋ,52,陰去,x,ueŋ,33,陰去,,,,,f,ɛn,53,陰去,f,ai,53,陰去,f,ɐn,52,陰去,f,ʌn,53,陰去,f,An,11,陰去
17442,k,i,35,陽去,kʰ,ø,55,陽去,k,ĩ,52,陰去,k,uɛŋ,33,陽去,k,i,52,陽去,tɕ,yə,21,陰去,,,,,,,,,kʰ,uɐn,22,陽去,kʰ,uʌn,11,陽去,,,,
17443,p,uŋ,35,陽去,p,ø,55,陽去,p,uaŋ,21,陽去,p,ɛŋ,33,陽去,p,ie,31,陽平,,,,,f,ɛn,21,陽去,f/p,ai/ai,21/21,陽去/陽去,f,ɐn,22,陽去,f,ʌn,11,陽去,f,An,33,陽去
17458,k,i,44,陰去,ts,i,22,陽上,k,ɛ̃,52,陰去,k,iŋ,52,陰去,ts,i,33,陰去,,,,,k,aŋ,53,陰去,k,iŋ,53,陰去,k,ɐ,52,陰去,k,iai,53,陰去,k,A,11,陰去
17469,0,uaŋ,35,陽去,0,uɛ̃,55,陽去,0,yɛ̃,21,陽去,ŋ,yɛ,33,陽去,0,ueŋ,52,陽去,0,yŋ,33,陽去,ŋ,iɛŋ,21,陽去,ȵ,iɵn,21,陽去,ŋ,oi,22,陽去,ŋ,oŋ,11,陽去,ŋ,øn,33,陽去
17470,0,uaŋ,35,陽去,0,uɛ̃,55,陽去,0,yɛ̃,21,陽去,ŋ,yɛ,33,陽去,0,ueŋ,52,陽去,,,,,ŋ,iɛŋ,21,陽去,ȵ,iɵn,21,陽去,ŋ,oi,22,陽去,ŋ,oŋ,11,陽去,ŋ,øn,33,陽去
17473,0,uaŋ,44,陰去,0,uɛ̃,52,陰平,0,yɛ̃,52,陰去,0,yɛ,52,陰去,0,ueŋ,52,陽去,0,yŋ,21,陰去,,,,,,,,,,,,,,,,,,,,
17475,p,aŋ,44,陰去,p,ɛ̃,22,陽上,f,ã,52,陰去,x,ɔ,52,陰去,x,ueŋ,33,陰去,x,oi,21,陰去,f,a,55,上聲,f,ɔŋ,55,上聲,p,o,55,上聲,f/f,ɵn/ɵn,11/45,陽去/上聲,f,ɔŋ,33,陽去
17477,k,uaŋ,24,陰上,kʰ,yɛ,22,陽上,k,ĩ,52,陰去,kʰ,yɛ,52,陰去,kʰ,ueŋ,33,陰去,,,,,,,,,,,,,,,,,,,,,,,,
17479,kʰ,uaŋ,44,陰去,kʰ,yɛ,22,陽上,kʰ,ĩ,52,陰去,kʰ,yɛ,52,陰去,kʰ,ueŋ,33,陰去,tɕʰ,yŋ,21,陰去,kʰ,iɛn,53,陰去,kʰ,ɵn,53,陰去,kʰ,yn,52,陰去,kʰ,ɵn,53,陰去,kʰ,øn,11,陰去
17484,0,ui,35,陽去,0,ui,55,陽去,m,ã,21,陽去,0,uə,33,陽去,0,ueŋ,52,陽去,0,oi,33,陽去,v,a,21,陽去,v,ɔŋ,21,陽去,v,o,22,陽去,v,ɵn,11,陽去,0,uɔŋ,33,陽去
17486,m,uaŋ,35,陽去,0,uaŋ,55,陽去,m,ã,21,陽去,0,ua,33,陽去,0,ueŋ,52,陽去,,,,,,,,,,,,,,,,,,,,,,,,
17501,m,a,44,陰去,m,a,22,陽上,p,ã,21,陽去,p,əŋ,33,陽去,x,ueŋ,52,陽去,p,aŋ,33,陽去,p,a,21,陽去,p,ɔŋ,21,陽去,p,o,22,陽去,f/p,ɵn/ɵ,11/11,陽去/陽去,f,ɔŋ,33,陽去
17502,m,a,44,陰去,m,a,22,陽上,p,ã,21,陽去,p,əŋ,33,陽去,x,ueŋ,52,陽去,,,,,p,a,21,陽去,p,ɔŋ,21,陽去,p,o,22,陽去,f/p,ɵn/ɵ,11/11,陽去/陽去,f,ɔŋ,33,陽去
17507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17517,k,iaŋ,44,陰去,t,iəŋ,22,陽上,k,ĩ,52,陰去,k,ɛ,52,陰去,ts,eŋ,33,陰去,tɕ,iŋ,21,陰去,k,iɛŋ,53,陰去,k,ɵn,33,陰去,k,yn,52,陰去,k,ɵn,53,陰去,k,ueŋ,11,陰去
17519,0,iaŋ,44,陰去,0,iəŋ,22,陽上,0,ĩ,35,陰平,0,iɛ,52,陰去,0,ieŋ,22,陽上,,,,,,,,,,,,,,,,,,,,,,,,
17529,s,iɛŋ,44,陰去,s,iəŋ,22,陽上,ʃʰ,ĩ,52,陰去,x,iɛ,52,陰去,x,eŋ,33,陰去,,,,,h,iɛŋ,53,陰去,h,ai,53,陰去,h,in,52,陰去,h,ien,53,陰去,h,eŋ,11,陰去
17530,x,iaŋ,44,陰去,tsʰ,i,22,陽上,ʃʰ,ĩ,52,陰去,x,iɛ,52,陰去,x,eŋ,33,陰去,,,,,h,iɛŋ,53,陰去,h,ai,53,陰去,h,in,52,陰去,h,ien,53,陰去,h,eŋ,11,陰去
17534,0,uaŋ,52,陰平,x,uɛ̃,52,陰平,ʃ,ɛ̃,35,陰平,x,yɛ,52,陰去,s,ueŋ,33,陰去,,,,,,,,,,,,,,,,,,,,,,,,
17537,k,iaŋ,35,陽去,k,iəŋ,55,陽去,k,ĩ,52,陰去,k,ɛ,33,陽去,ts,eŋ,52,陽去,tɕ,iŋ,33,陽去,k,iɛŋ,53,陰去,k,ɵn,53,陰去,k,yn,52,陰去,k,ɵn,53,陰去,k,ueŋ,11,陰去
17538,k,iaŋ,35,陽去,k,iəŋ,55,陽去,k,ĩ,52,陰去,k,iɛ,33,陽入,ts,eŋ,52,陽去,,,,,,,,,,,,,,,,,,,,,,,,
17551,t,uŋ,35,陽去,t,ø,22,陽上,t,uəŋ,21,陽去,t,uɛŋ,24,陰平,t,ie,33,陰去,l,iə,21,陰去,t,ɛn,53,陰去,t,ai,53,陰去,t,ɐn,22,陽去,t,ʌn,11,陽去,t,An,33,陽去
17558,s,uŋ,24,陰上,s,ø,22,陽上,ʃ,uã,52,陰去,s,uɛ̃,52,陰去,s,ye,33,陰去,,,,,,,,,,,,,,,,,,,,,,,,
17560,n,a,44,陰去,kʰ,ø,22,陽上,kʰ,uəŋ,52,陰去,kʰ,uɛŋ,52,陰去,k,a,33,陰去,kʰ,uai,44,陰平,kʰ,uɛn,53,陰去,kʰ,uai,53,陰去,kʰ,uɐn,52,陰去,kʰ,uʌn,53,陰去,kʰ,uAn,11,陰去
17561,n,a,44,陰去,kʰ,ø,22,陽上,kʰ,uəŋ,52,陰去,kʰ,uɛŋ,52,陰去,k,a,33,陰去,,,,,kʰ,uɛn,53,陰去,kʰ,uai,53,陰去,kʰ,uɐn,52,陰去,kʰ,uʌn,53,陰去,kʰ,uAn,11,陰去
17564,n,uŋ,35,陽去,n,ø,55,陽去,n,uəŋ,21,陽去,ŋ,yɛŋ,33,陽去,ȵ,ye,52,陽去,n,iə,33,陽去,n,ɛn,21,陽去,n,ai,21,陽去,n,ɐn,22,陽去,n,ʌn,11,陽去,n,An,33,陽去
17565,n,uŋ,35,陽去,n,ø,55,陽去,n,uəŋ,21,陽去,ŋ,yɛŋ,33,陽去,ȵ,ye,52,陽去,,,,,n,ɛn,21,陽去,n,ai,21,陽去,n,ɐn,22,陽去,n,ʌn,11,陽去,n,An,33,陽去
17570,m,uŋ,35,陽去,m,ø,55,陽去,m,uəŋ,21,陽去,m,ɛŋ,33,陽去,m,ie,52,陽去,,,,,m,ɛn,21,陽去,m,ai,21,陽去,m,oɵn,22,陽去,m,ʌn,11,陽去,m,An,33,陽去
17584,pʰ,uŋ,44,陰去,,,,,pʰ,uəŋ,52,陰去,pʰ,əŋ,52,陰去,p,ie,33,陰去,,,,,,,,,,,,,,,,,,,,,,,,
17585,pʰ,uŋ,44,陰去,,,,,pʰ,uəŋ,52,陰去,pʰ,əŋ,52,陰去,p,ie,33,陰去,,,,,,,,,,,,,,,,,,,,,,,,
17587,t,uŋ,35,陽去,t,ø,55,陽去,t,uã,21,陽去,l,yɛ̃,55,陰上,t,ie,52,陽去,,,,,t,ɛn,53,陰去,,,,,t,ɐn,22,陽去,t,ʌn,11,陽去,t,An,24,陽上
17588,t,uŋ,35,陽去,t,ø,55,陽去,t,uã,21,陽去,t,ɛŋ,33,陽去,t,ie,52,陽去,,,,,,,,,,,,,,,,,,,,,,,,
17589,t,uŋ,35,陽去,t,ø,55,陽去,t,uã,21,陽去,t,ɛŋ,33,陽去,t,ie,52,陽去,,,,,,,,,,,,,,,,,,,,,,,,
17592,tsʰ,uŋ,44,陰去,tʰ,ø,22,陽上,tʰ,uəŋ,52,陰去,tsʰ,yɛŋ,52,陰去,tsʰ,ye,33,陰去,tɕʰ,yə,21,陰去,tsʰ,ɛn,53,陰去,tsʰ,ai,53,陰去,tsʰ,ɐn,52,陰去,tsʰ,ʌn,53,陰去,tsʰ,An,11,陰去
17598,l,uŋ,35,陽去,l,ø,55,陽去,l,uã,21,陽去,l,yɛ̃,33,陽去,l,ye,52,陽去,l,iə,33,陽去,,,,,,,,,,,,,,,,,,,,
17606,x,ə,35,陽去,x,yɛŋ,55,陽去,h,uã,21,陽去,x,ɛŋ,33,陽去,x,ie,52,陽去,x,ai,33,陽去,h,ɛn,21,陽去,h,ai,21,陽去,h,ɐn,22,陽去,h,ʌn,11,陽去,h,An,33,陽去
17613,x,aŋ,44,陰去,x,aŋ,55,陽去,0,ø̃,52,陰去,x,ɛŋ,33,陽去,x,uŋ,52,陽去,x,aŋ,33,陽去,h,uaŋ,21,陽去,h,uŋ,21,陽去,h,on,22,陽去,h,oŋ,11,陽去,h,ɔŋ,33,陽去
17620,x,aŋ,44,陰去,x,aŋ,55,陽去,0,ø̃,52,陰去,x,ɛŋ,33,陽去,x,uŋ,52,陽去,,,,,,,,,,,,,,,,,,,,,,,,
17621,x,aŋ,35,陽去,x,aŋ,55,陽去,0,ø̃,52,陰去,x,əŋ,33,陽去,x,uŋ,52,陽去,x,aŋ,33,陽去,h,o,21,陽去,h,uŋ,21,陽去,h,əɯ,22,陽去,h,oŋ,11,陽去,h,ɔŋ,33,陽去
17639,tʰ,i,44,陰去,tʰ,i,22,陽上,tʰ,ã,52,陰去,tʰ,ɔ,52,陰去,tʰ,eŋ,33,陰去,tʰ,oi,21,陰去,tʰ,a,53,陰去,tʰ,ɔŋ,53,陰去,tʰ,o,52,陰去,tʰ,ɵ,53,陰去,tʰ,ɔŋ,11,陰去
17640,tʰ,i,44,陰去,tʰ,i,22,陽上,tʰ,ã,52,陰去,tʰ,ɔ,52,陰去,tʰ,eŋ,33,陰去,,,,,,,,,,,,,,,,,,,,,,,,
17641,tʰ,i,44,陰去,tʰ,i,22,陽上,tʰ,ã,52,陰去,tʰ,ɔ,52,陰去,tʰ,eŋ,33,陰去,tʰ,oŋ,21,陰去,,,,,,,,,,,,,,,,,,,,
17645,ŋ,aŋ,44,陰去,0,əŋ,52,陰平,0,ø̃,52,陰去,0,əŋ,52,陰去,ʔ,uŋ,33,陰去,0,ŋ,21,陰去,,,,,,,,,,,,,,,,,,,,
17646,0,aŋ,44,陰去,0,əŋ,22,陽上,0,ø̃,52,陰去,0,əŋ,52,陰去,ʔ,uŋ,33,陰去,0,ŋ,21,陰去,0,o,53,陰去,0,uŋ,53,陰去,0,əɯ,52,陰去,0,oŋ,53,陰去,0,ɔŋ,11,陰去
17652,l,i,35,陽去,l,i,55,陽去,t,ã,52,陰去,t,ɔ,33,陰入,t,eŋ,33,陰去,l,oi,21,陰去,t,a,21,陽去,t,ɔŋ,21,陽去,t,on,22,陽去,t,ɵn,11,陽去,t,ɔŋ,33,陽去
17661,,,,,,,,,t,ã,21,陽去,t,ɔ,33,陽去,t,eŋ,52,陽去,,,,,t,aŋ,21,陽去,t,ɔŋ,21,陽去,t,on,24,陽去,t,ɵn,11,陽去,t,ɔŋ,33,陽去
17664,t,a,35,陽去,t,ã,55,陽去,t,ã,21,陽去,t,ɔ,33,陽去,t,eŋ,52,陽去,,,,,t,aŋ,21,陽去,t,ɔŋ,21,陽去,t,on,24,陽去,t,ɵn,11,陽去,t,ɔŋ,33,陽去
17669,t,y,44,陰去,k,i,22,陽上,k,ø̃,52,陰去,k,əŋ,52,陰去,k,uŋ,33,陰去,k,aŋ,21,陰去,k,o,53,陰去,k,ɔŋ,53,陰去,k,on,52,陰去,k,uoŋ,53,陰去,k,ɔŋ,11,陰去
17670,,,,,,,,,,,,,,,,,,,,,k,aŋ,44,陰平,,,,,,,,,,,,,,,,,,,,
17679,0,aŋ,35,陽去,0,aŋ,52,陰平,0,ø̃,52,陰去,ŋ,ɛŋ,33,陽去,x,uŋ,52,陽去,ŋ,aŋ,33,陽去,ŋ,io,21,陽去,ȵ,iɔŋ,21,陽去,ŋ,əɯ,22,陽去,ŋ,ɵn,11,陽去,ŋ,ɔŋ,33,陽去
17691,t,iu,44,陰去,tsʰ,iɔ,22,陽上,h,ø̃,52,陰去,x,ɛŋ,52,陰去,kʰ,uŋ,33,陰去,kʰ,aŋ,21,陰去,,,,,,,,,kʰ,on,52,陰去,,,,,kʰ,ɔŋ,11,陰去
17694,x,aŋ,44,陰去,x,aŋ,35,陰入,h,ø̃,52,陰去,x,ɛŋ,33,陽去,x,uŋ,33,陰去,x,aŋ,21,陰去,h,uaŋ,53,陰去,h,uŋ,53,陰去,h,on,52,陰去,h,oŋ,53,陰去,h,ɔŋ,11,陰去
17703,l,i,35,陽去,l,i,55,陽去,l,ã,21,陽去,l,ɔ,33,陽去,l,eŋ,52,陽去,l/p,oi/iə,33/55,陽去/陰入,l,a,21,陽去,l,ɔŋ,21,陽去,,,,,l,ɵn,11,陽去,l,ɔŋ,33,陽去
17704,l,i,35,陽去,l,i,55,陽去,l,ã,21,陽去,l,ɔ,33,陽去,l,eŋ,52,陽去,,,,,l,a,21,陽去,l,ɔŋ,21,陽去,,,,,l,ɵn,11,陽去,l,ɔŋ,33,陽去
