# 徽語
id,旌德(安徽省志)_聲母,旌德(安徽省志)_韻母,旌德(安徽省志)_調值,旌德(安徽省志)_調類,績溪(安徽省志)_聲母,績溪(安徽省志)_韻母,績溪(安徽省志)_調值,績溪(安徽省志)_調類,黃山(湯口)(安徽省志)_聲母,黃山(湯口)(安徽省志)_韻母,黃山(湯口)(安徽省志)_調值,黃山(湯口)(安徽省志)_調類,黟縣(安徽省志)_聲母,黟縣(安徽省志)_韻母,黟縣(安徽省志)_調值,黟縣(安徽省志)_調類,祁門(安徽省志)_聲母,祁門(安徽省志)_韻母,祁門(安徽省志)_調值,祁門(安徽省志)_調類,屯溪(安徽省志)_聲母,屯溪(安徽省志)_韻母,屯溪(安徽省志)_調值,屯溪(安徽省志)_調類
13302,s,a,213,上聲,s,o,213,上聲,ɬ,a,213,上聲,ʃ,a,53,上聲,s,a,42,上聲,s,ɔ,31,陰上
13312,tɕʰ,iæ,213,上聲,tɕʰ,iõ,213,上聲,tɬʰ,iɔ,213,上聲,tʃʰ,iŋ,53,上聲,tsʰ,iã,42,上聲,tsʰ,iau,24,陽上
13389,tɕʰ,iæ,213,上聲,tɕʰ,iõ,213,上聲,tɕʰ,iɔ,213,上聲,tʃʰ,iŋ,53,上聲,tʂʰ,ɔ̃,42,上聲,tɕʰ,iau,31,陰上
13397,tɕʰ,iæ,213,上聲,tɕʰ,iõ,213,上聲,tɕʰ,iɔ,213,上聲,tʃʰ,iŋ,53,上聲,tʂʰ,ɔ̃,42,上聲,tɕ,iau,24,陽上
13423,m,o,213,上聲,m,õ,213,上聲,m/v,ɔ,213,上聲,m,ɔŋ,53,上聲,ŋ,ũɐ̆,42,上聲,m,au,31,陰上
13424,m,o,213,上聲,m,õ,213,上聲,m/v,ɔ,213,上聲,m,ɔŋ,53,上聲,ŋ,ũɐ̆,42,上聲,m,au,31,陰上
13637,m,əŋ,213,上聲,m,ɑ̃,213,上聲,m,əŋ,213,上聲,m,ɑŋ/ɑ,53,上聲,m,ɐŋ,42,上聲,m,an,24,陽上
13658,t,a,213,上聲,t,ɔ,213,上聲,t,ɑ,213,上聲,t,ɑ,53,上聲,t,a,42,上聲,t,a,31,陰上
13659,l,e,213,上聲,l,ɑ̃/ɛ̃i,213,上聲,l,ɐ,213,上聲,l,ɛɐ,53,上聲,n,æ̃,42,上聲,l,ɛ,24,陽上
13680,tɕʰ,iŋ,213,上聲,tɕʰ,iɑ̃,22,陽去,tɕʰ,ie,53,陰去,tʃʰ,ɛɐ̆,53,上聲,tsʰ,æ̃,42,上聲,tɕʰ,iɛ,24,陽上
13705,l,iŋ,213,上聲,n,iɑ̃,213,上聲,l,e,213,上聲,l,ɛɐ̆,53,上聲,n,æ̃,42,上聲,l,ɛ,31,陰上
13712,p,iŋ,213,上聲,p,iɑ̃,213,上聲,p,e,213,上聲,p,ɛɐ̆,53,上聲,p,æn,42,上聲,p,ɛ,31,陰上
13717,tɕʰ,iŋ,213,上聲,tɕʰ,yɛ̃i,213,上聲,tɕʰ,ye,213,上聲,tʃʰ,yɛi,21,陰平,tɕʰ,yæn,11,陰平,tɕʰ,yn,31,陰上
13718,tɕʰ,iŋ,213,上聲,tɕʰ,yɛ̃i,213,上聲,tɕʰ,ye,213,上聲,tʃʰ,yɛi,21,陰平,tɕʰ,yæn,11,陰平,tɕʰ,yn,31,陰上
13848,t,əŋ,213,上聲,t,iɑ̃/ɑ̃,213,上聲,t,ɐ,213,上聲,t,ɛɐ̆,53,上聲,t,æ̃,42,上聲,t,ɛ,31,陰上
13851,kʰ,əŋ,213,上聲,kʰ,ɑ̃,213,上聲,kʰ,iɐ,213,上聲,tʃʰ,iɛɐ̆,53,上聲,tɕʰ,iæn,42,上聲,tɕʰ,in,31,陰上
13852,kʰ,əŋ,213,上聲,kʰ,ɑ̃,213,上聲,kʰ,iɐ,213,上聲,tʃʰ,iɛɐ̆,53,上聲,tɕʰ,iæn,42,上聲,tɕʰ,in,31,陰上
13863,l,iu,213,上聲,l,ɪi,213,上聲,l,iɷ,213,上聲,l,ɐɯ,53,上聲,l,e,42,上聲,l,iu,31,陰上
13878,ȵ,iu,213,上聲,n,ɪi,213,上聲,n,iɷ,213,上聲,ȵ,iɐɯ,53,上聲,ȵ,ie,42,上聲,ȵ,iu,31,陰上
13899,tɕ,iu,213,上聲,tɕ,iɵ,213,上聲,tɕ,iɷ,213,上聲,tʃ,ɐɯ,53,上聲,tɕ,ie,42,上聲,tɕ,iu,31,陰上
13916,f,u,213,上聲,f,u,213,上聲,f,u,22,陽去,f,u,53,上聲,f,u,42,上聲,f,u,24,陽上
14000,tɕ,iu,213,上聲,ts,ɪi,213,上聲,tɬ,iɷ,213,上聲,tʃ,ɐɯ,53,上聲,ts,e,42,上聲,ts,iu,31,陰上
14017,x,i,213,上聲,x,ɪi,213,上聲,x,ɔ,22,陽去,ʃ,ɐɯ,53,上聲,ɕ,ie,42,上聲,ɕ,iu,31,陰上
14018,x,i,213,上聲,x,ɪi,213,上聲,x,ɔ,22,陽去,ʃ,ɐɯ,53,上聲,ɕ,ie,42,上聲,ɕ,iu,31,陰上
14029,m,u,213,上聲,m,ɵ,213,上聲,m,ɷ,213,上聲,m,əɐ̆,53,上聲,m,e,42,上聲,m,ə,31,陰上
14030,m,u,213,上聲,m,ɵ,213,上聲,m,ɷ,213,上聲,m,əɐ̆,53,上聲,m,e,42,上聲,m,ə,31,陰上
14031,m,u,213,上聲,m,ɵ,213,上聲,m,ɷ,213,上聲,m,əɐ̆,53,上聲,m,e,42,上聲,m,ə,31,陰上
14067,k,i,213,上聲,k,ɪi,213,上聲,k,ɔ,213,上聲,tʃ,ɐɯ,53,上聲,tɕ,ie,42,上聲,tɕ,iu,31,陰上
14136,tɕ,iu,213,上聲,ts,ɪi,213,上聲,tɬ,ɔ,213,上聲,s,əɐ̆,53,上聲,ts,ɔ,42,上聲,ts,ə,31,陰上
14137,kʰ,i,213,上聲,kʰ,ɪi,213,上聲,kʰ,ɔ,213,上聲,tʃʰ,ɐɯ,53,上聲,tɕʰ,ie,42,上聲,tɕʰ,iu,31,陰上
14258,pʰ,iŋ,213,上聲,p,iɑ̃,213,上聲,pʰ,e,213,上聲,pʰ,ɛi,53,上聲,pʰ,æn,42,上聲,pʰ,in,31,陰上
14266,k,e,213,上聲,k,ɔ,213,上聲,k,ɑ,213,上聲,k,uɑŋ,53,上聲,k,ɔ̃,42,上聲,k,ɛ,31,陰上
14339,kʰ,æ,213,上聲,kʰ,ɔ,213,上聲,kʰ,ɑ,213,上聲,kʰ,ɑ,324,陰去,kʰ,ɔ̃,42,上聲,kʰ,ɛ,31,陰上
14384,k,e,213,上聲,k,ɔ,213,上聲,k,ɑ,213,上聲,k,uɑŋ,53,上聲,k,ɔ̃,42,上聲,k,ɛ,31,陰上
14385,k,e,213,上聲,k,ɔ,213,上聲,k,ɑ,213,上聲,k,uɑŋ,53,上聲,k,ɔ̃,42,上聲,k,ɛ,31,陰上
14386,k,e,213,上聲,k,ɔ,213,上聲,k,ɑ,213,上聲,k,uɑŋ,53,上聲,k,ɔ̃,42,上聲,k,ɛ,31,陰上
14387,k,e,213,上聲,k,ɔ,213,上聲,k,ɑ,213,上聲,k,uɑŋ,53,上聲,k,ɔ̃,42,上聲,k,ɛ,31,陰上
14407,t,æ,213,上聲,t,ɔ,213,上聲,t,ɑ,213,上聲,t,ɔɐ̆,53,上聲,t,ɔ̃,42,上聲,t,ɔ,31,陰上
14429,x,æ,213,上聲,x,ɔ,213,上聲,x,ɑ,213,上聲,,,,,,,,,x,uɐ̆,31,陰上
14430,x,æ,213,上聲,x,ɔ,213,上聲,x,ɑ,213,上聲,,,,,,,,,x,uɐ̆,31,陰上
14505,ɕ,yi/i,213,上聲,ɕ,yɛ̃i,35,陰去,ɕ,iĔ,213,上聲,ʃ,iɐ̆,53,上聲,tʂ,ĩɐ̆,42,上聲,ɕ,iɐ̆,31,陰上
14553,t,i,213,上聲,t,ɛ̃i,213,上聲,t,iĔ,213,上聲,t,iɐ̆,53,上聲,t,iɐ̆,42,上聲,t,iɐ̆,31,陰上
14609,k,æ,213,上聲,k,ɔ,213,上聲,k,ɑ,213,上聲,k,ɔɐ̆,53,上聲,k,ɔ̃,42,上聲,k,ɔ,31,陰上
14616,ts,æ,213,上聲,ts,ɔ,213,上聲,tɬ,ɑ,213,上聲,ts,ɔɐ̆,53,上聲,ts,ɔ̃,42,上聲,ts,ɔ,31,陰上
14619,k,e,35,陰平,k,ɑ̃,31,陰平,k,iɐ,55,陰平,k,uɑŋ,21,陰平,k,uæ̃,11,陰平,k,uɛ,33,陰平
14651,f,æ,213,上聲,f,ɔ,22,陽去,f,ɑ,22,陽去,f,ɔɐ̆,53,上聲,f,uɐ̆,42,上聲,f,uɐ̆,24,陽上
14669,f,əŋʔ,55,入聲,f,ɑ̃,22,陽去,f,əŋ,22,陽去,f,ɑŋʔ,32,陰入,f,ɐŋ,33,陽去,f,an,24,陽上
14670,f,əŋʔ,55,入聲,f,ɑ̃,22,陽去,f,əŋ,22,陽去,f,ɑŋʔ,32,陰入,f,ɐŋ,33,陽去,f,an,24,陽上
14778,0,iŋʔ,55,入聲,0,yɑ̃,22,陽去,0,iəŋ,22,陽去,0,iɑŋʔ,32,陰入,ȵ,iɐŋ,35,陰入,0,in,212,陽去
14787,kʰ,uəŋʔ,55,入聲,kʰ,uɑ̃,22,陽去,k,əŋ,53,陰去,tʃʰ,ɑŋʔ,32,陰入,tɕʰ,iɐŋ,33,陽去,k,aŋ,212,陽去
14910,tsʰ,ɿ,213,上聲,tsʰ,ɿ,35,陰去,tɬ,l̩,53,陰去,tsʰ,ɿ,324,陰去,tsʰ,ɿ,213,陰去,tsʰ,ɿ,212,陽去
14911,tsʰ,ɿ,213,上聲,tsʰ,ɿ,35,陰去,tɬ,l̩,53,陰去,tsʰ,ɿ,324,陰去,tsʰ,ɿ,213,陰去,tsʰ,ɿ,212,陽去
14997,s,uɪ,213,上聲,s,uei,22,陽去,ɬ,ue,22,陽去,ʃ,yɛi,324,陰去,ɕ,y,55,陽平,ɕ,y,212,陽去
15035,v,ɪʔ,55,入聲,v,ɪi,22,陽去,v,ɐ,22,陽去,0,uɛiʔ,32,陰入,0,uei,33,陽去,0,y,42,陰去
15070,ts,uɪ,213,上聲,tɕ,y,35,陰去,tɬ,y,53,陰去,tʃ,yɛi,324,陰去,ts,y,213,陰去,ts,i,42,陰去
15082,l,ɪʔ,55,入聲,n,ɿ,22,陽去,l,y,22,陽去,l,ɛiʔ,32,陰入,l,i,33,陽去,l,i,212,陽去
15244,0,ɚʔ,55,入聲,0,ɛ̃,22,陽去,0,ɚ,22,陽去,0,əɐ̆ʔ,32,陰入,0,ɚ,33,陽去,0,ɚ,212,陽去
15245,0,ɚʔ,55,入聲,0,ɛ̃,22,陽去,0,ɚ,22,陽去,0,əɐ̆ʔ,32,陰入,0,ɚ,33,陽去,0,ɚ,212,陽去
15311,tʰ,iʔ,55,入聲,tsʰ,ɿ,22,陽去,tʰ,i,22,陽去,tʰ,ɛiʔ,32,陰入,tʰ,i,33,陽去,tʰ,i,212,陽去
15312,tʰ,iʔ,55,入聲,tsʰ,ɿ,22,陽去,tʰ,i,22,陽去,tʰ,ɛiʔ,32,陰入,tʰ,i,33,陽去,tʰ,i,212,陽去
15364,tsʰ,ɿʔ,55,入聲,tsʰ,ɿ,22,陽去,tɕ,i,22,陽去,ts,ɿʔ,32,陰入,tʂʰ,ɿ,33,陽去,tɕ,i,212,陽去
15367,tsʰ,ɿʔ,55,入聲,tsʰ,ɿ,22,陽去,tɬʰ,l̩,22,陽去,tsʰ,ɿʔ,32,陰入,tsʰ,ɿ,33,陽去,tsʰ,ɿ,212,陽去
15392,tsʰ,ɿʔ,55,入聲,tsʰ,ɿ,22,陽去,tɬʰ,l̩,22,陽去,tsʰ,ɿʔ,32,陰入,tsʰ,ɿ,33,陽去,tsʰ,ɿ,212,陽去
15439,s,ɿʔ,55,入聲,s,ɿ,22,陽去,ɬ,l̩,22,陽去,s,ɿʔ,32,陰入,ɕ,i,33,陽去,s,ɿ,212,陽去
15583,tsʰ,ɿ,213,上聲,tsʰ,ɿ,35,陰去,tɕʰ,i,53,陰去,tʃʰ,ɛi,324,陰去,tɕʰ,i,213,陰去,tɕʰ,i,42,陰去
15584,tsʰ,ɿ,213,上聲,tsʰ,ɿ,35,陰去,tɕʰ,i,53,陰去,tʃʰ,ɛi,324,陰去,tɕʰ,i,213,陰去,tɕʰ,i,42,陰去
15639,kʰ/tsʰ,i/ʮ,213,上聲上聲,kʰ/tɕʰ,ɪi/y,35,陰去陰去,kʰ/tɕʰ,i/y,53,陰去陰去,kʰ/tɕʰ,ɐɯ/yɛi,324,陰去陰去,tɕʰ,i,213,陰去,kʰ/tɕʰ,ə/y,42,陰去陰去
15731,0,ʮ,213,上聲,n,y,22,陽去,0,y,22,陽去,ȵ,yɛiʔ,32,陰入,0,y,33,陽去,0,y,31,陰上
15778,ts,ʮ,213,上聲,tɕ,y,35,陰去,tɕ,y,53,陰去,tʃ,yɛi,324,陰去,tɕ,y,213,陰去,tɕ,y,42,陰去
15860,tsʰ,ʮ,213,上聲,tɕʰ,y,35,陰去,tɬʰ,y,53,陰去,tʃʰ,yɛi,324,陰去,tsʰ,y,213,陰去,tsʰ,i,42,陰去
15883,m,uʔ,55,入聲,m,ɵ,22,陽去,m,u,22,陽去,m,ɑuʔ,32,陰入,m,u,33,陽去,m,u,212,陽去
15891,l,uʔ,55,入聲,l,u,22,陽去,l,u,53,陰去,l,uʔ,32,陰入,l,u,33,陽去,l,ou,212,陽去
15989,l,u,213,上聲,l,u,213,上聲,n,u,53,陰去,l,uʔ,32,陰入,l,u,33,陽去,l,ou,212,陽去
15990,p,u,213,上聲,p,u,35,陰去,p,u,53,陰去,p,u,324,陰去,p,u,213,陰去,p,u,42,陰去
16019,pʰ,uʔ,55,入聲,pʰ,u,22,陽去,p,u,22,陽去,pʰ,uʔ,32,陰入,pʰ,u,33,陽去,pʰ,u,212,陽去
16164,s,ɿʔ,55,入聲,s,ɿ,22,陽去,ɕ,i,53,陰去,ʃ,ɛɐ̆ʔ,32,陰入,ɕ,iɐ̆,33,陽去,ɕ,ie,212,陽去
16165,s,ɿʔ,55,入聲,s,ɿ,22,陽去,ɕ,i,53,陰去,ʃ,ɛɐ̆ʔ,32,陰入,ɕ,iɐ̆,33,陽去,ɕ,ie,212,陽去
16192,0,ɿ,213,上聲,0,ɿ,35,陰去,0,i,53,陰去,0,iɛɐ̆,324,陰去,0,iɐ̆,213,陰去,0,ie,42,陰去
16204,p,i,213,上聲,p,ɿ,35,陰去,p,i,53,陰去,p,ɛi,324,陰去,p,i,213,陰去,p,e,42,陰去
16205,p,i,213,上聲,p,ɿ,35,陰去,p,i,53,陰去,p,ɛi,324,陰去,p,i,213,陰去,p,e,42,陰去
16209,x,uɪʔ,53,陰去,x,uei,35,陰去,x,uɐ,53,陰去,ʃ,yɛiʔ,32,陰入,x,uei,213,陰去,ɕ,ye,212,陽去
16222,k,uɪ,213,上聲,k,uei,35,陰去,k,uɐ,53,陰去,tʃ,yɛi,324,陰去,tɕ,yɐ̆,213,陰去,tɕ,ye,42,陰去
16223,k,uɪ,213,上聲,k,uei,35,陰去,k,uɐ,53,陰去,tʃ,yɛi,324,陰去,tɕ,yɐ̆,213,陰去,tɕ,ye,42,陰去
16224,k,uɪ,213,上聲,k,uei,35,陰去,k,uɐ,53,陰去,tʃ,yɛi,324,陰去,tɕ,yɐ̆,213,陰去,tɕ,ye,42,陰去
16225,k,uɪ,213,上聲,k,uei,35,陰去,k,uɐ,53,陰去,tʃ,yɛi,324,陰去,tɕ,yɐ̆,213,陰去,tɕ,ye,42,陰去
16288,ts,ɿ,213,上聲,ts,ɿ,35,陰去,tɬ,i,53,陰去,tʃ,ɛɐ̆,324,陰去,ts,iɐ̆,213,陰去,ts,e,42,陰去
16325,tsʰ,uɪ,213,上聲,tsʰ,ei,35,陰去,tɬʰ,uɐ,53,陰去,tʃʰ,ɛi,324,陰去,tsʰ,y,213,陰去,tsʰ,e,42,陰去
16326,tsʰ,uɪ,213,上聲,tsʰ,ei,35,陰去,tɬʰ,uɐ,53,陰去,tʃʰ,ɛi,324,陰去,tsʰ,y,213,陰去,tsʰ,e,42,陰去
16327,tsʰ,uɪ,213,上聲,tsʰ,ei,35,陰去,tɬʰ,uɐ,53,陰去,tʃʰ,ɛi,324,陰去,tsʰ,y,213,陰去,tsʰ,e,42,陰去
16335,0,yɪʔ,55,入聲,l,uei,22,陽去,l,uɐ,53,陰去,0,yɛi,324,陰去,0,yɐ̆,33,陽去,0/l,ye/ue,212,陽去陽去
16352,s,uɪ,213,上聲,ɕ,y,35,陰去,ɬ,y,53,陰去,ʃ,uɐɯ,324,陰去,ɕ,yɐ̆,213,陰去,s,e,42,陰去
16363,pʰ,ɿʔ,55,入聲,pʰ,ɿ,22,陽去,pʰ,i,22,陽去,p,ɛi,324,陰去,pʰ,i,42,上聲,p,e,212,陽去
16384,k,uɪ,213,上聲,k,uei,35,陰去,k,uɐ,53,陰去,tʃ,yɛi,324,陰去,tɕ,yɐ̆,213,陰去,tɕ,ye,42,陰去
16401,ts,ɿ,213,上聲,ts,ɿ,35,陰去,tɕ,i,53,陰去,ts,ɿ,324,陰去,tʂ,ei,213,陰去,tɕ,ie,42,陰去
16402,ts,ɿ,213,上聲,ts,ɿ,35,陰去,tɕ,i,53,陰去,ts,ɿ,324,陰去,tʂ,ei,213,陰去,tɕ,ie,42,陰去
16466,ȵ,iʔ,55,入聲,n,ɿ,22,陽去,n,i,22,陽去,ȵ,iɛiʔ,32,陰入,0,i,33,陽去,ȵ,i,212,陽去
16512,s,ɿ,213,上聲,s,ɿ,35,陰去,ɕ,i,53,陰去,ʃ,ɛɐ̆,324,陰去,ɕ,iɐ̆,213,陰去,ɕ,ie,42,陰去
16550,tʰ,a,213,上聲,tʰ,ɔ,35,陰去,tʰ,ɑ,53,陰去,tʰ,ɑ,324,陰去,tʰ,a,213,陰去,tʰ,a,42,陰去
16552,k,a,213,上聲,k,æ,35,陰去,k,iɐ,53,陰去,k,uɐɯ,324,陰去,k,ua,213,陰去,k,uə,42,陰去
16581,x,aʔ,55,入聲,x,æ,22,陽去,x,ɐ,22,陽去,x,uɐɯʔ,32,陰入,x,ua,33,陽去,x,uə,212,陽去
16592,p,a,213,上聲,p,æ,35,陰去,p,ɐ,53,陰去,p,ɛi,324,陰去,p,a,213,陰去,p,i,42,陰去
16635,x,uaʔ,55,入聲,x,uæ,22,陽去,x,uɐ,213,上聲,x,uɐɯʔ,32,陰入,x,ua,33,陽去,x,uə,212,陽去
16639,ts,uɪ,213,上聲,ts,uei,35,陰去,tɬ,uɐ,53,陰去,tʃ,uɐɯ,324,陰去,ts,yɐ̆,42,上聲,ts,ə,42,陰去
16683,tsʰ,a,213,上聲,tsʰ,æ,35,陰去,tɬʰ,ɐ,53,陰去,tʃʰ,a,324,陰去,tsʰ,a,213,陰去,tsʰ,a,42,陰去
16684,tsʰ,a,213,上聲,tsʰ,æ,35,陰去,tɬʰ,ɐ,53,陰去,tʃʰ,a,324,陰去,tsʰ,a,213,陰去,tsʰ,a,42,陰去
16716,k,uɔ,213,上聲,k,o,35,陰去,k,uɐ̆,53,陰去,k,uɐ̆,324,陰去,k,uɐ̆,213,陰去,k,uɐ̆,42,陰去
16717,k,uɔ,213,上聲,k,o,35,陰去,k,uɐ̆,53,陰去,k,uɐ̆,324,陰去,k,uɐ̆,213,陰去,k,uɐ̆,42,陰去
16736,x,uɔʔ,55,入聲,0,o,22,陽去,0,uɐ̆,22,陽去,x,uɐ̆ʔ,32,陰入,x,uɐ̆,33,陽去,x,uɐ̆,212,陽去
16780,k,ua,213,上聲,k,uɔ,35,陰去,k,uɑ,53,陰去,k,uɑ,324,陰去,k,ua,213,陰去,k,ua,42,陰去
16781,k,ua,213,上聲,k,uɔ,35,陰去,k,uɑ,53,陰去,k,uɑ,324,陰去,k,ua,213,陰去,k,ua,42,陰去
16784,x,uaʔ,55,入聲,v,ɔ,22,陽去,v,ɐ̆,22,陽去,x,uɑʔ,32,陰入,x,uɐ̆,33,陽去,0,ua,212,陽去
16785,x,uaʔ,55,入聲,v,ɔ,22,陽去,v,ɐ̆,22,陽去,x,uɑʔ,32,陰入,x,uɐ̆,33,陽去,0,ua,212,陽去
16795,k,a,213,上聲,k,ɔ,35,陰去,k,ɑ,53,陰去,k,ɑ,324,陰去,k,a,213,陰去,k,a,42,陰去
16850,p,a,213,上聲,p,ɔ,35,陰去,p,ɑ,53,陰去,p,ɑ,324,陰去,p,a,213,陰去,p,a,42,陰去
16851,p,a,213,上聲,p,ɔ,35,陰去,p,ɑ,53,陰去,p,ɑ,324,陰去,p,a,213,陰去,p,a,42,陰去
16855,x,uaʔ,55,入聲,v,ɔ,22,陽去,v,ɐ̆,22,陽去,x,uɑʔ,32,陰入,x,uɐ̆,33,陽去,0,ua,212,陽去
16856,x,uaʔ,55,入聲,v,ɔ,22,陽去,v,ɐ̆,22,陽去,x,uɑʔ,32,陰入,x,uɐ̆,33,陽去,0,ua,212,陽去
16890,kʰ,ua,213,上聲,kʰ,uɔ,35,陰去,kʰ,uɑ,53,陰去,kʰ,uɑ,324,陰去,kʰ,ua,213,陰去,kʰ,ua,42,陰去
16899,x,uɔʔ,55,入聲,v,ɔ,22,陽去,0,uɐ̆,22,陽去,0,uɐ̆ʔ,32,陰入,x,uɐ̆,33,陽去,0,uɐ̆,212,陽去
16900,pʰ,aʔ,55,入聲,pʰ,ɔ,22,陽去,pʰ,ɑ,22,陽去,pʰ,ɑʔ,32,陰入,pʰ,a,33,陽去,p,a,212,陽去
16901,pʰ,aʔ,55,入聲,pʰ,ɔ,22,陽去,pʰ,ɑ,22,陽去,pʰ,ɑʔ,32,陰入,pʰ,a,33,陽去,p,a,212,陽去
16954,m,aʔ,55,入聲,m,æ,22,陽去,m,ɐ,22,陽去,m,əɐ̆ʔ,32,陰入,m,a,33,陽去,m,ə,212,陽去
17029,kʰ,ua,213,上聲,kʰ,uæ,35,陰去,kʰ,uɑ,53,陰去,kʰ,uɑ,324,陰去,kʰ,ua,213,陰去,kʰ,ua,42,陰去
17030,kʰ,ua,213,上聲,kʰ,uæ,35,陰去,kʰ,uɑ,53,陰去,kʰ,uɑ,324,陰去,kʰ,ua,213,陰去,kʰ,ua,42,陰去
17032,s,a,213,上聲,s,æ,35,陰去,ɬ,ɐ,53,陰去,ʃ,uɐɯ,324,陰去,s,yɐ̆,213,陰去,s,ə,42,陰去
17106,ŋ,a,213,上聲,ŋ,æ,35,陰去,ŋ,iɐ,53,陰去,0,uɐɯ,324,陰去,ŋ,ua,213,陰去,v,ə,42,陰去
17157,f,ɪ,213,上聲,f,ɪi,35,陰去,f,e,53,陰去,f,ɛi,324,陰去,f,i,213,陰去,f,e,42,陰去
17167,f,ɪ,213,上聲,f,ɪi,35,陰去,f,e,53,陰去,pʰ,ɛi,324,陰去,pʰ,i,33,陽去,f,e,42,陰去
17294,tɕ,iŋ,213,上聲,tɕ,iɑ̃,35,陰去,tɬ,e,53,陰去,tʃ,ɛi,324,陰去,ts,æn,213,陰去,ts,in,42,陰去
17320,tɕʰ,iŋ,213,上聲,tɕʰ,iɑ̃,35,陰去,tɬʰ,ɐ,53,陰去,tsʰ,ɿ,324,陰去,tsʰ,æn,213,陰去,tɕʰ,in,42,陰去
17364,tɕ,iŋ,213,上聲,tɕ,yɑ̃,35,陰去,tɬ,e,53,陰去,tʃ,yɛi,324,陰去,ts,æn,213,陰去,ts,in,42,陰去
17365,tɕ,iŋ,213,上聲,tɕ,yɑ̃,35,陰去,tɬ,e,53,陰去,tʃ,yɛi,324,陰去,ts,æn,213,陰去,ts,in,42,陰去
17384,ȵ,iŋʔ,55,入聲,0,yɑ̃,35,陰去,0,ye,22,陽去,0,yɛiʔ,32,陰入,0,yæn,33,陽去,0,yn,212,陽去
17387,ɕ,yŋʔ,55,入聲,ɕ,yɑ̃,22,陽去,ɕ,ye,22,陽去,s,uʔ,32,陰入,ɕ,yæn,33,陽去,ɕ,yn,212,陽去
17400,0,iŋʔ,55,入聲,0,yɑ̃,22,陽去,0,ye,53,陰去,0,yɛiʔ,32,陰入,0,yæn,33,陽去,0,yn,212,陽去
17416,ɕ,yŋ,213,上聲,ɕ,yɑ̃,35,陰去,ɕ,ye,53,陰去,ʃ,uɛi,324,陰去,ɕ,yæn,213,陰去,ɕ,yn,42,陰去
17501,f,æʔ,55,入聲,f,ɔ,22,陽去,f,ɑ,22,陽去,f,ɔɐ̆ʔ,32,陰入,f,ũɐ̆,33,陽去,f,uɐ̆,212,陽去
17502,f,æʔ,55,入聲,f,ɔ,22,陽去,f,ɑ,22,陽去,f,ɔɐ̆ʔ,32,陰入,f,ũɐ̆,33,陽去,f,uɐ̆,212,陽去
17517,tɕ,i,213,上聲,tɕ,iɪ̃,35,陰去,tɕ,iĔ,53,陰去,tʃ,iɐ̆,324,陰去,tɕ,iɐ̆,213,陰去,tɕ,iɐ̆,42,陰去
17598,l,eʔ,55,入聲,l,ɑ̃,22,陽去,l,ɐ,22,陽去,n,uɑŋʔ,32,陰入,l,ỹɐ̆,55,陽平,l,uɐ,33,陰平
17850,pʰ,o,213,上聲,pʰ,õ,35,陰去,pʰ,ɔ,53,陰去,pʰ,ɔŋ,324,陰去,pʰ,ũɐ̆,213,陰去,pʰ,au,42,陰去
17870,ŋ,æʔ,55,入聲,ŋ,ɔ,22,陽去,ŋ,ɑ,22,陽去,ŋ,ɔɐ̆ʔ,32,陰入,ŋ,ɔ̃,33,陽去,ŋ,ɔ,212,陽去
17871,ŋ,æʔ,55,入聲,ŋ,ɔ,22,陽去,ŋ,ɑ,22,陽去,ŋ,ɔɐ̆ʔ,32,陰入,ŋ,ɔ̃,33,陽去,ŋ,ɔ,212,陽去
17872,ŋ,æʔ,55,入聲,ŋ,ɔ,22,陽去,ŋ,ɑ,22,陽去,ŋ,ɔɐ̆ʔ,32,陰入,ŋ,ɔ̃,33,陽去,ŋ,ɔ,212,陽去
17891,m,ɔʔ,55,入聲,m,ɔ,22,陽去,m,ɔ,53,陰去,m,ɔĕʔ,32,陰入,m,ɔ,33,陽去,m,ɔ,212,陽去
17941,pʰ,æʔ,55,入聲,pʰ,ɔ,22,陽去,pʰ,ɑ,22,陽去,pʰ,ɔɐ̆ʔ,32,陰入,pʰ,ũɐ̆,33,陽去,pʰ,uɐ̆,212,陽去
17983,ɕ,iʔ,55,入聲,ɕ,iɪ̃,35,陰去,ɕ,iĔ,22,陽去,0,yɐ̆ʔ,32,陰入,ɕ,ĩɐ̆,33,陽去,0,yɐ̆,212,陽去
17984,ɕ,iʔ,55,入聲,ɕ,iɪ̃,35,陰去,ɕ,iĔ,22,陽去,0,yɐ̆ʔ,32,陰入,ɕ,ĩɐ̆,33,陽去,0,yɐ̆,212,陽去
18112,ɕ,i,213,上聲,s,ɛ̃i,35,陰去,ɬ,iĔ,53,陰去,ʃ,iɐ̆,324,陰去,s,ĩɐ̆,213,陰去,s,iɐ̆,42,陰去
18113,ɕ,i,213,上聲,s,ɛ̃i,35,陰去,ɬ,iĔ,53,陰去,ʃ,iɐ̆,324,陰去,s,ĩɐ̆,213,陰去,s,iɐ̆,42,陰去
18315,t,iɔ,213,上聲,t,ie,35,陰去,t,iɑ,53,陰去,t,iu,324,陰去,t,ia,213,陰去,t,iu,42,陰去
18319,tɕ,iɔ,213,上聲,tɕ,ie,35,陰去,tɕ,iɑ,53,陰去,tʃ,iu,324,陰去,tɕ,iɯɐ̆,213,陰去,tɕ,io,42,陰去
