# 平話
id,寧遠(清水橋)_聲母,寧遠(清水橋)_韻母,寧遠(清水橋)_調值,寧遠(清水橋)_調類,龍勝(紅瑤)_聲母,龍勝(紅瑤)_韻母,龍勝(紅瑤)_調值,龍勝(紅瑤)_調類,靈川(三街)_聲母,靈川(三街)_韻母,靈川(三街)_調值,靈川(三街)_調類,靈川(潭下)_聲母,靈川(潭下)_韻母,靈川(潭下)_調值,靈川(潭下)_調類,桂林(朝陽)_聲母,桂林(朝陽)_韻母,桂林(朝陽)_調值,桂林(朝陽)_調類,桂林(雁山竹園)_聲母,桂林(雁山竹園)_韻母,桂林(雁山竹園)_調值,桂林(雁山竹園)_調類,臨桂(兩江)_聲母,臨桂(兩江)_韻母,臨桂(兩江)_調值,臨桂(兩江)_調類,永福(桃城)_聲母,永福(桃城)_韻母,永福(桃城)_調值,永福(桃城)_調類,陽朔(驥馬)_聲母,陽朔(驥馬)_韻母,陽朔(驥馬)_調值,陽朔(驥馬)_調類,臨桂(五通)_聲母,臨桂(五通)_韻母,臨桂(五通)_調值,臨桂(五通)_調類,融水(融水鎮)_聲母,融水(融水鎮)_韻母,融水(融水鎮)_調值,融水(融水鎮)_調類,平樂(青龍)_聲母,平樂(青龍)_韻母,平樂(青龍)_調值,平樂(青龍)_調類,富寧(剝隘)_聲母,富寧(剝隘)_韻母,富寧(剝隘)_調值,富寧(剝隘)_調類,百色(那畢)(平話音韻研究)_聲母,百色(那畢)(平話音韻研究)_韻母,百色(那畢)(平話音韻研究)_調值,百色(那畢)(平話音韻研究)_調類,馬山(喬利)_聲母,馬山(喬利)_韻母,馬山(喬利)_調值,馬山(喬利)_調類,田東(林逢)_聲母,田東(林逢)_韻母,田東(林逢)_調值,田東(林逢)_調類,賓陽(蘆墟)_聲母,賓陽(蘆墟)_韻母,賓陽(蘆墟)_調值,賓陽(蘆墟)_調類,南寧(亭子)_聲母,南寧(亭子)_韻母,南寧(亭子)_調值,南寧(亭子)_調類,橫縣(橫州)_聲母,橫縣(橫州)_韻母,橫縣(橫州)_調值,橫縣(橫州)_調類,扶綏(龍頭)_聲母,扶綏(龍頭)_韻母,扶綏(龍頭)_調值,扶綏(龍頭)_調類,龍州(上龍)_聲母,龍州(上龍)_韻母,龍州(上龍)_調值,龍州(上龍)_調類,藤縣(藤城)_聲母,藤縣(藤城)_韻母,藤縣(藤城)_調值,藤縣(藤城)_調類,鬱林(福綿)_聲母,鬱林(福綿)_韻母,鬱林(福綿)_調值,鬱林(福綿)_調類
18361,s,ɿ,55,陰去,ɬ,iu,52,陰去,ɕ,iao,35,陰去,s,iau,35,陰去,s,iau,35,陰去,s,ie,53,去聲,s,iu,51,陰去,s,yu,53,陰去,s,iu,24,陰去,s,iu,33,陰去,ɕ,iu,435,陰去,ɕ,iu,33,陽上,ɬ,iu,13,陰去,ɬ,iu,35,陰去,ɬ,iu,35,陰去,ɬ,iu,35,陰去,ɬ,iu,55,陰去,ɬ,iu,55,陰去,ɬ,iu,53,陰去,ɬ,iu,35,陰去,ɬ,iu,35,陰去,ɬ,iu,,,ɬ,iu,52,陰去
18362,s,ɿ,55,陰去,ɬ,iu,52,陰去,ɕ,iao,35,陰去,s,iau,35,陰去,s,iau,35,陰去,s,ie,53,去聲,s,iu,51,陰去,s,yu,53,陰去,s,iu,24,陰去,s,iu,33,陰去,ɕ,iu,435,陰去,ɕ,iu,33,陽上,ɬ,iu,13,陰去,ɬ,iu,35,陰去,ɬ,iu,35,陰去,ɬ,iu,35,陰去,ɬ,iu,55,陰去,ɬ,iu,55,陰去,ɬ,iu,53,陰去,ɬ,iu,35,陰去,ɬ,iu,35,陰去,ɬ,iu,,,ɬ,iu,52,陰去
18365,ɕ,io,13,陰入,tsʰ,iu,52,陰去,ɕ,iao,35,陰去,tsʰ,iau,35,陰去,tsʰ,iau,35,陰去,s,ie,55,陰平,s,i,51,陰去,s,yu,35,陰平,tsʰ,iu,24,陰去,ɕ,iu,33,陰去,ɕ,iu,435,陰去,ɕ,iu,33,陽上,pʰ,ɐk,55,上陰入,ɬ,iu,54,陰平,ɬ,iu,55,陰平,ɬ,iu,54,陰平,,,,,ɬ,iu,41,陰平,ɬ,iu,55,陰平,ɬ,iu,35,陰去,ɬ,iu,55,陰平,ɬ,iu,53,陰平,ɬ,iu,54,陰平
18366,ts,ɿ,55,陰去,ts,iu,52,陰去,ts,ao,35,陰去,ts,au,35,陰去,ts,au,35,陰去,ts,ie,53,去聲,tsʰ,u,31,陽去,ts,yu,53,陰去,ts,iu,24,陰去,tɕ,iu,33,陰去,tɕ,iu,435,陰去,tɕ,iu,335,陰去,ts,iu,13,陰去,ts,iu,35,陰去,ts,iu,35,陰去,ts,iu,35,陰去,ts,iu,55,陰去,tɕ,iu,55,陰去,ts,iu,33,陰上,ts,iu,,陰去,ts,iu,35,陰去,tɕ,iu,,,tɕ,iu,52,陰去
18367,ts,ɿ,55,陰去,ts,iu,52,陰去,ts,ao,35,陰去,ts,au,35,陰去,ts,au,35,陰去,ts,ie,53,去聲,tsʰ,u,31,陽去,ts,yu,53,陰去,ts,iu,24,陰去,tɕ,iu,33,陰去,tɕ,iu,435,陰去,tɕ,iu,335,陰去,ts,iu,13,陰去,ts,iu,54,陰去,ts,iu,35,陰去,ts,iu,35,陰去,ts,iu,55,陰去,tɕ,iu,55,陰去,ts,iu,33,陰上,ts,iu,,陰去,ts,iu,35,陰去,tɕ,iu,,,tɕ,iu,52,陰去
18368,ts,ao,35,平聲,ts,iu,52,陰去,s,ao,533,陽平,ts,au,35,陰去,ts,au,35,陰去,ts,ie,53,去聲,ts,au,35,陰平,ts,yu,53,陰去,ts,iu,24,陰去,tɕ,iu,35,陰平,tɕ,iu,53,陰平,,,,,,,,,,,,,,,,,ts,iu,35,陰去,ts,iu,55,陰去,tɕ,iu,41,陰平,ts,iu,33,陰上,,,,,ts,au,33,陰上,tɕ,iu,22,陽去,tɕ,iu,21,陽去
18372,0,iao,13,陰入,0,iu,21,陽去,0,iao,21,陽去,0,iau,35,陰去,0,iau,21,陽去,0,ia,21,陽上,0,iu,31,陽去,0,yu,21,陽去,0,iu,52,陽去,0,iu,13,陽去,0,iu,134,陽去,,,,,m,Eu,31,陽平,,,,,,iu,13,陽去,h,iu,22,陽去,,,,,,iu,223,陽去,h,iu,22,陽去,,iu,11,陽上,0,iu,21,陽去,0,iu,212,陽平,,iu,21,陽去
18376,0,iao,13,陰入,0,iu,21,陽去,0,iao,35,陰去,0,iau,35,陰去,0,iau,21,陽去,0,ia,24,,0,iau,35,陰平,0,yu,21,陽去,0,iu,52,陽去,0,iu,13,陽去,0,iu,134,陽去,0,iɯ,33,陽上,0,iu,13,陰去,h,iu,22,陽去,,iu,13,陽去,h,iu,22,陽去,0,iu,42,陽去,,iu,223,陽去,h,iu,22,陽去,,iu,13,陽去,0,iu,21,陽去,0,iu,212,陽平,,iu,21,陽去
18388,0/0,iao/iE,13/21,陰入/陽去,0,iu,52,陰去,0,iao,35,陰去,0,iau,35,陰去,0,iau,35,陰去,0,ia,53,去聲,0,iau,35,陰平,0,yu,53,陰去,0,iɔ,24,陰去,0,iu,35,陰平,0,iu,435,陰去,0,iɯ,33,陽上,0,iu,13,陰去,0,iu,35,陰去,,iu,35,陰去,,iu,35,陰去,0,iu,55,陰去,,iu,55,陰去,ʔ,iu,53,陰去,ʔ,iu,35,陰去,ʔ,iu,35,陰去,ȵ,iu,,,,iu,52,陰去
18391,tɕ,io,35,平聲,ts,iu,33,陰平,ts,ao,13,陰平,ts,au,24,陰平,ts,au,43,陰平,ts,ie,55,陰平,ts,au,33,上聲,ts,yu,35,陰平,ts,iu,33,陰平,tɕ,iu,35,陰平,tɕ,iu,53,陰平,ɕ,iu,335,陰去,ts,iu,13,陰去,ts,iu,54,陰平,ts,iu,55,陰平,ts,iu,54,陰平,ts,iu,34,陰平,tɕ,iu,55,陰去,ts,iu,22,陽去,ts,iu,13,陽去,ts,iu,55,陰平,tɕ,iu,22,陽去,tɕ,iu,21,陽去
18392,s,ao,13,陰入,s,au,52,陰去,ts,ao,13,陰平,s,au,35,陰去,s,au,35,陰去,s,ie,21,陽上,ɕ,au,35,陰平,s,yu,21,陽去,s,iu,52,陽去,ɕ,iu,21,陽平,ɕ,iu,435,陰去,ts,ao,53,陰平,,,,,s,iu,22,陽去,s,iu,13,陽去,s,iu,22,陽去,ts,iu,34,陰平,ɕ,iu,223,陽去,s,iu,22,陽去,,,,,ts,iu,53,陽上,tɕ,iu,22,陽去,ɕ,iu,21,陽去
18393,s,ao,13,陰入,s,au,52,陰去,ts,ao,13,陰平,s,au,35,陰去,s,au,35,陰去,s,ie,21,陽上,ɕ,au,35,陰平,s,yu,21,陽去,s,iu,52,陽去,ɕ,iu,21,陽平,ɕ,iu,435,陰去,ts,ao,53,陰平,,,,,s,iu,22,陽去,s,iu,13,陽去,s,iu,22,陽去,ts,iu,34,陰平,ɕ,iu,223,陽去,s,iu,22,陽去,,,,,ts,iu,53,陽上,tɕ,iu,22,陽去,ɕ,iu,21,陽去
18400,z,ɿ,33,上聲,k,iu,21,陽去,tɕ,iao,21,陽去,kʰ,iau,52,陽去,ts,iau,21,陽去,ts,ie,24,,kʰ,iu,31,陽去,kʰ,yu,21,陽去,k,iu,52,陽去,tɕ,iu,13,陽去,k,iu,134,陽去,k,iu,35,陽去,k,iu,22,陽去,k,iu,22,陽去,k,iu,13,陽去,k,iu,22,陽去,k,iu,42,陽去,k,iu,223,陽去,k,iu,22,陽去,k,iu,13,陽去,k,iu,21,陽去,k,iu,22,陽去,k,iu,21,陽去
18404,pʰ,io,33,上聲,pʰ,iu,52,陰去,pʰ,iao,35,陰去,pʰ,iau,52,陽去,pʰ,iau,35,陰去,pʰ,ie,53,去聲,pʰ,iu,51,陰去,pʰ,yu,35,陰平,pʰ,iu,24,陰去,pʰ,iu,33,陰去,pʰ,iu,435,陰去,pʰ,iu,33,陽上,pʰ,iu,13,陰去,pʰ,iu,35,陰去,pʰ,iu,55,陰平,pʰ,iu,54,陰平,pʰ,iu,34,陰平,pʰ,iu,41,陰平,pʰ,iu,53,陰去,pʰ,iu,53,陰平,pʰ,iu,35,陰去,pʰ,iu,53,陰平,pʰ,iu,52,陰去
18413,,,,,ts,iu,21,陽去,tɕʰ,iao,533,陽平,ts,iau,35,陰去,ts,iau,21,陽去,ts,iu,21,陽上,,,,,ts,yu,21,陽去,ts,iu,52,陽去,ȵ/ts,ai/iu,33/21,陰去/陽平,tɕ,iu,53,陰平,,,,,,,,,,,,,,,,,ts,iu,54,陰平,,,,,,,,,,,,,,,,,,,,,ɬ,y,,,tɕ,ɔ,54,陰平
18417,m,iao,13,陰入,m,iu,32,上聲,m,iao,21,陽去,m,iau,35,陰去,m,iau,35,陰去,m,ie,21,陽上,m,iu,31,陽去,m,yu,21,陽去,m,iu,52,陽去,m,iu,13,陽去,,iu,21,陽平,m,iu,35,陽去,m,iu,22,陽去,m,iu,22,陽去,m,iu,13,陽去,m,iu,13,陽上,m,iu,22,陽上,m,iu,223,陽去,m,iu,22,陽去,m,iu,11,陽上,m,iu,53,陽上,m,iu,35,陽上,m,iau,21,陽去
18418,m,iao,13,陰入,m,iu,32,上聲,m,iao,21,陽去,m,iau,35,陰去,m,iau,35,陰去,m,ie,21,陽上,m,iu,31,陽去,m,yu,21,陽去,m,iu,52,陽去,m,iu,13,陽去,,iu,21,陽平,m,iu,35,陽去,m,iu,22,陽去,m,iu,22,陽去,m,iu,13,陽去,m,iu,13,陽上,m,iu,22,陽上,m,iu,223,陽去,m,iu,22,陽去,m,iu,11,陽上,m,iu,53,陽上,m,iu,35,陽上,m,iau,21,陽去
18425,,,,,tsʰ,iu,33,陰平,tɕʰ,iao,35,陰去,tsʰ,iau,35,陰去,tsʰ,iau,35,陰去,tsʰ,ie,53,去聲,tsʰ,iu,35,陰平,tsʰ,io,53,陰去,tsʰ,iu,24,陰去,tsʰ,iu,33,陰去,tɕʰ,iu,435,陰去,,,,,,,,,tsʰ,iu,35,陰去,,,,,tsʰ,iu,35,陰去,kʰ,iu,55,陰去,tɕʰ,iu,55,陰去,tsʰ,iu,55,陰平,tsʰ,iu,35,陰去,ɬ,iu,55,陰平,l,Eŋ,,,tʰ,iu,52,陰去
18431,l,iao,21,陽去,l,iu,24,陽平,l,iao,533,陽平,l,iau,21,陽上,l,iau,35,陰去,l,ie,44,陽平,l,iau,31,陽去,l,yu,23,陽平,l,iu,22,陽平,l,iu,21,陽平,l,iu,21,陽平,,,,,l,iu,31,陽平,l,iu,42,陽平,l,iu,41,陽平,l,iu,41,陽平,l,iu,213,陽平,l,iu,21,陽平,l,iu,22,陽去,l,iu,21,陽平,l,iu,21,陽去,l,iu,35,陽上,l,iu,31,陽平
18432,l,iao,21,陽去,l,iu,24,陽平,l,iao,533,陽平,l,iau,21,陽上,l,iau,35,陰去,l,ie,44,陽平,l,iau,31,陽去,l,yu,23,陽平,l,iu,22,陽平,l,iu,21,陽平,l,iu,21,陽平,,,,,l,iu,31,陽平,l,iu,42,陽平,l,iu,41,陽平,l,iu,41,陽平,l,iu,213,陽平,l,iu,21,陽平,l,iu,22,陽去,l,iu,21,陽平,l,iu,21,陽去,l,iu,35,陽上,l,iu,31,陽平
18442,,,,,ts,iu,33,陰平,tɕ,iao,35,陰去,ts,iau,33,陽平,ts,iau,35,陰去,ts,ie,53,去聲,ts,iau,35,陰平,ts,yu,53,陰去,ts,iu,24,陰去,ts,iu,35,陰平,tɕ,iu,435,陰去,,,,,,,,,ts,iu,35,陰去,ts,iu,55,陰平,ts,iu,54,陰平,,,,,tɕ,iu,55,陰去,ts,iu,53,陰去,ts,iu,35,陰去,ts,iu,55,陰平,,,,,t,iu,54,陰平
18443,,,,,ts,iu,33,陰平,tɕ,iao,35,陰去,ts,iau,33,陽平,ts,iau,35,陰去,ts,ie,53,去聲,ts,iau,35,陰平,ts,yu,53,陰去,ts,iu,24,陰去,ts,iu,35,陰平,tɕ,iu,435,陰去,,,,,,,,,ts,iu,35,陰去,ts,iu,55,陰平,ts,iu,54,陰平,,,,,tɕ,iu,55,陰去,ts,iu,53,陰去,ts,iu,35,陰去,ts,iu,55,陰平,,,,,t,iu,54,陰平
18453,m,i,22,陽入,m,iu,21,陽去,m,iao,21,陽去,m,iau,52,陽去,m,iau,21,陽去,m,ie,21,陽上,m,iu,31,陽去,m,yu,21,陽去,m,iu,52,陽去,m,iu,13,陽去,m,iu,134,陽去,m,iu,35,陽去,m,iu,22,陽去,m,iu,22,陽去,m,iu,13,陽去,m,iu,22,陽去,m,iu,42,陽去,m,iu,223,陽去,m,iu,22,陽去,m,iu,13,陽去,m,iu,21,陽去,m,iu,22,陽去,m,iau,21,陽去
18454,m,i,22,陽入,m,iu,21,陽去,m,iao,21,陽去,m,iau,52,陽去,m,iau,21,陽去,m,ie,21,陽上,m,iu,31,陽去,m,yu,21,陽去,m,iu,52,陽去,m,iu,13,陽去,m,iu,134,陽去,m,iu,35,陽去,m,iu,22,陽去,m,iu,22,陽去,m,iu,13,陽去,m,iu,22,陽去,m,iu,42,陽去,m,iu,223,陽去,m,iu,22,陽去,m,iu,13,陽去,m,iu,21,陽去,m,iu,22,陽去,m,iau,21,陽去
18456,ɕ,iao,13,陰入,s,iu,52,陰去,s,ao,35,陰去,s,au,35,陰去,s,au,35,陰去,s,ie,53,去聲,ɕ,au,35,陰平,s,o,53,陰去,s,iu,24,陰去,ɕ,iu,33,陰去,ɕ,iu,435,陰去,ɕ,iu,335,陰去,s,iu,13,陰去,s,iu,35,陰去,s,iu,35,陰去,s,iu,35,陰去,s,iu,55,陰去,ɕ,iu,55,陰去,s,iu,53,陰去,s,iu,35,陰去,s,iu,33,陰上,ɕ,iu,,,ɕ,iu,52,陰去
18464,0,iao,55,陰去,k,iau,21,陽去,0,iao,33,上聲,,,,,,,,,0,ie,24,,0,iau,33,上聲,0,yu,21,陽去,,,,,ȵ,iu,554,上聲,ȵ,iu,55,陰上,l,iu,45,陰上,0,iu,13,陰去,h,iu,35,陰去,,iu,41,陽平,h,iu,13,陽上,k,ɛu,33,陰上,,iu,223,陽去,ȵ,iu,13,陽上,k/k,au/Eu,33/33,陰上/陰上,0,iu,33,陰上,ȵ,iu,35,陽上,ȵ,iu,33,陰上
18466,ɕ,iao,13,陰入,s,o,21,陽去,ɕ,iao,35,陰去,x,iau,35,陰去,s,iau,35,陰去,x,a,21,陽上,h,iau,35,陰平,x,o,21,陽去,s,iɔ,52,陽去,h,ao,33,陰去,h,ao,435,陰去,h,ao,335,陰去,h,ao,22,陽去,s,Au,35,陰去,h,au,35,陰去,,,,,ȵ,iau,42,陽去,h,au,55,陰去,ŋ,au,22,陽去,h,au,35,陰去,h,au,33,陰上,h,ao,22,陽去,ȵ,au,21,陽去
18467,ɕ,iao,13,陰入,s,o,21,陽去,ɕ,iao,35,陰去,x,iau,35,陰去,s,iau,35,陰去,x,a,21,陽上,h,iau,35,陰平,x,o,21,陽去,s,iɔ,52,陽去,h,ao,33,陰去,h,ao,435,陰去,h,ao,335,陰去,h,ao,22,陽去,s,Au,35,陰去,h,au,35,陰去,,,,,ȵ,iau,42,陽去,h,au,55,陰去,ŋ,au,22,陽去,h,au,35,陰去,h,au,33,陰上,h,ao,22,陽去,ȵ,au,21,陽去
18468,ɕ,iao,13,陰入,s,o,21,陽去,ɕ,iao,35,陰去,x,iau,35,陰去,s,iau,35,陰去,x,a,21,陽上,h/h,au/iau,51/35,陰去/陰平,x,o,21,陽去,s,iɔ,52,陽去,h,ao,33,陰去,h,ao,435,陰去,h,ao,335,陰去,s/s,ao/iao,13/13,陰去/陰去,k,Au,35,陰去,k,au,33,陰上,h/k,au/au,22/35,陽去/陽去,ȵ,iau,42,陽去,k,au,55,陰去,k/ŋ,au/au,33/22,陰上/陽去,kʰ,au,35,陰去,h,au,35,陰去,h/k,ao/ao,35/35,陽去/陽上,k,au,33,陰上
18474,ts,iao,13,陰入,k,au,52,陰去,tɕ,iao,35,陰去,,,,,ts,iau,35,陰去,k,a,53,去聲,k,au,51,陰去,k,o,53,陰去,k,oɔ,24,陰去,k,ao,33,陰去,k,ao,435,陰去,,,,,k,ao,13,陰去,k,Au,35,陰去,k,au,35,陰去,k,au,35,陰去,ts,au,55,陰去,k,au,55,陰去,k,au,53,陰去,k,au,35,陰去,k,au,35,陰去,k,ao,434,陰去,k,au,52,陰去
18475,ts,iao,13,陰入,k,au,52,陰去,tɕ,iao,35,陰去,,,,,ts,iau,35,陰去,k,a,53,去聲,k,au,51,陰去,k,o,53,陰去,k,oɔ,24,陰去,k,ao,33,陰去,k,ao,435,陰去,,,,,k,ao,13,陰去,k,Au,35,陰去,k,au,35,陰去,k,au,35,陰去,ts,au,55,陰去,k,au,55,陰去,k,au,53,陰去,k,au,35,陰去,k,au,35,陰去,k,ao,434,陰去,k,au,52,陰去
18476,ts,io,55,陰去,k,au,52,陰去,tɕ,iao,35,陰去,k,au,35,陰去,k,au,35,陰去,k,a,53,去聲,k,au,51,陰去,k,o,53,陰去,k,iɔ,52,陽去,k,ao,33,陰去,k,ao,435,陰去,,,,,k,ao,13,陰去,k,Au,35,陰去,k,au,35,陰去,k,au,35,陰去,ts,au,55,陰去,k,au,55,陰去,h,ou,25,陽平,k,au,35,陰去,,,,,,,,,k,ɐu,54,陰平
18477,ɕ,iao,13,陰入,k,au,52,陰去,ɕ,iao,35,陰去,k,iau,35,陰去,s,iau,35,陰去,x,a,21,陽上,h,iau,35,陰平,k,o,53,陰去,k,oɔ,33,陰平,h,ao,33,陰去,h,ao,435,陰去,,,,,k,ao,13,陰去,k,Au,35,陰去,k,au,33,陰上,k,au,35,陰去,ȵ,iau,42,陽去,k,au,55,陰去,k,au,33,陰上,kʰ,au,35,陰去,h,au,35,陰去,k,ao,434,陰去,k,au,33,陰上
18479,ɕ,iao,13,陰入,k,au,52,陰去,ɕ,iao,35,陰去,x,iau,35,陰去,s,iau,35,陰去,x,a,21,陽上,h,iau,35,陰平,x,o,53,陰去,s,iɔ,24,陰去,h,ao,33,陰去,h,ao,435,陰去,,,,,s,ao,13,陰去,h,Au,54,陰平,h,au,35,陰去,h,au,54,陰平,h,au,55,陰去,h,au,55,陰去,h,au,53,陰去,h,au,53,陰平,h,au,35,陰去,h,ao,53,陰平,h,au,54,陰平
18480,tɕ,iao,13,陰入,k,au,52,陰去,k,ao,35,陰去,k,au,35,陰去,k,au,35,陰去,k,a,53,去聲,k,au,51,陰去,k,o,53,陰去,k,oɔ,24,陰去,k,ao,33,陰去,k,ao,435,陰去,k,ao,335,陰去,k,ao,13,陰去,k,Au,35,陰去,k,au,35,陰去,k,au,35,陰去,ts,au,55,陰去,k,au,55,陰去,k,au,53,陰去,k,au,35,陰去,k,au,35,陰去,kl,ao,434,陰去,k,au,52,陰去
18482,tɕ,iao,55,陰去,k,au,52,陰去,ɕ,iao,35,陰去,x,iau,35,陰去,ts,iau,35,陰去,x,a,21,陽上,k,iau,35,陰平,k,o,33,上聲,k,iɔ,24,陰去,h,ao,33,陰去,k,ao,55,陰上,h,ao,335,陰去,k,ao,13,陰去,k,Au,35,陰去,k,au,35,陰去,k,au,35,陰去,ts,au,33,陰上,k,au,55,陰去,k,au,33,陰上,kʰ,au,35,陰去,h,au,33,陰上,k,ao,434,陰去,k,au,33,陰上
18486,ɕ,u,55,陰去,,,,,ɕ,iao,35,陰去,,,,,,,,,,,,,h,au,33,上聲,,,,,,,,,h,ao,33,陰去,h,ao,435,陰去,h,ao,335,陰去,h,ao,13,陰去,h,Au,35,陰去,h,au,35,陰去,h,au,35,陰去,h,au,55,陰去,h,au,55,陰去,h,au,53,陰去,h,au,35,陰去,h,au,35,陰去,h,ao,35,陽去,h,au,52,陰去
18492,ts,u,55,陰去,ts,au,52,陰去,ts,ao,35,陰去,ts,au,35,陰去,ts,au,35,陰去,ts,a,53,去聲,tɕ,au,51,陰去,ts,o,53,陰去,ts,oɔ,24,陰去,tɕ,ao,33,陰去,tɕ,ao,435,陰去,ts,ao,335,陰去,ts,ao,13,陰去,ts,Au,35,陰去,ts,au,35,陰去,ts,au,35,陰去,ts,au,55,陰去,tɕ,au,55,陰去,ts,au,53,陰去,ts,au,35,陰去,ts,au,35,陰去,tɕ,ao,434,陰去,tɕ,au,52,陰去
18493,ts,u,55,陰去,ts,au,52,陰去,ts,ao,35,陰去,ts,au,35,陰去,ts,au,35,陰去,ts,a,53,去聲,tɕ,au,51,陰去,ts,o,53,陰去,ts,oɔ,24,陰去,tɕ,ao,33,陰去,tɕ,ao,435,陰去,ts,ao,335,陰去,ts,ao,13,陰去,ts,Au,35,陰去,ts,au,35,陰去,ts,au,35,陰去,ts,au,55,陰去,tɕ,au,55,陰去,ts,au,53,陰去,ts,au,35,陰去,ts,au,35,陰去,tɕ,ao,434,陰去,tɕ,au,52,陰去
18498,p,io,55,陰去,p,au,52,陰去,p,ao,35,陰去,p,au,35,陰去,p,au,35,陰去,p,a,53,去聲,p,au,33,上聲,p,o,53,陰去,p,oɔ,24,陰去,p,ao,33,陰去,p,ao,435,陰去,p,ao,335,陰去,p,ao,13,陰去,p,Au,35,陰去,p,au,35,陰去,p,au,35,陰去,p,ɛu,55,陰去,p,au,55,陰去,p,au,53,陰去,p,au,35,陰去,pʰ,au,35,陰去,p,ao,434,陰去,p,au,52,陰去
18501,p,io,55,陰去,p,au,52,陰去,p,ao,35,陰去,p,au,35,陰去,p,au,35,陰去,p,a,53,去聲,p,au,35,陰平,p,o,53,陰去,p,oɔ,24,陰去,p,ou,13,陽去,p,ao,435,陰去,p,ao,335,陰去,p,ao,13,陰去,p,Au,22,陽去,p,au,35,陰去,p,au,22,陽去,p,ɛu,42,陽去,p,au,223,陽去,p,ou,22,陽去,pʰ,au,35,陰去,p,au,35,陰去,p/p,ao/ɔu,434/22,陰去/陽去,p,ɐu,21,陽去
18506,m,ao,13,陰入,m,au,21,陽去,m,ao,21,陽去,m,au,21,陽上,m,au,21,陽去,m,u,21,陽上,m,ou,31,陽去,m,u,21,陽去,m,oɔ,52,陽去,m,ao,13,陽去,m,ao,134,陽去,m,ao,35,陽去,m,ao,22,陽去,m,Au,22,陽去,m,au,13,陽去,m,au,22,陽去,m,ɛu,42,陽去,m,au,223,陽去,m,au,22,陽去,m,au,13,陽去,m,au,21,陽去,,,,,m,au,21,陽去
18507,m,ao,13,陰入,m,au,21,陽去,m,ao,21,陽去,m,au,21,陽上,m,au,21,陽去,m,u,21,陽上,m,ou,31,陽去,m,u,21,陽去,m,oɔ,52,陽去,m,ao,13,陽去,m,ao,134,陽去,m,ao,35,陽去,m,ao,22,陽去,m,Au,22,陽去,m,au,13,陽去,m,au,22,陽去,m,ɛu,42,陽去,m,au,223,陽去,m,au,22,陽去,m,au,13,陽去,m,au,21,陽去,,,,,m,au,21,陽去
18508,m,ao,13,陰入,m,au,21,陽去,m,ao,21,陽去,m,au,21,陽上,m,au,21,陽去,m,u,21,陽上,m,ou,31,陽去,m,u,21,陽去,m,oɔ,52,陽去,m,ao,13,陽去,m,ao,134,陽去,m,ao,35,陽去,m,ao,22,陽去,m,Au,22,陽去,m,au,13,陽去,m,au,22,陽去,m,ɛu,42,陽去,m,au,223,陽去,m,au,22,陽去,m,au,13,陽去,m,au,21,陽去,,,,,m,au,21,陽去
18515,pʰ,io,55,陰去,pʰ,au,52,陰去,p,ao,35,陰去,pʰ,au,52,陽去,pʰ,au,35,陰去,pʰ,a,53,去聲,pʰ,au,51,陰去,pʰ,o,53,陰去,pʰ,oɔ,24,陰去,pʰ,ao,33,陰去,pʰ,ao,435,陰去,pʰ,ao,335,陰去,pʰ,ao,13,陰去,pʰ,Au,35,陰去,pʰ,au,35,陰去,pʰ,au,35,陰去,pʰ,ɛu,55,陰去,pʰ,au,55,陰去,pʰ,au,53,陰去,pʰ,au,35,陰去,pʰ,au,35,陰去,pʰ,ao,434,陰去,pʰ,au,52,陰去
18521,s,ao,55,陰去,ɬ,iu,33,陰平,s,ao,13,陰平,s,au,33,陽平,s,au,43,陰平,s,e,55,陰平,ɕ,au,33,上聲,s,o,53,陰去,s,oɔ,33,陰平,ɕ,iu,35,陰平,ɕ,ao,55,陰上,,,,,s,ao,44,陰平,s,Au,54,陰平,ɬ,iu,55,陰平,s,au,54,陰平,,,,,ɕ,au,41,陰平,s,au,33,陰上,s,au,53,陰平,ɬ,iu,55,陰平,ɕ,ao,53,陰平,ɕ,au,33,陰上
18522,s,ɯ,55,陰去,s,au,52,陰去,s,ao,35,陰去,s,au,35,陰去,s,au,35,陰去,s,e,53,去聲,ɕ,au,51,陰去,s,o,53,陰去,s,oɔ,24,陰去,s,ao,33,陰去,ɕ,ao,435,陰去,s,ao,335,陰去,s,ao,13,陰去,s,Au,35,陰去,s,au,35,陰去,s,au,35,陰去,s,au,55,陰去,ɕ,au,55,陰去,s,au,53,陰去,s,au,35,陰去,s,au,35,陰去,ɕ,ao,434,陰去,ɕ/ɕ,au/ɔ,33/52,陰上/陰去
18528,,,,,ts,au,21,陽去,tɕ,y,35,陰去,ts,au,35,陰去,0,iau,21,陽去,ts,a,53,去聲,,,,,ts,o,21,陽去,ts,oɔ,24,陰去,,,,,,,,,,,,,ts,ao,22,陽去,,,,,,,,,ts,au,22,陽去,,,,,,,,,,,,,ts,au,13,陽去,,,,,,,,,,,,
18529,,,,,ts,au,21,陽去,tɕ,y,35,陰去,ts,au,35,陰去,0,iau,21,陽去,ts,a,53,去聲,,,,,ts,o,21,陽去,ts,oɔ,24,陰去,,,,,,,,,,,,,ts,ao,22,陽去,,,,,,,,,ts,au,22,陽去,,,,,,,,,,,,,ts,au,13,陽去,,,,,,,,,,,,
