# 平話
id,寧遠(清水橋)_聲母,寧遠(清水橋)_韻母,寧遠(清水橋)_調值,寧遠(清水橋)_調類,龍勝(紅瑤)_聲母,龍勝(紅瑤)_韻母,龍勝(紅瑤)_調值,龍勝(紅瑤)_調類,靈川(三街)_聲母,靈川(三街)_韻母,靈川(三街)_調值,靈川(三街)_調類,靈川(潭下)_聲母,靈川(潭下)_韻母,靈川(潭下)_調值,靈川(潭下)_調類,桂林(朝陽)_聲母,桂林(朝陽)_韻母,桂林(朝陽)_調值,桂林(朝陽)_調類,桂林(雁山竹園)_聲母,桂林(雁山竹園)_韻母,桂林(雁山竹園)_調值,桂林(雁山竹園)_調類,臨桂(兩江)_聲母,臨桂(兩江)_韻母,臨桂(兩江)_調值,臨桂(兩江)_調類,永福(桃城)_聲母,永福(桃城)_韻母,永福(桃城)_調值,永福(桃城)_調類,陽朔(驥馬)_聲母,陽朔(驥馬)_韻母,陽朔(驥馬)_調值,陽朔(驥馬)_調類,臨桂(五通)_聲母,臨桂(五通)_韻母,臨桂(五通)_調值,臨桂(五通)_調類,融水(融水鎮)_聲母,融水(融水鎮)_韻母,融水(融水鎮)_調值,融水(融水鎮)_調類,平樂(青龍)_聲母,平樂(青龍)_韻母,平樂(青龍)_調值,平樂(青龍)_調類,富寧(剝隘)_聲母,富寧(剝隘)_韻母,富寧(剝隘)_調值,富寧(剝隘)_調類,百色(那畢)(平話音韻研究)_聲母,百色(那畢)(平話音韻研究)_韻母,百色(那畢)(平話音韻研究)_調值,百色(那畢)(平話音韻研究)_調類,馬山(喬利)_聲母,馬山(喬利)_韻母,馬山(喬利)_調值,馬山(喬利)_調類,田東(林逢)_聲母,田東(林逢)_韻母,田東(林逢)_調值,田東(林逢)_調類,賓陽(蘆墟)_聲母,賓陽(蘆墟)_韻母,賓陽(蘆墟)_調值,賓陽(蘆墟)_調類,南寧(亭子)_聲母,南寧(亭子)_韻母,南寧(亭子)_調值,南寧(亭子)_調類,橫縣(橫州)_聲母,橫縣(橫州)_韻母,橫縣(橫州)_調值,橫縣(橫州)_調類,扶綏(龍頭)_聲母,扶綏(龍頭)_韻母,扶綏(龍頭)_調值,扶綏(龍頭)_調類,龍州(上龍)_聲母,龍州(上龍)_韻母,龍州(上龍)_調值,龍州(上龍)_調類,藤縣(藤城)_聲母,藤縣(藤城)_韻母,藤縣(藤城)_調值,藤縣(藤城)_調類,鬱林(福綿)_聲母,鬱林(福綿)_韻母,鬱林(福綿)_調值,鬱林(福綿)_調類
106,0,ioŋ,21,陽去,0,ioŋ,24,陽平,0,ioŋ,533,陽平,0,iuŋ,21,陽上,0,iuŋ,22,陽平,0,iɔŋ,44,陽平,,ioŋ,12,陽平,0,iuŋ,23,陽平,0,iuŋ,22,陽平,0,ioŋ,21,陽平,0,iɔŋ,21,陽平,,,,,,ioŋ,31,陽平,j,ɔŋ,42,陽平,,iɔŋ,41,陽平,,iɔŋ,41,陽平,,ioŋ,213,陽平,0,yøŋ,21,陽平,0,ioŋ,25,陽平,,iɔŋ,21,陽平,j,oŋ,31,陽平,0,jiuŋ,212,陽平,,ioŋ,31,陽平
107,0,ioŋ,21,陽去,0,ioŋ,24,陽平,0,ioŋ,533,陽平,0,iuŋ,21,陽上,0,iuŋ,22,陽平,0,iɔŋ,44,陽平,,ioŋ,12,陽平,0,iuŋ,23,陽平,0,iuŋ,22,陽平,0,ioŋ,21,陽平,0,iɔŋ,21,陽平,,,,,,ioŋ,31,陽平,j,ɔŋ,42,陽平,,iɔŋ,41,陽平,,iɔŋ,41,陽平,,ioŋ,213,陽平,0,yøŋ,21,陽平,0,ioŋ,25,陽平,,iɔŋ,21,陽平,j,oŋ,31,陽平,0,jiuŋ,212,陽平,,ioŋ,31,陽平
113,0,ioŋ,21,陽去,0,ioŋ,24,陽平,0,ioŋ,533,陽平,0,iuŋ,33,陽平,0,iuŋ,22,陽平,0,iuŋ,44,陽平,,ioŋ,12,陽平,0,iuŋ,23,陽平,0,iuŋ,22,陽平,0,ioŋ,21,陽平,0,iɔŋ,21,陽平,0,iɔ̃,31,陽平,,ioŋ,31,陽平,j,ɔŋ,42,陽平,,iɔŋ,41,陽平,,,,,,ioŋ,213,陽平,0,yøŋ,21,陽平,0,ioŋ,25,陽平,,iɔŋ,21,陽平,j,oŋ,31,陽平,0,jiuŋ,212,陽平,,ioŋ,31,陽平
114,0,ioŋ,21,陽去,0,ioŋ,24,陽平,0,ioŋ,533,陽平,0,iuŋ,33,陽平,0,iuŋ,22,陽平,0,iuŋ,44,陽平,,ioŋ,12,陽平,0,iuŋ,23,陽平,0,iuŋ,22,陽平,0,ioŋ,21,陽平,0,iɔŋ,21,陽平,0,iɔ̃,31,陽平,,ioŋ,31,陽平,j,ɔŋ,42,陽平,,iɔŋ,41,陽平,,iɔŋ,41,陽平,,ioŋ,213,陽平,0,yøŋ,21,陽平,0,ioŋ,25,陽平,,iɔŋ,21,陽平,j,oŋ,31,陽平,0,jiuŋ,212,陽平,,ioŋ,31,陽平
115,k,oŋ,33,上聲,k,oŋ,33,陰平,k,oŋ,13,陰平,k,uŋ,24,陰平,k,uŋ,43,陰平,ts,iɔŋ,55,陰平,k,ioŋ,35,陰平,k,iuŋ,35,陰平,k,ã,33,陰平,tɕ,ioŋ,35,陰平,k,iɔŋ,53,陰平,k,ɔ̃,53,陰平,k,ɔŋ,44,陰平,k,ɔŋ,54,陰平,k,ɔŋ,55,陰平,k,ɔŋ,54,陰平,k,oŋ,34,陰平,k,øŋ,41,陰平,k,oŋ,55,陰平,k,ɔŋ,53,陰平,k,oŋ,55,陰平,k,uŋ,53,陰平,k,oŋ,54,陰平
116,k,oŋ,33,上聲,k,oŋ,33,陰平,k,ɐŋ,13,陰平,k,uŋ,24,陰平,k,uŋ,43,陰平,ts,iɔŋ,55,陰平,k,əŋ,33,上聲,k,iuŋ,35,陰平,k,uŋ,33,陰平,tɕ,ioŋ,35,陰平,k,ɔŋ,53,陰平,k,ɔ̃,53,陰平,k,ɔŋ,44,陰平,k,ɔŋ,54,陰平,k,ɔŋ,55,陰平,k,ɔŋ,54,陰平,k,oŋ,34,陰平,k,øŋ,41,陰平,k,oŋ,55,陰平,k,ɔŋ,53,陰平,k,oŋ,55,陰平,k,uŋ,53,陰平,k,oŋ,54,陰平
117,k,oŋ,33,上聲,k,oŋ,33,陰平,k,ɐŋ,13,陰平,k,uŋ,24,陰平,k,uŋ,43,陰平,ts,iɔŋ,55,陰平,k,əŋ,33,上聲,k,iuŋ,35,陰平,k,uŋ,33,陰平,tɕ,ioŋ,35,陰平,k,ɔŋ,53,陰平,k,ɔ̃,53,陰平,k,ɔŋ,44,陰平,k,ɔŋ,54,陰平,k,ɔŋ,55,陰平,k,ɔŋ,54,陰平,k,oŋ,34,陰平,k,øŋ,41,陰平,k,oŋ,55,陰平,k,ɔŋ,53,陰平,k,oŋ,55,陰平,k,uŋ,53,陰平,k,oŋ,54,陰平
119,k,oŋ,33,上聲,k,oŋ,33,陰平,k,oŋ,13,陰平,k,uŋ,24,陰平,k,uŋ,43,陰平,k,ɔŋ,55,陰平,k,əŋ,33,上聲,k,iuŋ,35,陰平,k,uŋ,33,陰平,tɕ,ioŋ,35,陰平,k,iɔŋ,53,陰平,k,ɔ̃,53,陰平,k,ɔŋ,44,陰平,k,ɔŋ,54,陰平,k,ɔŋ,55,陰平,k,ɔŋ,54,陰平,k,oŋ,34,陰平,k,øŋ,41,陰平,k,oŋ,55,陰平,k,ɔŋ,53,陰平,k,oŋ,55,陰平,k,uŋ,53,陰平,k,oŋ,54,陰平
121,n,ioŋ,21,陽去,0,ioŋ,24,陽平,0,ioŋ,533,陽平,0,iuŋ,33,陽平,0,iuŋ,22,陽平,0,iuŋ,44,陽平,,ioŋ,31,陽去,0,iuŋ,23,陽平,0,iuŋ,22,陽平,0,ioŋ,21,陽平,0,iɔŋ,21,陽平,0,iõ,31,陽平,,ioŋ,31,陽平,j,ɔŋ,42,陽平,,iɔŋ,41,陽平,,iɔŋ,41,陽平,,ioŋ,213,陽平,0,yøŋ,21,陽平,0,ioŋ,25,陽平,,iɔŋ,21,陽平,j,oŋ,31,陽平,0,jiuŋ,212,陽平,,ioŋ,31,陽平
122,n,ioŋ,21,陽去,0,ioŋ,24,陽平,0,ioŋ,533,陽平,0,iuŋ,33,陽平,0,iuŋ,22,陽平,0,iuŋ,44,陽平,,ioŋ,31,陽去,0,iuŋ,23,陽平,0,iuŋ,22,陽平,0,ioŋ,21,陽平,0,iɔŋ,21,陽平,0,iõ,31,陽平,,ioŋ,31,陽平,j,ɔŋ,42,陽平,,iɔŋ,41,陽平,,iɔŋ,41,陽平,,ioŋ,213,陽平,0,yøŋ,21,陽平,0,ioŋ,25,陽平,,iɔŋ,21,陽平,j,oŋ,31,陽平,0,jiuŋ,212,陽平,,ioŋ,31,陽平
125,ɕ,ioŋ,21,陽去,0,ioŋ,24,陽平,ɕ,ioŋ,533,陽平,x,iuŋ,33,陽平,s,uŋ,22,陽平,s,iuŋ,44,陽平,h,ioŋ,12,陽平,s,iuŋ,23,陽平,s,iuŋ,22,陽平,0,ioŋ,21,陽平,ɕ,iɔŋ,21,陽平,s,ɔ̃,31,陽平,s,ioŋ,31,陽平,h,ɔŋ,42,陽平,,iɔŋ,41,陽平,h,ɔŋ,41,陽平,,ioŋ,213,陽平,h,øŋ,21,陽平,h,oŋ,25,陽平,h,ɔŋ,21,陽平,h,oŋ,31,陽平,h,uŋ,212,陽平,ʔ,oŋ,31,陽平
126,ɕ,ioŋ,21,陽去,0,ioŋ,24,陽平,ɕ,ioŋ,533,陽平,x,iuŋ,33,陽平,s,uŋ,22,陽平,s,iuŋ,44,陽平,h,ioŋ,12,陽平,s,iuŋ,23,陽平,s,iuŋ,22,陽平,0,ioŋ,21,陽平,ɕ,iɔŋ,21,陽平,s,ɔ̃,31,陽平,s,ioŋ,31,陽平,0,uɔŋ,42,陽平,,iɔŋ,41,陽平,,ioŋ,41,陽平,,ioŋ,213,陽平,0,yøŋ,21,陽平,0,ioŋ,25,陽平,,iɔk,,,ȵ,oŋ,31,陽平,0,jiuŋ,212,陽平,,ioŋ,31,陽平
140,tɕʰ,iE,35,平聲,k,ioŋ,24,陽平,tɕ,ioŋ,533,陽平,k,iŋ,33,陽平,ts,uŋ,22,陽平,ts,iuŋ,44,陽平,kʰ,ioŋ,12,陽平,kʰ,iuŋ,23,陽平,k,iŋ,33,陰平,tɕ,ioŋ,21,陽平,k,iɔŋ,21,陽平,tɕ,iõ,31,陽平,k,oŋ,31,陽平,k,ɔŋ,42,陽平,k,ɔŋ,41,陽平,k,ɔŋ,41,陽平,k,oŋ,213,陽平,k,øŋ,21,陽平,kʰ,oŋ,25,陽平,k,uŋ,21,陽平,k,oŋ,31,陽平,kʰ,uŋ,212,陽平,k,oŋ,31,陽平
143,pʰ,oŋ,21,陽去,h,oŋ,24,陽平,f,ɐŋ,533,陽平,f,uŋ,21,陽上,f,ɔu,22,陽平,f,uŋ,44,陽平,f,oŋ,12,陽平,f,uŋ,23,陽平,f,ã,22,陽平,f,oŋ,21,陽平,f,ɔŋ,21,陽平,f,ɔ̃,31,陽平,f,oŋ,31,陽平,f,ɔŋ,42,陽平,f,ɔŋ,41,陽平,f,ɔŋ,41,陽平,f,oŋ,213,陽平,f,øŋ,21,陽平,f,oŋ,22,陽去,f,ɔŋ,21,陽平,f,oŋ,31,陽平,f,uŋ,212,陽平,f,oŋ,31,陽平
150,f,E,35,平聲,h,oŋ,33,陰平,f,ɐŋ,35,陰去,f,uŋ,24,陰平,f,ɔu,43,陰平,f,ɔŋ,55,陰平,f,oŋ,35,陰平,f,uŋ,35,陰平,f,ã,33,陰平,f,oŋ,35,陰平,f,ɔŋ,53,陰平,f,ɔ̃,53,陰平,f,ɔŋ,44,陰平,f,ɔŋ,54,陰平,f,ɔŋ,55,陰平,f,ɔŋ,54,陰平,f,oŋ,34,陰平,f,øŋ,41,陰平,f,oŋ,55,陰平,f,ɔŋ,53,陰平,f,oŋ,55,陰平,f,uŋ,53,陰平,f,oŋ,54,陰平
151,f,E,35,平聲,h,oŋ,33,陰平,f,ɐŋ,35,陰去,f,uŋ,24,陰平,f,ɔu,43,陰平,f,ɔŋ,55,陰平,f,oŋ,35,陰平,f,uŋ,35,陰平,f,ã,33,陰平,f,oŋ,35,陰平,f,ɔŋ,53,陰平,f,ɔ̃,53,陰平,f,ɔŋ,44,陰平,f,ɔŋ,54,陰平,f,ɔŋ,55,陰平,f,ɔŋ,54,陰平,f,oŋ,34,陰平,f,øŋ,41,陰平,f,oŋ,55,陰平,f,ɔŋ,53,陰平,f,oŋ,55,陰平,f,uŋ,53,陰平,f,oŋ,54,陰平
152,f,E,35,平聲,h,oŋ,33,陰平,f,ɐŋ,35,陰去,f,uŋ,24,陰平,f,ɔu,43,陰平,f,ɔŋ,55,陰平,f,oŋ,31,陽去,f,uŋ,35,陰平,f,ã,33,陰平,f,oŋ,35,陰平,f,ɔŋ,53,陰平,p,,31,陽平,f,ɔŋ,44,陰平,f,ɔŋ,54,陰平,f,ɔŋ,55,陰平,f,ɔŋ,54,陰平,f,oŋ,34,陰平,f,øŋ,41,陰平,f,oŋ,55,陰平,f,ɔŋ,53,陰平,f,oŋ,55,陰平,f,uŋ,53,陰平,f,oŋ,54,陰平
157,f,oŋ,33,上聲,h,oŋ,33,陰平,f,ɐŋ,13,陰平,f,uŋ,24,陰平,f,ɔu,43,陰平,f,ɔŋ,55,陰平,f,oŋ,33,上聲,f,uŋ,35,陰平,f,ã,33,陰平,f,oŋ,35,陰平,f,ɔŋ,53,陰平,f,ɔ̃,53,陰平,f,ɔŋ,44,陰平,f,ɔŋ,54,陰平,f,ɔŋ,55,陰平,f,ɔŋ,54,陰平,f,oŋ,34,陰平,f,øŋ,41,陰平,f,oŋ,55,陰平,f,ɔŋ,53,陰平,f,oŋ,55,陰平,f,uŋ,53,陰平,f,oŋ,54,陰平
165,tsʰ,ənoŋ,33,上聲,tsʰ,oŋ,33,陰平,tsʰ,ən,13,陰平,tsʰ,uŋ,24,陰平,tsʰ,uŋ,43,陰平,tsʰ,ɔŋ,55,陰平,tsʰ,oŋ,35,陰平,tsʰ,uŋ,35,陰平,tsʰ,ã,33,陰平,tsʰ,oŋ,35,陰平,tɕʰ,ɔŋ,53,陰平,tsʰ,ɔ̃,31,陽平,tsʰ,oŋ,44,陰平,tsʰ,ɔŋ,54,陰平,tsʰ,ɔŋ,55,陰平,tsʰ,ɔŋ,54,陰平,tsʰ,oŋ,34,陰平,tɕʰ,øŋ,41,陰平,tsʰ,oŋ,55,陰平,tsʰ,ɔŋ,53,陰平,tsʰ,oŋ,55,陰平,tɕʰ,uŋ,53,陰平,tɕʰ,oŋ,54,陰平
172,l,oŋ,21,陽去,l,io,21,陽去,l,oŋ,533,陽平,n,uŋ,33,陽平,l,uŋ,22,陽平,l,uŋ,44,陽平,l,əŋ,31,陽去,l,uŋ,23,陽平,l,ã,22,陽平,l,iEŋ,21,陽平,l,ɔŋ,21,陽平,l,ɔ̃,31,陽平,l,oŋ,31,陽平,l,ɔŋ,42,陽平,l,ɔŋ,41,陽平,l,ɔŋ,41,陽平,l,oŋ,213,陽平,l,øŋ,21,陽平,l,oŋ,25,陽平,l,ɔŋ,21,陽平,l,oŋ,31,陽平,l,uŋ,212,陽平,l,oŋ,31,陽平
178,h,E,35,平聲,kʰ,oŋ,33,陰平,kʰ,ɐŋ,13,陰平,kʰ,uŋ,24,陰平,kʰ,ɔu,43,陰平,kʰ,ɔŋ,55,陰平,h,oŋ,35,陰平,h,uŋ,35,陰平,kʰ,ã,33,陰平,h,ŋ,35,陰平,kʰ,ɔŋ,53,陰平,kʰ,ɔ̃,33,陽上,h,ɔŋ,44,陰平,h,ɔŋ,54,陰平,h,ɔŋ,55,陰平,h,ɔŋ,54,陰平,h,oŋ,34,陰平,h,øŋ,41,陰平,h,oŋ,55,陰平,h,ɔŋ,53,陰平,,,,,h,uŋ,53,陰平,h,oŋ,54,陰平
192,k/k,E/oŋ,35/33,平聲/上聲,k,oŋ,33,陰平,k,ɐŋ,13,陰平,k,uŋ,24,陰平,k,ɔu,43,陰平,k,ɔŋ,55,陰平,k,əŋ,35,陰平,k,uŋ,35,陰平,k,ã,33,陰平,k,oŋ,35,陰平,k,ɔŋ,53,陰平,k,ɔ̃,53,陰平,k,ɔŋ,44,陰平,k,ɔŋ,54,陰平,k,ɔŋ,55,陰平,k,ɔŋ,54,陰平,k,oŋ,34,陰平,k,øŋ,41,陰平,k,oŋ,55,陰平,k,ɔŋ,53,陰平,k,oŋ,55,陰平,,,,,k,oŋ,54,陰平
193,k,oŋ,33,上聲,k,oŋ,33,陰平,k,ɐŋ,13,陰平,k,uŋ,24,陰平,k,ɔu,43,陰平,k,ɔŋ,55,陰平,k,əŋ,35,陰平,k,uŋ,35,陰平,k,ã,33,陰平,k,oŋ,35,陰平,k,ɔŋ,53,陰平,k,ɔ̃,53,陰平,k,ɔŋ,44,陰平,k,ɔŋ,54,陰平,k,ɔŋ,55,陰平,k,ɔŋ,54,陰平,k,oŋ,34,陰平,k,øŋ,41,陰平,k,oŋ,55,陰平,k,ɔŋ,53,陰平,k,oŋ,55,陰平,k,uŋ,53,陰平,k,oŋ,54,陰平
194,k,E,35,平聲,k,oŋ,33,陰平,k,ɐŋ,13,陰平,k,uŋ,24,陰平,k,ɔu,43,陰平,k,ɔŋ,55,陰平,k,əŋ,35,陰平,k,uŋ,35,陰平,k,ã,33,陰平,k,oŋ,35,陰平,k,ɔŋ,53,陰平,k,ɔ̃,53,陰平,k,ɔŋ,44,陰平,k,ɔŋ,54,陰平,k,ɔŋ,55,陰平,k,ɔŋ,54,陰平,k,oŋ,34,陰平,k,øŋ,41,陰平,k,oŋ,55,陰平,k,ɔŋ,53,陰平,k,oŋ,55,陰平,k,uŋ,53,陰平,k,oŋ,54,陰平
196,k,oŋ,33,上聲,k,oŋ,33,陰平,k,ɐŋ,13,陰平,k,uŋ,33,陽平,k,uŋ,43,陰平,k,ɔŋ,55,陰平,k,əŋ,35,陰平,k,uŋ,35,陰平,k,ã,33,陰平,k,oŋ,35,陰平,k,ɔŋ,53,陰平,,,,,k,ɔŋ,44,陰平,k,ɔŋ,54,陰平,k,ɔŋ,55,陰平,k,ɔŋ,54,陰平,k,oŋ,34,陰平,k,øŋ,41,陰平,ɬ,oŋ,55,陰平,ɬ,ɔŋ,53,陰平,ɬ,oŋ,55,陰平,k,uŋ,53,陰平,k,oŋ,54,陰平
200,k,oŋ,33,上聲,k,oŋ,33,陰平,k,oŋ,13,陰平,k,uŋ,24,陰平,k,uŋ,43,陰平,k,ɔŋ,55,陰平,k,əŋ,35,陰平,k,uŋ,35,陰平,k,uŋ,33,陰平,k,oŋ,35,陰平,k,ɔŋ,53,陰平,k,ɔ̃,53,陰平,k,ɔŋ,44,陰平,k,ɔŋ,54,陰平,k,ɔŋ,55,陰平,k,ɔŋ,54,陰平,k,oŋ,34,陰平,k,øŋ,41,陰平,k,oŋ,55,陰平,k,ɔŋ,53,陰平,k,oŋ,55,陰平,k,uŋ,53,陰平,k,oŋ,54,陰平
205,m,oŋ,21,陽去,m,oŋ,24,陽平,m,ɐŋ,533,陽平,m,uŋ,33,陽平,m,ɔu,22,陽平,m,uŋ,44,陽平,m,əŋ,12,陽平,m,uŋ,23,陽平,m,uŋ,22,陽平,m,oŋ,21,陽平,m,ɔŋ,21,陽平,m,ɔ̃,53,陰平,m,oŋ,31,陽平,m,ɔŋ,42,陽平,m,ɔŋ,41,陽平,m,ɔŋ,41,陽平,t,oŋ,213,陽平,m,øŋ,21,陽平,m,oŋ,25,陽平,m,uŋ,21,陽平,m,oŋ,31,陽平,m,uŋ,212,陽平,m,oŋ,31,陽平
232,l,E,35,平聲,l,oŋ,24,陽平,l,ɐŋ,533,陽平,n,uŋ,33,陽平,l,ɔu,22,陽平,l,uŋ,44,陽平,l,oŋ,12,陽平,l,uŋ,23,陽平,l,uŋ,22,陽平,l,oŋ,21,陽平,l,ɔŋ,21,陽平,l,ɔ̃,31,陽平,l,oŋ,31,陽平,l,ɔŋ,42,陽平,l,ɔŋ,41,陽平,l,ɔŋ,41,陽平,l,oŋ,213,陽平,l,øŋ,21,陽平,l,oŋ,25,陽平,l,ɔŋ,21,陽平,l,oŋ,31,陽平,l,uŋ,212,陽平,l,oŋ,31,陽平
240,l,E,35,平聲,l,oŋ,24,陽平,l,ɐŋ,533,陽平,n,uŋ,33,陽平,l,ɔu,22,陽平,l,uŋ,55,陰平,l,oŋ,12,陽平,l,uŋ,35,陰平,l,ã,22,陽平,l,oŋ,21,陽平,l,ɔŋ,53,陰平,l,ɔ̃,53,陰平,l,oŋ,31,陽平,l,ɔŋ,42,陽平,l,ɔŋ,41,陽平,l,ɔŋ,41,陽平,l,oŋ,213,陽平,l,øŋ,21,陽平,l,oŋ,25,陽平,l,ɔŋ,21,陽平,l,oŋ,31,陽平,l,uŋ,212,陽平,l,oŋ,31,陽平
259,h,ən,35,平聲,h,oŋ,24,陽平,h,oŋ,533,陽平,x,uŋ,33,陽平,h,ɔu,22,陽平,x,uŋ,44,陽平,h,oŋ,12,陽平,h,uŋ,23,陽平,x,uŋ,22,陽平,h,ŋ,21,陽平,h,ɔŋ,21,陽平,0,ɔ̃,31,陽平,h,oŋ,31,陽平,h,ɔŋ,42,陽平,h,ɔŋ,41,陽平,h,ɔŋ,41,陽平,h,oŋ,213,陽平,h,øŋ,21,陽平,h,oŋ,25,陽平,h,ɔŋ,21,陽平,h,oŋ,31,陽平,h,uŋ,212,陽平,ʔ,oŋ,31,陽平
262,h,E,35,平聲,h,oŋ,24,陽平,h,ɐŋ,533,陽平,x,uŋ,33,陽平,h,ɔu,22,陽平,x,uŋ,44,陽平,h,oŋ,12,陽平,h,uŋ,23,陽平,x,uŋ,22,陽平,h,ŋ,21,陽平,h,ɔŋ,21,陽平,0,ɔ̃,31,陽平,h,oŋ,31,陽平,h,ɔŋ,42,陽平,h,ɔŋ,41,陽平,h,ɔŋ,41,陽平,h,oŋ,213,陽平,h,øŋ,21,陽平,h,oŋ,25,陽平,h,ɔŋ,21,陽平,h,oŋ,31,陽平,h,uŋ,212,陽平,ʔ,oŋ,31,陽平
263,k,ən,55,陰去,0,uaŋ,24,陽平,h,oŋ,533,陽平,x,uŋ,33,陽平,k,aŋ,35,陰去,k,uŋ,53,去聲,h,oŋ,12,陽平,k,aŋ,35,陰平,k,ɔŋ,24,陰去,h,ŋ,21,陽平,h,ɔŋ,21,陽平,0,ɔ̃,31,陽平,h,oŋ,31,陽平,h,ɔŋ,42,陽平,,,,,h,ɔŋ,41,陽平,h,oŋ,213,陽平,h,øŋ,21,陽平,h,oŋ,25,陽平,h,ɔŋ,21,陽平,h,oŋ,31,陽平,h,uŋ,212,陽平,ʔ,oŋ,31,陽平
265,h,oŋ,21,陽去,h,oŋ,24,陽平,h,oŋ,533,陽平,x,uŋ,33,陽平,h,uŋ,22,陽平,x,uŋ,44,陽平,h,oŋ,31,陽去,h,uŋ,23,陽平,x,uŋ,22,陽平,h,ŋ,21,陽平,h,ɔŋ,21,陽平,0,ɔ̃,31,陽平,h,oŋ,31,陽平,h,ɔŋ,42,陽平,h,ɔŋ,41,陽平,h,ɔŋ,41,陽平,h,oŋ,213,陽平,h,øŋ,21,陽平,h,oŋ,25,陽平,h,ɔŋ,21,陽平,h,oŋ,31,陽平,h,uŋ,212,陽平,ʔ,oŋ,31,陽平
282,tsʰ,oŋ,21,陽去,t,oŋ,24,陽平,ts,oŋ,533,陽平,tsʰ,uŋ,21,陽上,ts,ɔu,22,陽平,ts,uŋ,44,陽平,tsʰ,əŋ,31,陽去,ts,uŋ,23,陽平,ts,ɔŋ,22,陽平,ts,oŋ,21,陽平,ts,ɔŋ,21,陽平,,,,,ts,oŋ,31,陽平,ts,ɔŋ,42,陽平,ts,ɔŋ,41,陽平,ts,oŋ,41,陽平,ts,oŋ,213,陽平,tɕ,øŋ,21,陽平,tsʰ,oŋ,25,陽平,ɬ,ɔŋ,21,陽平,tsʰ,oŋ,33,陰上,ɬ,uŋ,53,陰平,ɬ,oŋ,54,陰平
283,tsʰ,oŋ,21,陽去,t,oŋ,24,陽平,ts,oŋ,533,陽平,tsʰ,uŋ,21,陽上,ts,ɔu,22,陽平,ts,uŋ,44,陽平,tsʰ,əŋ,31,陽去,ts,uŋ,23,陽平,ts,ɔŋ,22,陽平,ts,oŋ,21,陽平,ts,ɔŋ,21,陽平,,,,,ts,oŋ,31,陽平,ts,ɔŋ,42,陽平,ts,ɔŋ,41,陽平,ts,oŋ,41,陽平,ats,oŋ,213,陽平,tɕ,øŋ,21,陽平,tsʰ,oŋ,25,陽平,ɬ,ɔŋ,21,陽平,tsʰ,oŋ,33,陰上,ɬ,uŋ,53,陰平,ɬ,oŋ,54,陰平
287,0,oŋ,33,上聲,0,oŋ,33,陰平,,uoŋ,13,陰平,0,uŋ,33,陽平,ŋ,ɔu,43,陰平,0,ɔŋ,55,陰平,0,oŋ,35,陰平,0,uŋ,35,陰平,0,uŋ,33,陰平,0,ŋ,35,陰平,0,ɔŋ,53,陰平,0,ɔ̃,53,陰平,v,oŋ,44,陰平,0,ɔŋ,54,陰平,0,ɔŋ,55,陰平,0,ɔŋ,54,陰平,ʋ,oŋ,34,陰平,0,øŋ,41,陰平,0,ioŋ,55,陰平,0,ɔŋ,53,陰平,ʔ,oŋ,55,陰平,ʔ,uŋ,53,陰平,ʔ,oŋ,54,陰平
295,,,,,tʰ,oŋ,33,陰平,tsʰ,ɐŋ,13,陰平,tsʰ,uŋ,24,陰平,tsʰ,uŋ,43,陰平,tsʰ,ɔŋ,55,陰平,tsʰ,əŋ,31,陽去,tsʰ,uŋ,35,陰平,tsʰ,ã,33,陰平,tsʰ,oŋ,35,陰平,v,ɔŋ,53,陰平,,,,,tsʰ,oŋ,44,陰平,tsʰ,ɔŋ,54,陰平,tsʰ,ɔŋ,55,陰平,tsʰ,oŋ,54,陰平,tsʰ,oŋ,34,陰平,tɕʰ,øŋ,41,陰平,tsʰ,oŋ,55,陰平,tsʰ,ɔŋ,53,陰平,tsʰ,oŋ,55,陰平,tʰ,uŋ,53,陰平,tʰ,oŋ,54,陰平
296,,,,,tʰ,oŋ,33,陰平,tsʰ,ɐŋ,13,陰平,tsʰ,uŋ,24,陰平,tsʰ,uŋ,43,陰平,tsʰ,ɔŋ,55,陰平,tsʰ,əŋ,31,陽去,tsʰ,uŋ,35,陰平,tsʰ,ã,33,陰平,tsʰ,oŋ,35,陰平,tsʰ,ɔŋ,53,陰平,,,,,tsʰ,oŋ,44,陰平,tsʰ,ɔŋ,54,陰平,tsʰ,ɔŋ,55,陰平,tsʰ,oŋ,54,陰平,tsʰ,oŋ,34,陰平,tɕʰ,øŋ,41,陰平,tsʰ,oŋ,55,陰平,tsʰ,ɔŋ,53,陰平,tsʰ,oŋ,55,陰平,tʰ,uŋ,53,陰平,tʰ,oŋ,54,陰平
