id,字形,攝,聲調,韻目,字母,開合,等第,清濁,上字,下字,又音,又切
2868,,遇,平,模,幫,合,一,全清,博,孤,,補胡
2869,鵏,遇,平,模,幫,合,一,全清,博,孤,,薄故
2870,,遇,平,模,幫,合,一,全清,博,孤,,
2871,峬,遇,平,模,幫,合,一,全清,博,孤,,
2872,誧,遇,平,模,幫,合,一,全清,博,孤,,滂古/普胡/普故
2873,,遇,平,模,幫,合,一,全清,博,孤,,扶雨/芳無
2874,鯆,遇,平,模,幫,合,一,全清,博,孤,,方矩/普胡
2875,抪,遇,平,模,幫,合,一,全清,博,孤,,博故
2876,枯,遇,平,模,溪,合,一,次清,苦,胡,,
2877,刳,遇,平,模,溪,合,一,次清,苦,胡,,
2878,,遇,平,模,溪,合,一,次清,苦,胡,,哀都
2879,,遇,平,模,溪,合,一,次清,苦,胡,,
2880,,遇,平,模,溪,合,一,次清,苦,胡,,
2881,,遇,平,模,溪,合,一,次清,苦,胡,,
2882,跍,遇,平,模,溪,合,一,次清,苦,胡,,
2883,挎,遇,平,模,溪,合,一,次清,苦,胡,,
2884,,遇,平,模,溪,合,一,次清,苦,胡,,注乎
2885,橭,遇,平,模,溪,合,一,次清,苦,胡,,古胡
2886,,遇,平,模,溪,合,一,次清,苦,胡,,薄故
2887,麤,遇,平,模,清,合,一,次清,倉,胡,,
2888,,遇,平,模,清,合,一,次清,倉,胡,,
2889,,遇,平,模,清,合,一,次清,倉,胡,,采古
2890,,遇,平,模,清,合,一,次清,倉,胡,,
2891,觕,遇,平,模,清,合,一,次清,倉,胡,,徂古/尺玉
2892,,遇,平,模,清,合,一,次清,倉,胡,,七與
2893,粗,遇,平,模,清,合,一,次清,千,胡,,徂古
2894,,遇,平,模,透,合,一,次清,他,胡,,
2895,稌,遇,平,模,透,合,一,次清,他,胡,,他古/署魚
2896,悇,遇,平,模,透,合,一,次清,他,胡,,抽據/羊洳
2897,嶀,遇,平,模,透,合,一,次清,他,胡,,
2898,,遇,平,模,透,合,一,次清,他,胡,,
2899,,遇,平,模,透,合,一,次清,他,胡,,
2900,,遇,平,模,透,合,一,次清,他,胡,,
2901,,遇,平,模,透,合,一,次清,他,胡,,
2902,梌,遇,平,模,透,合,一,次清,他,胡,,
2903,,遇,平,模,透,合,一,次清,他,胡,,
2904,捈,遇,平,模,透,合,一,次清,他,胡,,同都
2905,,遇,平,模,透,合,一,次清,他,胡,,
2906,都,遇,平,模,端,合,一,全清,當,孤,,
2907,,遇,平,模,端,合,一,全清,當,孤,,
2908,闍,遇,平,模,端,合,一,全清,當,孤,,市遮
2909,,遇,平,模,端,合,一,全清,當,孤,,
2910,,遇,平,模,端,合,一,全清,當,孤,,
2911,醏,遇,平,模,端,合,一,全清,當,孤,,
2912,,遇,平,模,端,合,一,全清,當,孤,,
2913,,遇,平,模,滂,合,一,次清,普,胡,,
2914,鋪,遇,平,模,滂,合,一,次清,普,胡,孚,普故
2915,鯆,遇,平,模,滂,合,一,次清,普,胡,,方矩/博孤
2916,,遇,平,模,滂,合,一,次清,普,胡,,
2917,,遇,平,模,滂,合,一,次清,普,胡,,
2918,痡,遇,平,模,滂,合,一,次清,普,胡,孚,
2919,誧,遇,平,模,滂,合,一,次清,普,胡,普,博孤/普故
2920,,遇,平,模,滂,合,一,次清,普,胡,,
2921,,遇,平,模,滂,合,一,次清,普,胡,,博孤
2922,,遇,平,模,滂,合,一,次清,普,胡,,武夫/莫胡
2923,,遇,平,模,滂,合,一,次清,普,胡,,
2924,,遇,平,模,滂,合,一,次清,普,胡,,
2925,齊,蟹,平,齊,從,開,四,全濁,徂,奚,,在諧
2926,臍,蟹,平,齊,從,開,四,全濁,徂,奚,,
2927,麡,蟹,平,齊,從,開,四,全濁,徂,奚,豺/隮,
2928,蠐,蟹,平,齊,從,開,四,全濁,徂,奚,,
2929,,蟹,平,齊,從,開,四,全濁,徂,奚,,
2930,懠,蟹,平,齊,從,開,四,全濁,徂,奚,劑,
2931,,蟹,平,齊,從,開,四,全濁,徂,奚,,子兮/側皆
2932,癠,蟹,平,齊,從,開,四,全濁,徂,奚,劑,徂禮/子禮
2933,,蟹,平,齊,從,開,四,全濁,徂,奚,,子兮
2934,黎,蟹,平,齊,來,開,四,次濁,郎,奚,,
2935,,蟹,平,齊,來,開,四,次濁,郎,奚,,力脂
2936,,蟹,平,齊,來,開,四,次濁,郎,奚,,
2937,莉,蟹,平,齊,來,開,四,次濁,郎,奚,,直尼/直之
2938,黧,蟹,平,齊,來,開,四,次濁,郎,奚,,
2939,藜,蟹,平,齊,來,開,四,次濁,郎,奚,,力脂
2940,鯬,蟹,平,齊,來,開,四,次濁,郎,奚,,力脂
2941,,蟹,平,齊,來,開,四,次濁,郎,奚,,
2942,,蟹,平,齊,來,開,四,次濁,郎,奚,,盧啟
2943,,蟹,平,齊,來,開,四,次濁,郎,奚,,
2944,,蟹,平,齊,來,開,四,次濁,郎,奚,,
2945,廲,蟹,平,齊,來,開,四,次濁,郎,奚,,
2946,蔾,蟹,平,齊,來,開,四,次濁,郎,奚,,
2947,筣,蟹,平,齊,來,開,四,次濁,郎,奚,,里之
2948,驪,蟹,平,齊,來,開,四,次濁,郎,奚,,力知
2949,,蟹,平,齊,來,開,四,次濁,郎,奚,,
2950,,蟹,平,齊,來,開,四,次濁,郎,奚,,
2951,,蟹,平,齊,來,開,四,次濁,郎,奚,,
2952,,蟹,平,齊,來,開,四,次濁,郎,奚,,郎計
2953,謧,蟹,平,齊,來,開,四,次濁,郎,奚,,力支
2954,,蟹,平,齊,來,開,四,次濁,郎,奚,,
2955,妻,蟹,平,齊,清,開,四,次清,七,稽,,七計
2956,萋,蟹,平,齊,清,開,四,次清,七,稽,,
2957,淒,蟹,平,齊,清,開,四,次清,七,稽,,千弟
2958,凄,蟹,平,齊,清,開,四,次清,七,稽,,
2959,悽,蟹,平,齊,清,開,四,次清,七,稽,,
2960,鶈,蟹,平,齊,清,開,四,次清,七,稽,,
2961,郪,蟹,平,齊,清,開,四,次清,七,稽,,取私
2962,緀,蟹,平,齊,清,開,四,次清,七,稽,,千禮
2963,齌,蟹,平,齊,清,開,四,次清,七,稽,,才細/子兮
2964,霋,蟹,平,齊,清,開,四,次清,七,稽,,
2965,低,蟹,平,齊,端,開,四,全清,都,奚,,
2966,氐,蟹,平,齊,端,開,四,全清,都,奚,,丁尼
2967,袛,蟹,平,齊,端,開,四,全清,都,奚,,
2968,磾,蟹,平,齊,端,開,四,全清,都,奚,,
2969,鞮,蟹,平,齊,端,開,四,全清,都,奚,,
2970,,蟹,平,齊,端,開,四,全清,都,奚,,都計
2971,羝,蟹,平,齊,端,開,四,全清,都,奚,,
2972,,蟹,平,齊,端,開,四,全清,都,奚,,常利/承矢
2973,隄,蟹,平,齊,端,開,四,全清,都,奚,,杜奚
2974,堤,蟹,平,齊,端,開,四,全清,都,奚,,都禮/是支
2975,,蟹,平,齊,端,開,四,全清,都,奚,,直尼
2976,,蟹,平,齊,端,開,四,全清,都,奚,,
2977,,蟹,平,齊,端,開,四,全清,都,奚,,
2978,,蟹,平,齊,端,開,四,全清,都,奚,,都計
2979,,蟹,平,齊,端,開,四,全清,都,奚,,杜奚
2980,鍉,蟹,平,齊,端,開,四,全清,都,奚,,
2981,柢,蟹,平,齊,端,開,四,全清,都,奚,帝,都禮
2982,,蟹,平,齊,端,開,四,全清,都,奚,,
2983,,蟹,平,齊,端,開,四,全清,都,奚,,杜奚
2984,,蟹,平,齊,端,開,四,全清,都,奚,,
2985,揥,蟹,平,齊,端,開,四,全清,都,奚,,丑例/他計
2986,,蟹,平,齊,端,開,四,全清,都,奚,,
2987,,蟹,平,齊,端,開,四,全清,都,奚,,杜奚
2988,騠,蟹,平,齊,端,開,四,全清,丁,奚,,杜奚
2989,,蟹,平,齊,定,開,四,全濁,杜,奚,,
2990,啼,蟹,平,齊,定,開,四,全濁,杜,奚,,
2991,,蟹,平,齊,定,開,四,全濁,杜,奚,,
2992,,蟹,平,齊,定,開,四,全濁,杜,奚,,
2993,蹄,蟹,平,齊,定,開,四,全濁,杜,奚,,
2994,,蟹,平,齊,定,開,四,全濁,杜,奚,,特計
2995,提,蟹,平,齊,定,開,四,全濁,杜,奚,,是支
2996,詆,蟹,平,齊,定,開,四,全濁,杜,奚,底,他歷
2997,,蟹,平,齊,定,開,四,全濁,杜,奚,,
2998,隄,蟹,平,齊,定,開,四,全濁,杜,奚,,都奚
2999,桋,蟹,平,齊,定,開,四,全濁,杜,奚,,以脂
3000,題,蟹,平,齊,定,開,四,全濁,杜,奚,,特計
3001,媞,蟹,平,齊,定,開,四,全濁,杜,奚,,時尒/徒禮
3002,,蟹,平,齊,定,開,四,全濁,杜,奚,,特計
3003,綈,蟹,平,齊,定,開,四,全濁,杜,奚,,
3004,,蟹,平,齊,定,開,四,全濁,杜,奚,,
3005,,蟹,平,齊,定,開,四,全濁,杜,奚,,
3006,,蟹,平,齊,定,開,四,全濁,杜,奚,,
3007,締,蟹,平,齊,定,開,四,全濁,杜,奚,悌,
3008,蕛,蟹,平,齊,定,開,四,全濁,杜,奚,,
3009,稊,蟹,平,齊,定,開,四,全濁,杜,奚,,
3010,,蟹,平,齊,定,開,四,全濁,杜,奚,,
3011,,蟹,平,齊,定,開,四,全濁,杜,奚,,
3012,醍,蟹,平,齊,定,開,四,全濁,杜,奚,,他禮
3013,褆,蟹,平,齊,定,開,四,全濁,杜,奚,豸/是,
3014,鵜,蟹,平,齊,定,開,四,全濁,杜,奚,,
3015,荑,蟹,平,齊,定,開,四,全濁,杜,奚,,以脂
3016,禔,蟹,平,齊,定,開,四,全濁,杜,奚,,是支/章支
3017,,蟹,平,齊,定,開,四,全濁,杜,奚,,
3018,崹,蟹,平,齊,定,開,四,全濁,杜,奚,,
3019,緹,蟹,平,齊,定,開,四,全濁,杜,奚,體,
3020,鷤,蟹,平,齊,定,開,四,全濁,杜,奚,遰,徒干
3021,鼶,蟹,平,齊,定,開,四,全濁,杜,奚,斯,
3022,騠,蟹,平,齊,定,開,四,全濁,杜,奚,,丁奚
3023,折,蟹,平,齊,定,開,四,全濁,杜,奚,,常列/旨熱
3024,,蟹,平,齊,定,開,四,全濁,杜,奚,,
3025,銕,蟹,平,齊,定,開,四,全濁,杜,奚,,他結
3026,,蟹,平,齊,定,開,四,全濁,杜,奚,,
3027,,蟹,平,齊,定,開,四,全濁,杜,奚,梯,
3028,,蟹,平,齊,定,開,四,全濁,杜,奚,,
3029,,蟹,平,齊,定,開,四,全濁,杜,奚,,都奚
3030,,蟹,平,齊,定,開,四,全濁,杜,奚,低,
3031,,蟹,平,齊,定,開,四,全濁,杜,奚,,
3032,謕,蟹,平,齊,定,開,四,全濁,杜,奚,,息移/他兮
3033,,蟹,平,齊,定,開,四,全濁,杜,奚,,
3034,厗,蟹,平,齊,定,開,四,全濁,杜,奚,,
3035,,蟹,平,齊,定,開,四,全濁,杜,奚,,特計
3036,鶙,蟹,平,齊,定,開,四,全濁,杜,奚,,
3037,,蟹,平,齊,定,開,四,全濁,杜,奚,低,
3038,蝭,蟹,平,齊,定,開,四,全濁,杜,奚,帝,
3039,,蟹,平,齊,定,開,四,全濁,杜,奚,,
3040,,蟹,平,齊,定,開,四,全濁,杜,奚,,以脂
3041,,蟹,平,齊,定,開,四,全濁,杜,奚,,呼雞
3042,銻,蟹,平,齊,定,開,四,全濁,杜,奚,,
3043,,蟹,平,齊,定,開,四,全濁,杜,奚,,
3044,趧,蟹,平,齊,定,開,四,全濁,杜,奚,,
3045,,蟹,平,齊,定,開,四,全濁,杜,奚,,
3046,,蟹,平,齊,定,開,四,全濁,杜,奚,,以脂
3047,鯷,蟹,平,齊,定,開,四,全濁,杜,奚,,是義/承紙/特計
3048,睼,蟹,平,齊,定,開,四,全濁,杜,奚,,
3049,豍,蟹,平,齊,幫,開,四,全清,邊,兮,,
3050,,蟹,平,齊,幫,開,四,全清,邊,兮,,
3051,,蟹,平,齊,幫,開,四,全清,邊,兮,,
3052,,蟹,平,齊,幫,開,四,全清,邊,兮,,符羈/符支
3053,,蟹,平,齊,幫,開,四,全清,邊,兮,,
3054,蓖,蟹,平,齊,幫,開,四,全清,邊,兮,,
3055,,蟹,平,齊,幫,開,四,全清,邊,兮,,芳脂
3056,篦,蟹,平,齊,幫,開,四,全清,邊,兮,,
3057,梐,蟹,平,齊,幫,開,四,全清,邊,兮,,防啟
3058,,蟹,平,齊,幫,開,四,全清,邊,兮,,
3059,,蟹,平,齊,幫,開,四,全清,邊,兮,,匹迷
3060,狴,蟹,平,齊,幫,開,四,全清,邊,兮,,
3061,箄,蟹,平,齊,幫,開,四,全清,邊,兮,,并弭/府支
3062,鎞,蟹,平,齊,幫,開,四,全清,邊,兮,,
3063,,蟹,平,齊,幫,開,四,全清,邊,兮,,匹夷
3064,,蟹,平,齊,幫,開,四,全清,邊,兮,,
3065,,蟹,平,齊,幫,開,四,全清,方,奚,,房脂
3066,雞,蟹,平,齊,見,開,四,全清,古,奚,,
3067,,蟹,平,齊,見,開,四,全清,古,奚,,
3068,稽,蟹,平,齊,見,開,四,全清,古,奚,,康禮
3069,枅,蟹,平,齊,見,開,四,全清,古,奚,,
3070,笄,蟹,平,齊,見,開,四,全清,古,奚,,
3071,,蟹,平,齊,見,開,四,全清,古,奚,,
3072,,蟹,平,齊,見,開,四,全清,古,奚,,苦堅
3073,,蟹,平,齊,見,開,四,全清,古,奚,,康禮
3074,,蟹,平,齊,見,開,四,全清,古,奚,礙,
3075,,蟹,平,齊,見,開,四,全清,古,奚,,
3076,奚,蟹,平,齊,匣,開,四,全濁,胡,雞,,
3077,豯,蟹,平,齊,匣,開,四,全濁,胡,雞,,
3078,徯,蟹,平,齊,匣,開,四,全濁,胡,雞,,胡禮
3079,,蟹,平,齊,匣,開,四,全濁,胡,雞,,
3080,蹊,蟹,平,齊,匣,開,四,全濁,胡,雞,,
3081,螇,蟹,平,齊,匣,開,四,全濁,胡,雞,,苦悉
3082,榽,蟹,平,齊,匣,開,四,全濁,胡,雞,,戶佳
3083,騱,蟹,平,齊,匣,開,四,全濁,胡,雞,,
3084,,蟹,平,齊,匣,開,四,全濁,胡,雞,,古攜
3085,,蟹,平,齊,匣,開,四,全濁,胡,雞,,
3086,郋,蟹,平,齊,匣,開,四,全濁,胡,雞,,
3087,,蟹,平,齊,匣,開,四,全濁,胡,雞,,
3088,傒,蟹,平,齊,匣,開,四,全濁,胡,雞,,
3089,嵇,蟹,平,齊,匣,開,四,全濁,胡,雞,,
3090,兮,蟹,平,齊,匣,開,四,全濁,胡,雞,,
3091,鼷,蟹,平,齊,匣,開,四,全濁,胡,雞,,
3092,,蟹,平,齊,匣,開,四,全濁,胡,雞,,胡計/胡禮
3093,貕,蟹,平,齊,匣,開,四,全濁,胡,雞,,
3094,鷖,蟹,平,齊,影,開,四,全清,烏,奚,,
3095,翳,蟹,平,齊,影,開,四,全清,烏,奚,,烏計
3096,,蟹,平,齊,影,開,四,全清,烏,奚,,
3097,嫛,蟹,平,齊,影,開,四,全清,烏,奚,,
3098,黳,蟹,平,齊,影,開,四,全清,烏,奚,,
3099,,蟹,平,齊,影,開,四,全清,烏,奚,,於真/烏閑
3100,,蟹,平,齊,影,開,四,全清,烏,奚,,於計
3101,,蟹,平,齊,影,開,四,全清,烏,奚,,
3102,黟,蟹,平,齊,影,開,四,全清,烏,奚,,於脂
3103,繄,蟹,平,齊,影,開,四,全清,烏,奚,,於計
3104,,蟹,平,齊,影,開,四,全清,烏,奚,,於米
3105,,蟹,平,齊,影,開,四,全清,烏,奚,,五稽
3106,倪,蟹,平,齊,疑,開,四,次濁,五,稽,,
3107,蜺,蟹,平,齊,疑,開,四,次濁,五,稽,,五結
3108,霓,蟹,平,齊,疑,開,四,次濁,五,稽,,五結/五繫
3109,郳,蟹,平,齊,疑,開,四,次濁,五,稽,,
3110,齯,蟹,平,齊,疑,開,四,次濁,五,稽,,
3111,婗,蟹,平,齊,疑,開,四,次濁,五,稽,,
3112,輗,蟹,平,齊,疑,開,四,次濁,五,稽,,
3113,,蟹,平,齊,疑,開,四,次濁,五,稽,,
3114,猊,蟹,平,齊,疑,開,四,次濁,五,稽,,
3115,麑,蟹,平,齊,疑,開,四,次濁,五,稽,,
3116,,蟹,平,齊,疑,開,四,次濁,五,稽,,
3117,鯢,蟹,平,齊,疑,開,四,次濁,五,稽,,
3118,兒,蟹,平,齊,疑,開,四,次濁,五,稽,,汝移
3119,,蟹,平,齊,疑,開,四,次濁,五,稽,,妍啟/五結
3120,,蟹,平,齊,疑,開,四,次濁,五,稽,,
3121,觬,蟹,平,齊,疑,開,四,次濁,五,稽,,研啟
3122,,蟹,平,齊,疑,開,四,次濁,五,稽,,烏奚
3123,,蟹,平,齊,疑,開,四,次濁,五,稽,,五禮
3124,醯,蟹,平,齊,曉,開,四,次清,呼,雞,,
3125,,蟹,平,齊,曉,開,四,次清,呼,雞,,
3126,,蟹,平,齊,曉,開,四,次清,呼,雞,,
3127,,蟹,平,齊,曉,開,四,次清,呼,雞,,杜奚
3128,橀,蟹,平,齊,曉,開,四,次清,呼,雞,,呼改
3129,,蟹,平,齊,曉,開,四,次清,呼,雞,,
3130,西,蟹,平,齊,心,開,四,全清,先,稽,,
3131,,蟹,平,齊,心,開,四,全清,先,稽,,
3132,,蟹,平,齊,心,開,四,全清,先,稽,,
3133,棲,蟹,平,齊,心,開,四,全清,先,稽,,
3134,栖,蟹,平,齊,心,開,四,全清,先,稽,,蘇計
3135,,蟹,平,齊,心,開,四,全清,先,稽,,息移
3136,犀,蟹,平,齊,心,開,四,全清,先,稽,,
3137,嘶,蟹,平,齊,心,開,四,全清,先,稽,,
3138,撕,蟹,平,齊,心,開,四,全清,先,稽,,
3139,,蟹,平,齊,心,開,四,全清,先,稽,,息移
3140,,蟹,平,齊,心,開,四,全清,先,稽,,
3141,,蟹,平,齊,心,開,四,全清,先,稽,,
3142,屖,蟹,平,齊,心,開,四,全清,先,稽,,
3143,,蟹,平,齊,心,開,四,全清,先,稽,,
3144,粞,蟹,平,齊,心,開,四,全清,先,稽,,蘇來
3145,,蟹,平,齊,心,開,四,全清,先,稽,,
3146,梯,蟹,平,齊,透,開,四,次清,土,雞,,
3147,睇,蟹,平,齊,透,開,四,次清,土,雞,,徒計
3148,鷈,蟹,平,齊,透,開,四,次清,土,雞,,
3149,,蟹,平,齊,透,開,四,次清,土,雞,,
3150,,蟹,平,齊,透,開,四,次清,土,雞,,杜奚
3151,,蟹,平,齊,透,開,四,次清,土,雞,,
3152,,蟹,平,齊,透,開,四,次清,土,雞,,
3153,謕,蟹,平,齊,透,開,四,次清,土,雞,,杜奚/息移
3154,,蟹,平,齊,透,開,四,次清,土,雞,,
3155,鼙,蟹,平,齊,並,開,四,全濁,部,迷,,
3156,鞞,蟹,平,齊,並,開,四,全濁,部,迷,,并弭/府移/補鼎
3157,椑,蟹,平,齊,並,開,四,全濁,部,迷,,府移/扶歷/房益
3158,膍,蟹,平,齊,並,開,四,全濁,部,迷,毗,
3159,崥,蟹,平,齊,並,開,四,全濁,部,迷,,并弭
3160,,蟹,平,齊,並,開,四,全濁,部,迷,,
3161,笓,蟹,平,齊,並,開,四,全濁,部,迷,,
3162,,蟹,平,齊,滂,開,四,次清,匹,迷,,
3163,,蟹,平,齊,滂,開,四,次清,匹,迷,,邊兮
3164,,蟹,平,齊,滂,開,四,次清,匹,迷,,
3165,,蟹,平,齊,滂,開,四,次清,匹,迷,,
3166,錍,蟹,平,齊,滂,開,四,次清,匹,迷,,方支
3167,批,蟹,平,齊,滂,開,四,次清,匹,迷,,
3168,鈚,蟹,平,齊,滂,開,四,次清,匹,迷,,房脂
3169,齎,蟹,平,齊,心（精）,開,四,全清,相 （祖 ）,稽,,即夷
3170,,蟹,平,齊,心（精）,開,四,全清,相 （祖 ）,稽,,
3171,,蟹,平,齊,心（精）,開,四,全清,相 （祖 ）,稽,,
3172,齏,蟹,平,齊,心（精）,開,四,全清,相 （祖 ）,稽,,
3173,,蟹,平,齊,心（精）,開,四,全清,相 （祖 ）,稽,,
3174,,蟹,平,齊,心（精）,開,四,全清,相 （祖 ）,稽,,徂兮
3175,櫅,蟹,平,齊,心（精）,開,四,全清,相 （祖 ）,稽,,
3176,,蟹,平,齊,心（精）,開,四,全清,相 （祖 ）,稽,,
3177,擠,蟹,平,齊,心（精）,開,四,全清,相 （祖 ）,稽,,子計
3178,齌,蟹,平,齊,心（精）,開,四,全清,相 （祖 ）,稽,,才細/七稽
3179,躋,蟹,平,齊,心（精）,開,四,全清,相 （祖 ）,稽,霽,
3180,隮,蟹,平,齊,心（精）,開,四,全清,相 （祖 ）,稽,,子計
3181,麡,蟹,平,齊,心（精）,開,四,全清,相 （祖 ）,稽,齊/豺,
3182,,蟹,平,齊,心（精）,開,四,全清,相 （祖 ）,稽,,
3183,,蟹,平,齊,心（精）,開,四,全清,相 （祖 ）,稽,,徂禮/茲此
3184,,蟹,平,齊,精,開,四,全清,子,兮,,側皆/徂奚
3185,迷,蟹,平,齊,明,開,四,次濁,莫,兮,,
3186,,蟹,平,齊,明,開,四,次濁,莫,兮,,
3187,,蟹,平,齊,明,開,四,次濁,莫,兮,,
3188,麛,蟹,平,齊,明,開,四,次濁,莫,兮,,
3189,,蟹,平,齊,明,開,四,次濁,莫,兮,,
3190,,蟹,平,齊,明,開,四,次濁,莫,兮,,
3191,泥,蟹,平,齊,泥,開,四,次濁,奴,低,,奴計
3192,,蟹,平,齊,泥,開,四,次濁,奴,低,,奴計/薄鑑
3193,屔,蟹,平,齊,泥,開,四,次濁,奴,低,,
3194,臡,蟹,平,齊,泥,開,四,次濁,奴,低,,人兮/諾何
3195,谿,蟹,平,齊,溪,開,四,次清,苦,奚,,
3196,,蟹,平,齊,溪,開,四,次清,苦,奚,,
3197,溪,蟹,平,齊,溪,開,四,次清,苦,奚,,
3198,磎,蟹,平,齊,溪,開,四,次清,苦,奚,,
3199,鸂,蟹,平,齊,溪,開,四,次清,苦,奚,,
3200,檕,蟹,平,齊,溪,開,四,次清,苦,奚,,古詣
3201,螇,蟹,平,齊,溪,開,四,次清,苦,奚,,胡雞
3202,,蟹,平,齊,溪,開,四,次清,苦,奚,,
3203,繫,蟹,平,齊,溪,開,四,次清,口,奚,,古詣/胡計
3204,圭,蟹,平,齊,見,合,四,全清,古,攜,,
3205,珪,蟹,平,齊,見,合,四,全清,古,攜,,
3206,邽,蟹,平,齊,見,合,四,全清,古,攜,,
3207,閨,蟹,平,齊,見,合,四,全清,古,攜,,
3208,,蟹,平,齊,見,合,四,全清,古,攜,,
3209,窐,蟹,平,齊,見,合,四,全清,古,攜,攜,
3210,鮭,蟹,平,齊,見,合,四,全清,古,攜,奎,戶佳
3211,,蟹,平,齊,見,合,四,全清,古,攜,,
3212,洼,蟹,平,齊,見,合,四,全清,古,攜,哇,烏瓜
3213,,蟹,平,齊,見,合,四,全清,古,攜,,
3214,,蟹,平,齊,見,合,四,全清,古,攜,,
3215,,蟹,平,齊,見,合,四,全清,古,攜,,胡雞
3216,,蟹,平,齊,見,合,四,全清,古,攜,,
3217,,蟹,平,齊,見,合,四,全清,古,攜,,紆佳
3218,茥,蟹,平,齊,見,合,四,全清,古,攜,睽,
3219,睽,蟹,平,齊,溪,合,四,次清,苦,圭,,
3220,奎,蟹,平,齊,溪,合,四,次清,苦,圭,,
3221,湀,蟹,平,齊,溪,合,四,次清,苦,圭,,求癸/苦穴/古比
3222,刲,蟹,平,齊,溪,合,四,次清,苦,圭,,
3223,刲,蟹,平,齊,溪,合,四,次清,苦,圭,,
3224,茥,蟹,平,齊,溪,合,四,次清,苦,圭,,古攜
3225,,蟹,平,齊,溪,合,四,次清,苦,圭,,
3226,聧,蟹,平,齊,溪,合,四,次清,苦,圭,,
3227,鮭,蟹,平,齊,溪,合,四,次清,苦,圭,,戶佳/古攜
3228,,蟹,平,齊,溪,合,四,次清,苦,圭,,
3229,,蟹,平,齊,溪,合,四,次清,苦,圭,,
3230,,蟹,平,齊,溪,合,四,次清,苦,圭,,
3231,楏,蟹,平,齊,溪,合,四,次清,苦,圭,,
3232,藈,蟹,平,齊,溪,合,四,次清,苦,圭,,
3233,,蟹,平,齊,溪,合,四,次清,苦,圭,,乖買/古買
3234,攜,蟹,平,齊,匣,合,四,全濁,戶,圭,,
3235,,蟹,平,齊,匣,合,四,全濁,戶,圭,,
3236,蠵,蟹,平,齊,匣,合,四,全濁,戶,圭,,悅吹
3237,鑴,蟹,平,齊,匣,合,四,全濁,戶,圭,,許規
3238,窐,蟹,平,齊,匣,合,四,全濁,戶,圭,,古攜
3239,,蟹,平,齊,匣,合,四,全濁,戶,圭,,
3240,畦,蟹,平,齊,匣,合,四,全濁,戶,圭,,
3241,驨,蟹,平,齊,匣,合,四,全濁,戶,圭,,
3242,巂,蟹,平,齊,匣,合,四,全濁,戶,圭,,
3243,酅,蟹,平,齊,匣,合,四,全濁,戶,圭,,
3244,,蟹,平,齊,匣,合,四,全濁,戶,圭,,
3245,,蟹,平,齊,匣,合,四,全濁,戶,圭,,
3246,,蟹,平,齊,匣,合,四,全濁,戶,圭,,
3247,,蟹,平,齊,匣,合,四,全濁,戶,圭,,
3248,纗,蟹,平,齊,匣,合,四,全濁,戶,圭,,以睡/姊為/胡卦
3249,,蟹,平,齊,匣,合,四,全濁,戶,圭,,古獲
3250,,蟹,平,齊,匣,合,四,全濁,戶,圭,,
3251,,蟹,平,齊,匣,合,四,全濁,戶,圭,,
3252,,蟹,平,齊,匣,合,四,全濁,戶,圭,,胡卦/胡瓦
3253,,蟹,平,齊,匣,合,四,全濁,戶,圭,,
3254,眭,蟹,平,齊,匣,合,四,全濁,戶,圭,,許規/息為/許維
3255,觿,蟹,平,齊,匣,合,四,全濁,戶,圭,,儇規
3256,,蟹,平,齊,匣,合,四,全濁,戶,圭,,
3257,臡,蟹,平,齊 （祭平）,日,開,三,次濁,人,兮,泥,諾何
3258,栘,蟹,平,齊 （祭平）,禪,開,三,全濁,成,臡,,以支/余氏
3259,烓,蟹,平,齊,影,合,四,全清,烏,攜,,
3260,,蟹,平,齊,影,合,四,全清,烏,攜,,
3261,,蟹,平,齊,影,合,四,全清,烏,攜,,古攜
3262,,蟹,平,齊,曉,合,四,次清,呼,攜,,
3263,佳,蟹,平,佳,見,開,二,全清,古,佳,,
3264,街,蟹,平,佳,見,開,二,全清,古,佳,,古諧
3265,,蟹,平,佳,匣,開,二,全濁,戶,佳,,
